fia_species_code,FIA_name,USGS_original_map_name,USGS_accepted_name,mapping_type,n_US_cells,n_CONUS_cells,n_Canada_cells,n_US_plus_Canada_cells,US_share_USCA,CONUS_share_USCA,Canada_extension_flag,USGS_full_support_components,US_only_support_components,CONUS_only_support_components,full_vs_US_component_change,full_vs_CONUS_component_change,full_largest_component_fraction,US_largest_component_fraction,CONUS_largest_component_fraction,full_vs_US_largest_component_fraction_change,full_vs_US_cell_loss,full_vs_US_cell_loss_fraction,full_span_km,US_span_km,CONUS_span_km,full_vs_US_span_change_km,US_span_fraction_retained,Mexico_or_global_extension_status,notes
43,Chamaecyparis thyoides,Chamaecyparis thyoides,Chamaecyparis thyoides,exact,208,208,0,208,1.0,1.0,0,16,16,16,0,0,0.41346153846153844,0.41346153846153844,0.41346153846153844,0.0,0,0.0,2316.3818769797003,2316.3818769797003,2316.3818769797003,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
51,Cupressus arizonica,Cupressus arizonica,Cupressus arizonica,exact,5,5,0,5,1.0,1.0,0,3,3,3,0,0,0.4,0.4,0.4,0.0,0,0.0,930.0537618869138,930.0537618869138,930.0537618869138,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
55,Cupressus sargentii,Cupressus sargentii,Cupressus sargentii,exact,5,5,0,5,1.0,1.0,0,2,2,2,0,0,0.8,0.8,0.8,0.0,0,0.0,158.11388300841898,158.11388300841898,158.11388300841898,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
58,Juniperus pinchotii,Juniperus pinchotii,Juniperus pinchotii,exact,144,144,0,144,1.0,1.0,0,17,17,17,0,0,0.8125,0.8125,0.8125,0.0,0,0.0,955.24865872714,955.24865872714,955.24865872714,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
61,Juniperus ashei,Juniperus ashei,Juniperus ashei,exact,66,66,0,66,1.0,1.0,0,20,20,20,0,0,0.45454545454545453,0.45454545454545453,0.45454545454545453,0.0,0,0.0,1131.9231422671771,1131.9231422671771,1131.9231422671771,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
62,Juniperus californica,Juniperus californica,Juniperus californica,exact,125,125,0,125,1.0,1.0,0,12,12,12,0,0,0.68,0.68,0.68,0.0,0,0.0,1269.3502274786103,1269.3502274786103,1269.3502274786103,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
63,Juniperus deppeana,Juniperus deppeana,Juniperus deppeana,exact,80,80,0,80,1.0,1.0,0,20,20,20,0,0,0.3875,0.3875,0.3875,0.0,0,0.0,1063.014581273465,1063.014581273465,1063.014581273465,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
64,Juniperus occidentalis,Juniperus occidentalis,Juniperus occidentalis,exact,165,165,0,165,1.0,1.0,0,27,27,27,0,0,0.6363636363636364,0.6363636363636364,0.6363636363636364,0.0,0,0.0,1592.3645939294179,1592.3645939294179,1592.3645939294179,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
65,Juniperus osteosperma,Juniperus osteosperma,Juniperus osteosperma,exact,415,415,0,415,1.0,1.0,0,77,77,77,0,0,0.3228915662650602,0.3228915662650602,0.3228915662650602,0.0,0,0.0,1803.4688796871433,1803.4688796871433,1803.4688796871433,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
66,Juniperus scopulorum,Juniperus scopulorum,Juniperus scopulorum,exact,546,546,298,844,0.6469194312796208,0.6469194312796208,1,102,95,95,-7,-7,0.34360189573459715,0.3058608058608059,0.3058608058608059,-0.03774108987379127,298,0.35308056872037913,3234.3855676155868,2530.3161857759987,2530.3161857759987,-704.069381839588,0.7823174240915769,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
68,Juniperus virginiana,Juniperus virginiana,Juniperus virginiana,exact,4077,4077,120,4197,0.9714081486776269,0.9714081486776269,1,24,18,18,-6,-6,0.9802239695020253,0.9862644101054697,0.9862644101054697,0.006040440603444441,120,0.028591851322373123,3236.7035699921607,3236.7035699921607,3236.7035699921607,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
69,Juniperus monosperma,Juniperus monosperma,Juniperus monosperma,exact,212,212,0,212,1.0,1.0,0,47,47,47,0,0,0.24528301886792453,0.24528301886792453,0.24528301886792453,0.0,0,0.0,1467.353059082919,1467.353059082919,1467.353059082919,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
71,Larix laricina,Larix laricina,Larix laricina,exact,1409,1074,7353,8762,0.16080803469527505,0.12257475462223237,1,34,27,22,-7,-12,0.934489842501712,0.31511710432931156,0.4134078212290503,-0.6193727381724004,7353,0.839191965304725,6860.849072818903,6216.359465153218,2404.4230077089182,-644.4896076656851,0.906062704364245,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
72,Larix lyallii,Larix lyallii,Larix lyallii,exact,26,26,24,50,0.52,0.52,1,20,12,12,-8,-8,0.22,0.3076923076923077,0.3076923076923077,0.08769230769230771,24,0.48,855.1315688243536,707.9901129253149,707.9901129253149,-147.14145589903876,0.827931208174982,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
73,Larix occidentalis,Larix occidentalis,Larix occidentalis,exact,185,185,60,245,0.7551020408163265,0.7551020408163265,1,19,18,18,-1,-1,0.6938775510204082,0.6054054054054054,0.6054054054054054,-0.08847214561500272,60,0.24489795918367346,992.4716620639604,851.4693182963201,851.4693182963201,-141.00234376764024,0.8579280908893565,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
92,Picea breweriana,Picea breweriana,Picea breweriana,exact,2,2,0,2,1.0,1.0,0,2,2,2,0,0,0.5,0.5,0.5,0.0,0,0.0,50.0,50.0,50.0,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
93,Picea engelmannii,Picea engelmannii,Picea engelmannii,exact,530,530,537,1067,0.4967197750702905,0.4967197750702905,1,65,66,66,1,1,0.7460168697282099,0.44528301886792454,0.44528301886792454,-0.30073385086028537,537,0.5032802249297095,2974.0544715926103,2351.1965039102965,2351.1965039102965,-622.8579676823138,0.7905694150420949,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
94,Picea glauca,Picea glauca,Picea glauca,exact,1456,482,8489,9945,0.14640522875816994,0.04846656611362494,1,60,46,14,-14,-46,0.9613876319758673,0.6188186813186813,0.5622406639004149,-0.34256895065718596,8489,0.85359477124183,7022.997935354958,6373.627303192429,3480.3915009665216,-649.3706321625286,0.9075365480468837,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
95,Picea mariana,Picea mariana,Picea mariana,exact,1405,711,8631,10036,0.13999601434834597,0.07084495815065764,1,49,33,25,-16,-24,0.9612395376644082,0.47473309608540926,0.43741209563994377,-0.4865064415789989,8631,0.860003985651654,6757.588327206682,6111.7202979194,2294.6949688357277,-645.8680292872823,0.9044232945225507,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
96,Picea pungens,Picea pungens,Picea pungens,exact,127,127,0,127,1.0,1.0,0,31,31,31,0,0,0.3937007874015748,0.3937007874015748,0.3937007874015748,0.0,0,0.0,1243.4830115445886,1243.4830115445886,1243.4830115445886,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
97,Picea rubens,Picea rubens,Picea rubens,exact,280,280,319,599,0.4674457429048414,0.4674457429048414,1,30,22,22,-8,-8,0.8414023372287145,0.8214285714285714,0.8214285714285714,-0.019973765800143095,319,0.5325542570951586,2235.0894836672646,1848.140957827622,1848.140957827622,-386.94852583964257,0.8268755999850397,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
98,Picea sitchensis,Picea sitchensis,Picea sitchensis,exact,239,107,179,418,0.5717703349282297,0.25598086124401914,1,57,48,6,-9,-51,0.2511961722488038,0.3723849372384937,0.8317757009345794,0.12118876498968989,179,0.42822966507177035,5493.462023168996,3200.878785583734,1063.6023693091324,-2292.583237585262,0.5826705949879769,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
101,Pinus albicaulis,Pinus albicaulis,Pinus albicaulis,exact,224,224,358,582,0.3848797250859107,0.3848797250859107,1,57,55,55,-2,-2,0.4209621993127148,0.24107142857142858,0.24107142857142858,-0.1798907707412862,358,0.6151202749140894,2326.4780248263683,1760.8591652940333,1760.8591652940333,-565.6188595323349,0.7568776263964287,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
102,Pinus aristata,Pinus aristata,Pinus aristata,exact,17,17,0,17,1.0,1.0,0,9,9,9,0,0,0.35294117647058826,0.35294117647058826,0.35294117647058826,0.0,0,0.0,436.60622991432444,436.60622991432444,436.60622991432444,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
103,Pinus attenuata,Pinus attenuata,Pinus attenuata,exact,26,26,0,26,1.0,1.0,0,16,16,16,0,0,0.34615384615384615,0.34615384615384615,0.34615384615384615,0.0,0,0.0,824.6211251235321,824.6211251235321,824.6211251235321,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
104,Pinus balfouriana,Pinus balfouriana,Pinus balfouriana,exact,5,5,0,5,1.0,1.0,0,2,2,2,0,0,0.6,0.6,0.6,0.0,0,0.0,640.8002808988148,640.8002808988148,640.8002808988148,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
105,Pinus banksiana,Pinus banksiana,Pinus banksiana,exact,374,374,4296,4670,0.08008565310492505,0.08008565310492505,1,39,23,23,-16,-16,0.9402569593147752,0.7058823529411765,0.7058823529411765,-0.23437460637359864,4296,0.9199143468950749,4772.054065075123,2275.0,2275.0,-2497.0540650751227,0.4767339114302735,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
106,Pinus edulis,Pinus edulis,Pinus edulis,exact,364,364,0,364,1.0,1.0,0,66,66,66,0,0,0.13736263736263737,0.13736263736263737,0.13736263736263737,0.0,0,0.0,1468.2046860026023,1468.2046860026023,1468.2046860026023,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
107,Pinus clausa,Pinus clausa,Pinus clausa,exact,87,87,0,87,1.0,1.0,0,7,7,7,0,0,0.8620689655172413,0.8620689655172413,0.8620689655172413,0.0,0,0.0,838.525491562421,838.525491562421,838.525491562421,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
108,Pinus contorta,Pinus contorta,Pinus contorta,exact,699,641,1620,2319,0.3014230271668823,0.27641224665804226,1,93,76,59,-17,-34,0.7869771453212592,0.37339055793991416,0.40717628705148207,-0.413586587381345,1620,0.6985769728331177,3772.0186903036415,3376.481156470446,2194.5956347354745,-395.53753383319554,0.8951390312964341,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
109,Pinus coulteri,Pinus coulteri,Pinus coulteri,exact,6,6,0,6,1.0,1.0,0,5,5,5,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.0,590.0211860602974,590.0211860602974,590.0211860602974,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
110,Pinus echinata,Pinus echinata,Pinus echinata,exact,1645,1645,0,1645,1.0,1.0,0,22,22,22,0,0,0.7410334346504559,0.7410334346504559,0.7410334346504559,0.0,0,0.0,2375.3947040439407,2375.3947040439407,2375.3947040439407,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
111,Pinus elliottii,Pinus elliottii,Pinus elliottii,exact,379,379,0,379,1.0,1.0,0,8,8,8,0,0,0.9604221635883905,0.9604221635883905,0.9604221635883905,0.0,0,0.0,1355.0830232867652,1355.0830232867652,1355.0830232867652,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
112,Pinus engelmannii,Pinus engelmannii,Pinus engelmannii,exact,7,7,0,7,1.0,1.0,0,6,6,6,0,0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0,0.0,235.8495283014151,235.8495283014151,235.8495283014151,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
113,Pinus flexilis,Pinus flexilis,Pinus flexilis,exact,327,327,24,351,0.9316239316239316,0.9316239316239316,1,83,78,78,-5,-5,0.2535612535612536,0.27217125382262997,0.27217125382262997,0.01861000026137638,24,0.06837606837606838,2419.969008066012,2096.7236346261757,2096.7236346261757,-323.2453734398364,0.8664258210074487,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
114,Pinus strobiformis,Pinus strobiformis,Pinus strobiformis,exact,23,23,0,23,1.0,1.0,0,11,11,11,0,0,0.34782608695652173,0.34782608695652173,0.34782608695652173,0.0,0,0.0,765.2613932506983,765.2613932506983,765.2613932506983,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
115,Pinus glabra,Pinus glabra,Pinus glabra,exact,337,337,0,337,1.0,1.0,0,4,4,4,0,0,0.9910979228486647,0.9910979228486647,0.9910979228486647,0.0,0,0.0,1129.4356998076519,1129.4356998076519,1129.4356998076519,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
116,Pinus jeffreyi,Pinus jeffreyi,Pinus jeffreyi,exact,115,115,0,115,1.0,1.0,0,19,19,19,0,0,0.7043478260869566,0.7043478260869566,0.7043478260869566,0.0,0,0.0,1258.2229532161618,1258.2229532161618,1258.2229532161618,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
117,Pinus lambertiana,Pinus lambertiana,Pinus lambertiana,exact,157,157,0,157,1.0,1.0,0,16,16,16,0,0,0.89171974522293,0.89171974522293,0.89171974522293,0.0,0,0.0,1377.043935392041,1377.043935392041,1377.043935392041,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
118,Pinus leiophylla,Pinus leiophylla,Pinus leiophylla,exact,13,13,0,13,1.0,1.0,0,12,12,12,0,0,0.15384615384615385,0.15384615384615385,0.15384615384615385,0.0,0,0.0,425.73465914816006,425.73465914816006,425.73465914816006,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
119,Pinus monticola,Pinus monticola,Pinus monticola,exact,278,278,184,462,0.6017316017316018,0.6017316017316018,1,36,25,25,-11,-11,0.3463203463203463,0.4856115107913669,0.4856115107913669,0.13929116447102058,184,0.39826839826839827,2012.4611797498108,1685.4153790683174,1685.4153790683174,-327.04580068149335,0.8374896350934076,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
120,Pinus muricata,Pinus muricata,Pinus muricata,exact,3,3,0,3,1.0,1.0,0,3,3,3,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0,0.0,152.0690632574555,152.0690632574555,152.0690632574555,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
121,Pinus palustris,Pinus palustris,Pinus palustris,exact,773,773,0,773,1.0,1.0,0,6,6,6,0,0,0.9133247089262613,0.9133247089262613,0.9133247089262613,0.0,0,0.0,1955.920499406865,1955.920499406865,1955.920499406865,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
122,Pinus ponderosa,Pinus ponderosa,Pinus ponderosa,exact,826,826,86,912,0.9057017543859649,0.9057017543859649,1,141,134,134,-7,-7,0.22478070175438597,0.24818401937046006,0.24818401937046006,0.023403317616074087,86,0.09429824561403509,3190.317382330479,2939.81291921782,2939.81291921782,-250.50446311265932,0.9214797673422481,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
123,Pinus pungens,Pinus pungens,Pinus pungens,exact,132,132,0,132,1.0,1.0,0,8,8,8,0,0,0.946969696969697,0.946969696969697,0.946969696969697,0.0,0,0.0,1000.0,1000.0,1000.0,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
125,Pinus resinosa,Pinus resinosa,Pinus resinosa,exact,750,750,1007,1757,0.42686397268070575,0.42686397268070575,1,32,16,16,-16,-16,0.614114968696642,0.45066666666666666,0.45066666666666666,-0.1634483020299753,1007,0.5731360273192943,3231.1955991552104,2362.863728614073,2362.863728614073,-868.3318705411375,0.7312660766286754,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
126,Pinus rigida,Pinus rigida,Pinus rigida,exact,712,712,2,714,0.9971988795518207,0.9971988795518207,1,16,16,16,0,0,0.9635854341736695,0.9662921348314607,0.9662921348314607,0.0027067006577912167,2,0.0028011204481792717,1893.57466184991,1893.57466184991,1893.57466184991,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
127,Pinus sabiniana,Pinus sabiniana,Pinus sabiniana,exact,60,60,0,60,1.0,1.0,0,21,21,21,0,0,0.2,0.2,0.2,0.0,0,0.0,817.3891362135909,817.3891362135909,817.3891362135909,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
128,Pinus serotina,Pinus serotina,Pinus serotina,exact,465,465,0,465,1.0,1.0,0,5,5,5,0,0,0.967741935483871,0.967741935483871,0.967741935483871,0.0,0,0.0,1532.3592920721956,1532.3592920721956,1532.3592920721956,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
129,Pinus strobus,Pinus strobus,Pinus strobus,exact,1531,1531,1232,2763,0.5541078537821209,0.5541078537821209,1,39,24,24,-15,-15,0.7093738689829895,0.6061397779229262,0.6061397779229262,-0.10323409106006332,1232,0.4458921462178791,3706.8349032564156,2679.2023066577112,2679.2023066577112,-1027.6325965987044,0.7227735727598928,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
131,Pinus taeda,Pinus taeda,Pinus taeda,exact,1287,1287,0,1287,1.0,1.0,0,8,8,8,0,0,0.7948717948717948,0.7948717948717948,0.7948717948717948,0.0,0,0.0,2235.0894836672646,2235.0894836672646,2235.0894836672646,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
132,Pinus virginiana,Pinus virginiana,Pinus virginiana,exact,796,796,0,796,1.0,1.0,0,19,19,19,0,0,0.949748743718593,0.949748743718593,0.949748743718593,0.0,0,0.0,1697.056274847714,1697.056274847714,1697.056274847714,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
133,Pinus monophylla,Pinus monophylla,Pinus monophylla,exact,120,120,0,120,1.0,1.0,0,44,44,44,0,0,0.16666666666666666,0.16666666666666666,0.16666666666666666,0.0,0,0.0,1152.443057161611,1152.443057161611,1152.443057161611,0.0,1.0,NOT_ASSESSED,Official CSV is primary. Components use frozen 4-neighbor grid adjacency; span is bounding-box diagonal. US includes Alaska; CONUS is also reported separately.
