fia_species_code,fia_name_raw,fia_scientific_name,taxon_rank,species_level_flag,usgs_original_map_name,usgs_accepted_name,mapping_type,official_accepted_original_crosswalk_available,note
93,Picea engelmannii,Picea engelmannii,species,1,Picea engelmannii,Picea engelmannii,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
94,Picea glauca,Picea glauca,species,1,Picea glauca,Picea glauca,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
95,Picea mariana,Picea mariana,species,1,Picea mariana,Picea mariana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
96,Picea pungens,Picea pungens,species,1,Picea pungens,Picea pungens,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
97,Picea rubens,Picea rubens,species,1,Picea rubens,Picea rubens,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
98,Picea sitchensis,Picea sitchensis,species,1,Picea sitchensis,Picea sitchensis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
101,Pinus albicaulis,Pinus albicaulis,species,1,Pinus albicaulis,Pinus albicaulis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
102,Pinus aristata,Pinus aristata,species,1,Pinus aristata,Pinus aristata,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
103,Pinus attenuata,Pinus attenuata,species,1,Pinus attenuata,Pinus attenuata,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
104,Pinus balfouriana,Pinus balfouriana,species,1,Pinus balfouriana,Pinus balfouriana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
105,Pinus banksiana,Pinus banksiana,species,1,Pinus banksiana,Pinus banksiana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
106,Pinus edulis,Pinus edulis,species,1,Pinus edulis,Pinus edulis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
107,Pinus clausa,Pinus clausa,species,1,Pinus clausa,Pinus clausa,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
108,Pinus contorta,Pinus contorta,species,1,Pinus contorta,Pinus contorta,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
109,Pinus coulteri,Pinus coulteri,species,1,Pinus coulteri,Pinus coulteri,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
110,Pinus echinata,Pinus echinata,species,1,Pinus echinata,Pinus echinata,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
111,Pinus elliottii,Pinus elliottii,species,1,Pinus elliottii,Pinus elliottii,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
112,Pinus engelmannii,Pinus engelmannii,species,1,Pinus engelmannii,Pinus engelmannii,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
113,Pinus flexilis,Pinus flexilis,species,1,Pinus flexilis,Pinus flexilis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
114,Pinus strobiformis,Pinus strobiformis,species,1,Pinus strobiformis,Pinus strobiformis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
115,Pinus glabra,Pinus glabra,species,1,Pinus glabra,Pinus glabra,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
116,Pinus jeffreyi,Pinus jeffreyi,species,1,Pinus jeffreyi,Pinus jeffreyi,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
117,Pinus lambertiana,Pinus lambertiana,species,1,Pinus lambertiana,Pinus lambertiana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
118,Pinus leiophylla,Pinus leiophylla,species,1,Pinus leiophylla,Pinus leiophylla,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
119,Pinus monticola,Pinus monticola,species,1,Pinus monticola,Pinus monticola,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
120,Pinus muricata,Pinus muricata,species,1,Pinus muricata,Pinus muricata,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
121,Pinus palustris,Pinus palustris,species,1,Pinus palustris,Pinus palustris,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
122,Pinus ponderosa,Pinus ponderosa,species,1,Pinus ponderosa,Pinus ponderosa,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
123,Pinus pungens,Pinus pungens,species,1,Pinus pungens,Pinus pungens,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
124,Pinus radiata,Pinus radiata,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
125,Pinus resinosa,Pinus resinosa,species,1,Pinus resinosa,Pinus resinosa,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
126,Pinus rigida,Pinus rigida,species,1,Pinus rigida,Pinus rigida,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
127,Pinus sabiniana,Pinus sabiniana,species,1,Pinus sabiniana,Pinus sabiniana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
128,Pinus serotina,Pinus serotina,species,1,Pinus serotina,Pinus serotina,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
129,Pinus strobus,Pinus strobus,species,1,Pinus strobus,Pinus strobus,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
130,Pinus sylvestris,Pinus sylvestris,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
131,Pinus taeda,Pinus taeda,species,1,Pinus taeda,Pinus taeda,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
132,Pinus virginiana,Pinus virginiana,species,1,Pinus virginiana,Pinus virginiana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
133,Pinus monophylla,Pinus monophylla,species,1,Pinus monophylla,Pinus monophylla,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
134,Pinus discolor,Pinus discolor,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
135,Pinus arizonica,Pinus arizonica,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
136,Pinus nigra,Pinus nigra,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
137,Pinus washoensis,Pinus washoensis,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
140,Pinus cembroides,Pinus cembroides,species,1,Pinus cembroides,Pinus cembroides,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
141,Pinus remota,Pinus remota,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
142,Pinus longaeva,Pinus longaeva,species,1,Pinus longaeva,Pinus longaeva,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
143,Pinus monophylla var. fallax,Pinus monophylla var. fallax,infraspecies,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
201,Pseudotsuga macrocarpa,Pseudotsuga macrocarpa,species,1,Pseudotsuga macrocarpa,Pseudotsuga macrocarpa,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
202,Pseudotsuga menziesii,Pseudotsuga menziesii,species,1,Pseudotsuga menziesii,Pseudotsuga menziesii,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
211,Sequoia sempervirens,Sequoia sempervirens,species,1,Sequoia sempervirens,Sequoia sempervirens,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
212,Sequoiadendron giganteum,Sequoiadendron giganteum,species,1,Sequoiadendron giganteum,Sequoiadendron giganteum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
221,Taxodium distichum,Taxodium distichum,species,1,Taxodium distichum,Taxodium distichum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
222,Taxodium ascendens,Taxodium ascendens,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
231,Taxus brevifolia,Taxus brevifolia,species,1,Taxus brevifolia,Taxus brevifolia,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
241,Thuja occidentalis,Thuja occidentalis,species,1,Thuja occidentalis,Thuja occidentalis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
242,Thuja plicata,Thuja plicata,species,1,Thuja plicata,Thuja plicata,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
251,Torreya californica,Torreya californica,species,1,Torreya californica,Torreya californica,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
261,Tsuga canadensis,Tsuga canadensis,species,1,Tsuga canadensis,Tsuga canadensis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
262,Tsuga caroliniana,Tsuga caroliniana,species,1,Tsuga caroliniana,Tsuga caroliniana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
263,Tsuga heterophylla,Tsuga heterophylla,species,1,Tsuga heterophylla,Tsuga heterophylla,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
264,Tsuga mertensiana,Tsuga mertensiana,species,1,Tsuga mertensiana,Tsuga mertensiana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
303,Acacia farnesiana,Acacia farnesiana,species,1,Acacia farnesiana,Acacia farnesiana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
311,Acer barbatum,Acer barbatum,species,1,Acer barbatum,Acer barbatum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
312,Acer macrophyllum,Acer macrophyllum,species,1,Acer macrophyllum,Acer macrophyllum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
313,Acer negundo,Acer negundo,species,1,Acer negundo,Acer negundo,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
314,Acer nigrum,Acer nigrum,species,1,Acer nigrum,Acer nigrum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
315,Acer pensylvanicum,Acer pensylvanicum,species,1,Acer pensylvanicum,Acer pensylvanicum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
316,Acer rubrum,Acer rubrum,species,1,Acer rubrum,Acer rubrum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
317,Acer saccharinum,Acer saccharinum,species,1,Acer saccharinum,Acer saccharinum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
318,Acer saccharum,Acer saccharum,species,1,Acer saccharum,Acer saccharum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
319,Acer spicatum,Acer spicatum,species,1,Acer spicatum,Acer spicatum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
320,Acer platanoides,Acer platanoides,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
322,Acer grandidentatum,Acer grandidentatum,species,1,Acer grandidentatum,Acer grandidentatum,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
323,Acer leucoderme,Acer leucoderme,species,1,Acer leucoderme,Acer leucoderme,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
331,Aesculus glabra,Aesculus glabra,species,1,Aesculus glabra,Aesculus glabra,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
332,Aesculus flava,Aesculus flava,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
333,Aesculus californica,Aesculus californica,species,1,Aesculus californica,Aesculus californica,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
334,Aesculus glabra var. arguta,Aesculus glabra var. arguta,infraspecies,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
341,Ailanthus altissima,Ailanthus altissima,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
345,Albizia julibrissin,Albizia julibrissin,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
350,Alnus spp.,Alnus spp.,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
351,Alnus rubra,Alnus rubra,species,1,Alnus rubra,Alnus rubra,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
352,Alnus rhombifolia,Alnus rhombifolia,species,1,Alnus rhombifolia,Alnus rhombifolia,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
353,Alnus oblongifolia,Alnus oblongifolia,species,1,Alnus oblongifolia,Alnus oblongifolia,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
355,Alnus glutinosa,Alnus glutinosa,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
356,Amelanchier spp.,Amelanchier spp.,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
357,Amelanchier arborea,Amelanchier arborea,species,1,Amelanchier arborea,Amelanchier arborea,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
361,Arbutus menziesii,Arbutus menziesii,species,1,Arbutus menziesii,Arbutus menziesii,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
362,Arbutus arizonica,Arbutus arizonica,species,1,Arbutus arizonica,Arbutus arizonica,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
363,Arbutus xalapensis,Arbutus xalapensis,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
367,Asimina triloba,Asimina triloba,species,1,Asimina triloba,Asimina triloba,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
371,Betula alleghaniensis,Betula alleghaniensis,species,1,Betula alleghaniensis,Betula alleghaniensis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
372,Betula lenta,Betula lenta,species,1,Betula lenta,Betula lenta,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
373,Betula nigra,Betula nigra,species,1,Betula nigra,Betula nigra,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
374,Betula occidentalis,Betula occidentalis,species,1,Betula occidentalis,Betula occidentalis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
375,Betula papyrifera,Betula papyrifera,species,1,Betula papyrifera,Betula papyrifera,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
379,Betula populifolia,Betula populifolia,species,1,Betula populifolia,Betula populifolia,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
381,Sideroxylon lanuginosum ssp. lanuginosum,Sideroxylon lanuginosum ssp. lanuginosum,infraspecies,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
391,Carpinus caroliniana,Carpinus caroliniana,species,1,Carpinus caroliniana,Carpinus caroliniana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
401,Carya aquatica,Carya aquatica,species,1,Carya aquatica,Carya aquatica,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
402,Carya cordiformis,Carya cordiformis,species,1,Carya cordiformis,Carya cordiformis,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
403,Carya glabra,Carya glabra,species,1,Carya glabra,Carya glabra,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
404,Carya illinoinensis,Carya illinoinensis,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
405,Carya laciniosa,Carya laciniosa,species,1,Carya laciniosa,Carya laciniosa,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
406,Carya myristiciformis,Carya myristiciformis,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
407,Carya ovata,Carya ovata,species,1,Carya ovata,Carya ovata,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
408,Carya texana,Carya texana,species,1,Carya texana,Carya texana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
409,Carya alba,Carya alba,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
410,Carya pallida,Carya pallida,species,1,Carya pallida,Carya pallida,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
411,Carya floridana,Carya floridana,species,1,Carya floridana,Carya floridana,exact,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
412,Carya ovalis,Carya ovalis,species,1,,,unresolved,0,No fuzzy matching. Frozen local snapshot lacks the separate official 2015 accepted-name table; non-exact names remain unresolved.
