audit_scope,taxon,csv_records,netcdf_records,mismatch_count,max_abs_difference,status,note
species_presence_absence,Acer saccharinum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Acer saccharum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Acer spicatum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Aesculus californica,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Aesculus glabra,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Aesculus octandra,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Aesculus parviflora,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Aesculus pavia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Aesculus sylvatica,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Agave deserti,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Agave lecheguilla,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Agave neomexicana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Agave utahensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Allionia incarnata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Alnus maritima,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Alnus oblongifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Alnus rhombifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Alnus rubra,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Alnus rugosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Alnus serrulata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Alnus sinuata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Alnus tenuifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ambrosia ambrosioides,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ambrosia deltoidea,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ambrosia dumosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Amelanchier alnifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Amelanchier arborea,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Amelanchier interior,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Amelanchier sanguinea,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Amelanchier utahensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Amsonia tomentosa var. stenophylla,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Annona glabra,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Aralia spinosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Arbutus arizonica,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Arbutus menziesii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Arbutus texana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Arctostaphylos pringlei,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ardisia escallonioides,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Artemisia arbuscula,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Artemisia bigelovii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Artemisia cana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Artemisia nova,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Artemisia rigida,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Artemisia tridentata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Artemisia tripartita,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Asimina triloba,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Atriplex canescens,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Atriplex confertifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Atriplex hymenelytra,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Atriplex parryi,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Atriplex polycarpa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Avicennia germinans,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Baccharis halimifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Bahiopsis reticulata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Bebbia juncea,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Berberis fremontii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Berberis haematocarpa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Berberis trifoliolata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Betula alleghaniensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Betula lenta,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Betula nana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Betula nigra,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Betula occidentalis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Betula papyrifera,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Betula populifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Brickellia atractyloides,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Brickellia coulteri,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Brickellia incana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Brickellia laciniata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Brickellia venosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Buddleja utahensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Bumelia celastrina,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Bumelia lanuginosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Bumelia lycioides,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Bumelia tenax,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Bursera microphylla,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Bursera simaruba,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Caesalpinia mexicana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Calliandra eriophylla,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Canotia holacantha,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carnegiea gigantea,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carpinus caroliniana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya aquatica,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya cordiformis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya floridana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya glabra,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya illinoensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya laciniosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya myristicaeformis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya ovata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya pallida,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya texana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Carya tomentosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Castanea alnifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Castanea dentata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Castanea ozarkensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Castanea pumila,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Castanopsis chrysophylla,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ceanothus spinosus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ceanothus thyrsiflorus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Celtis laevigata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Celtis occidentalis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Celtis pallida,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Celtis reticulata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Celtis tenuifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cephalanthus occidentalis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cercidium floridum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cercidium macrum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cercidium microphyllum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cercis canadensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cercis occidentalis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cercocarpus betuloides,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cercocarpus breviflorus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cercocarpus intricatus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cercocarpus ledifolius,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chamaebatiaria millefolium,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chamaecyparis lawsoniana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chamaecyparis nootkatensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chamaecyparis thyoides,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chilopsis linearis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chionanthus virginicus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysobalanus icaco,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysophyllum oliviforme,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus albidus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus depressus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus gramineus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus greenei,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus humilis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus linifolius,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus molestus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus nauseosus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus paniculatus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus parryi,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus pulchellus ssp. baileyi,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus pulchellus ssp. pulchellus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus spathulatus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus teretifolius,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus vaseyi,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Chrysothamnus viscidiflorus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Citharexylum berlandieri,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cladrastis kentukea,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Clethra acuminata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cliftonia monophylla,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Coccoloba diversifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Coccoloba uvifera,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Coleogyne ramosissima,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Condalia ericoides,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Condalia globosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Condalia hookeri,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Condalia warnockii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Conocarpus erectus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cordia boissieri,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus alternifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus drummondii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus florida,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus glabrata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus nuttallii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus occidentalis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus racemosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus rugosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus sessilis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus stolonifera,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cornus stricta,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Corylus cornuta,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cotinus obovatus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cowania mexicana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Crataegus columbiana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Crataegus douglasii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Crataegus erythropoda,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Crataegus saligna,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Crataegus tracyi,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Crossosoma bigelovii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cupressus arizonica,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cupressus macnabiana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cupressus sargentii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cylindropuntia acanthocarpa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cylindropuntia bigelovii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cylindropuntia echinocarpa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cylindropuntia fulgida,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cylindropuntia ganderi,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cylindropuntia imbricata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cylindropuntia whipplei,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cyphomeris gypsophiloides,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Cyrilla racemiflora,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Dalea mollis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Dalea spinosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Dasylirion leiophyllum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Dasylirion wheeleri,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Diospyros texana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Diospyros virginiana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ditaxis lanceolata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Dithyrea californica,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Dodonaea viscosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Echinocactus polycephalus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ehretia anacua,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Elliottia racemosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Encelia farinosa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Encelia frutescens,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ephedra nevadensis var. aspera,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ephedra nevadensis var. nevadensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ephedra torreyana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ephedra trifurca,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ephedra viridis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Eriogonum fasciculatum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Erythrina flabelliformis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Erythrina herbacea,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Eucnide urens,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Eugenia axillaris,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Eugenia foetida,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Euonymus atropurpureus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Euonymus occidentalis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Eysenhardtia polystachya,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Eysenhardtia texana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fagus grandifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fallugia paradoxa,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ferocactus covillei,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ferocactus cylindraceus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ferocactus wislizeni,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Ficus aurea,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Flourensia cernua,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Forestiera acuminata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Forestiera angustifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Forestiera phillyreoides,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Forestiera segregata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fouquieria splendens,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus americana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus anomala,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus berlandieriana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus caroliniana,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus cuspidata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus dipetala,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus greggii,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus latifolia,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus nigra,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus pennsylvanica,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus profunda,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus quadrangulata,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus texensis,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fraxinus velutina,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Fremontodendron californicum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Garrya elliptica,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Gleditsia aquatica,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Gleditsia triacanthos,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Glossopetalon spinescens var. aridum,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Glossopetalon spinescens var. spinescens,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Gordonia lasianthus,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
species_presence_absence,Guaiacum angustifolium,27984,27984,0,0,PASS,Full-grid binary comparison by official grid ID
