TASK_ID,input_authority_commit_version,exact_source_path_or_release_identity,sha256,bytes,status,scientific_output_changed,publication_candidate,Methods_role,Data_role,Code_role,QC_role
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,CA_OR_WA_OBSERVATIONAL_OVERRIDE,C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\CA_SUBPLOT.zip,0d8623bbc9bc4dd81cbdde32e4eee3cf1b31b49b409eb8a7dd727aaf98dd93d3,2032729,PASS,NO_INPUT_ONLY,NO,FROZEN_INPUT_AUTHORITY,SOURCE_AUTHORITY,NONE,IDENTITY_VERIFICATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,CA_OR_WA_OBSERVATIONAL_OVERRIDE,C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\OR_TREE.zip,4a1c225208c30f3e27b0976797cdd07acef52a8defae32a745098707e2147629,130963119,PASS,NO_INPUT_ONLY,NO,FROZEN_INPUT_AUTHORITY,SOURCE_AUTHORITY,NONE,IDENTITY_VERIFICATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,CA_OR_WA_OBSERVATIONAL_OVERRIDE,C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\OR_COND.zip,58f1a9dfe77761c219464dc6c6ee738df3d33d0f63769bf36a13ce557048b8cd,3529265,PASS,NO_INPUT_ONLY,NO,FROZEN_INPUT_AUTHORITY,SOURCE_AUTHORITY,NONE,IDENTITY_VERIFICATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,CA_OR_WA_OBSERVATIONAL_OVERRIDE,C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\OR_SUBPLOT.zip,9435bd92fd4fdfd0c3799ed834fd003f4119e36da23d8bccc0536628effc2636,2023449,PASS,NO_INPUT_ONLY,NO,FROZEN_INPUT_AUTHORITY,SOURCE_AUTHORITY,NONE,IDENTITY_VERIFICATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,CA_OR_WA_OBSERVATIONAL_OVERRIDE,C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\WA_TREE.zip,0a8eabf74da2a4c8b72b4f966cf365cfb00a7fa919feea80064472b1ab68a848,86979872,PASS,NO_INPUT_ONLY,NO,FROZEN_INPUT_AUTHORITY,SOURCE_AUTHORITY,NONE,IDENTITY_VERIFICATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,CA_OR_WA_OBSERVATIONAL_OVERRIDE,C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\WA_COND.zip,68638f30517ccd9ac59c106632e0e7865d50b1eb14e76e491be408509e35fefb,2023936,PASS,NO_INPUT_ONLY,NO,FROZEN_INPUT_AUTHORITY,SOURCE_AUTHORITY,NONE,IDENTITY_VERIFICATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,CA_OR_WA_OBSERVATIONAL_OVERRIDE,C:\range_paper\02_raw\fia_t2_2023_observational_gap_v01\raw_table_zips\WA_SUBPLOT.zip,fb8916f34f3ff1bdb3e4c2789fcd872d0584992640ea225ffae80874a401298a,1038606,PASS,NO_INPUT_ONLY,NO,FROZEN_INPUT_AUTHORITY,SOURCE_AUTHORITY,NONE,IDENTITY_VERIFICATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\04_derived\d08c2_corrected_constructibility_v01\Q1_D08C2_SPECIES_ELIGIBILITY_LEDGER_v01.csv,ac27195bf8c5f76325665cad274fd41bda324d098a902d00c3724c0c8f726ea7,22129,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,YES_CANDIDATE_ONLY_BEFORE_F1,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\04_derived\d08c2_corrected_constructibility_v01\Q1_D08C2_EXCLUSION_REASON_LEDGER_v01.csv,a2cf83d6d802e5ad3aac469d3f0e8a6e28b6622e240ab95c7058f2a1cbe97744,1907,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,YES_CANDIDATE_ONLY_BEFORE_F1,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\04_derived\d08c2_corrected_constructibility_v01\Q1_D08C2_SPECIES_FOLD_DIAGNOSTICS_v01.csv,9fb8d26b0edea61625aa8ce86d2dd7567f93428c0f8d96c67443c7f327e69b4c,21061,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\04_derived\d08c2_corrected_constructibility_v01\Q1_D08C2_ACCEPTED_SPECIES_AGGREGATION_AUDIT_v01.csv,457de07600a07eae4992e9851d8f1a8b874822806ab8be92e6c4b07d39e27ab6,58140,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,YES_CANDIDATE_ONLY_BEFORE_F1,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\04_derived\d08c2_corrected_constructibility_v01\Q1_D08C2_OBSERVATION_OPPORTUNITY_AUDIT_v01.csv,176d38c1dd95becda35cba098bb6cda617ebd4dbf8843bb01679fde813ec4bed,17314,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,YES_CANDIDATE_ONLY_BEFORE_F1,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\04_derived\d08c2_corrected_constructibility_v01\Q1_D08C2_OPERATIONAL_NATIVE_STATE_CROSSWALK_v01.csv,9f5f963e2bf74c4063513aa9a953b2c50d263ff569387556f2155d43790a0868,2898,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\04_derived\d08c2_corrected_constructibility_v01\Q1_D08C2_F0_LINKAGE_MISMATCH_AUDIT_v01.csv,2e4dfee157d4b938a4d1cd18d545975fb2214a020018c286bc3d677c83dedb99,332,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\04_derived\d08c2_corrected_constructibility_v01\Q1_D08C2_INPUT_AND_SCHEMA_QC_v01.csv,d61620b764e3f9ccf4c7ab5a8ecf3a192566942f126d29134407860d52877e2d,12512,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\04_derived\d08c2_corrected_constructibility_v01\Q1_D08C2_RESULT_NOTE_v01.md,b49b9228973714d12cf9147c3385a15770a15c8fc61ab6a6f781c017a70715df,1031,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\05_qc\d08c2_corrected_constructibility_v01\D08C2_CORRECTED_BUILD_SUMMARY_v01.json,4baccdb2031f7c857190c0f5511fe8cac9702cb3c75eb27a389c583912d94cdc,802,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,D08C2_RULE_OR_AUDIT,NONE,NONE,VALIDATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\05_qc\d08c2_corrected_constructibility_v01\D08C2_CORRECTED_ENVIRONMENT_v01.json,b5501fd6413089df9d16b164be6dacf8b1dbffa66743f0a217197c4088e3a4cd,361,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,D08C2_RULE_OR_AUDIT,NONE,NONE,VALIDATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\05_qc\d08c2_corrected_constructibility_v01\D08C2_CORRECTED_IMPLEMENTATION_LOG_v01.md,d8bf6c70f79cd6cbfa516955190f491d262d1db2c46d5f16329161bad49e627a,686,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,D08C2_RULE_OR_AUDIT,NONE,NONE,VALIDATION
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\06_src\d08c2_corrected_constructibility_v01\build_d08c2_corrected_constructibility_v01.py,d143400537267af54da161b01882fd7f2469a23c31f42956146e269a69fe3428,70607,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,REPRODUCTION_CODE,NONE,LOCAL_EXECUTABLE_RUNNER,TRACEABILITY
D08C2_CORRECTED_CONSTRUCTIBILITY_v01,PASS_READY_FOR_MAINLINE_OBSERVATION_GATE_AUDIT,C:\range_paper\06_src\d08c2_corrected_constructibility_v01\parameters_d08c2_corrected_constructibility_v01.json,cac9903cc4ea177d7a99ccc521eec7e0b1ee258ff660786d09cc89e1b9ef91ef,2126,PROPOSED_FOR_MAINLINE_ACCEPTANCE,YES_NEW_D08C2_OUTPUT,NO,D08C2_RULE_OR_AUDIT,PROVISIONAL_D08C2,NONE,TRACEABILITY
