summary_level,dimension_1,dimension_2,dimension_3,legal_opportunity_class,classification_status,count,denominator,fraction,provenance_class
DESIGN_MANUAL,501,6.1,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,1177,3195,0.36838810641627545,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,6.1,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,166,3195,0.051956181533646326,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,6.1,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,103,3195,0.032237871674491395,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,6.1,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1749,3195,0.5474178403755868,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,1267,3318,0.3818565400843882,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,175,3318,0.052742616033755275,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,110,3318,0.033152501506931886,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1766,3318,0.5322483423749247,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7.1,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,1178,3224,0.36538461538461536,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7.1,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,173,3224,0.05366004962779156,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7.1,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,78,3224,0.024193548387096774,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7.1,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1795,3224,0.5567617866004962,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7.2,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,1224,3261,0.37534498620055196,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7.2,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,164,3261,0.050291321680466114,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7.2,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,105,3261,0.03219871205151794,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,7.2,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1768,3261,0.5421649800674639,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,8,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,1235,3289,0.37549407114624506,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,8,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,174,3289,0.052903618121009424,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,8,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,103,3289,0.031316509577379144,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,8,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,1777,3289,0.5402858011553664,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,2412,6505,0.37079169869331285,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,366,6505,0.05626441199077633,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,176,6505,0.02705611068408916,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,3551,6505,0.5458877786318217,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.1,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,539,1289,0.4181536074476338,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.1,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,39,1289,0.030256012412723042,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.1,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,37,1289,0.028704422032583398,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.1,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,674,1289,0.5228859581070597,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.2,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,198,259,0.7644787644787645,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.2,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,32,259,0.12355212355212356,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.2,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,20,259,0.07722007722007722,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.2,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,9,259,0.03474903474903475,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.3,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,20,47,0.425531914893617,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.3,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,11,47,0.23404255319148937,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.3,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,2,47,0.0425531914893617,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,501,9.3,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,14,47,0.2978723404255319,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,,,UNRESOLVED_PLOT_SOURCE_BINDING,EXPLICITLY_UNRESOLVED,995,995,1.0,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,6,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,642,855,0.7508771929824561,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,6,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,71,855,0.08304093567251462,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,6,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,14,855,0.016374269005847954,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,6,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,128,855,0.1497076023391813,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,6.1,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,637,868,0.7338709677419355,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,6.1,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,76,868,0.08755760368663594,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,6.1,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,12,868,0.013824884792626729,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,6.1,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,143,868,0.16474654377880185,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,631,861,0.7328687572590011,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,67,861,0.07781649245063879,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,22,861,0.025551684088269456,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,141,861,0.16376306620209058,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7.1,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,574,795,0.7220125786163522,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7.1,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,72,795,0.09056603773584905,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7.1,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,12,795,0.01509433962264151,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7.1,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,137,795,0.17232704402515722,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7.2,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,762,1032,0.7383720930232558,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7.2,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,118,1032,0.11434108527131782,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7.2,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,23,1032,0.022286821705426358,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,7.2,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,129,1032,0.125,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,8,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,751,1003,0.748753738783649,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,8,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,101,1003,0.10069790628115653,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,8,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,15,1003,0.014955134596211365,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,8,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,136,1003,0.13559322033898305,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,1573,2118,0.7426817752596789,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,225,2118,0.10623229461756374,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,35,2118,0.016525023607176583,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9,,REMOTE_INFORMATION_NO_DIRECT_TREE_OPPORTUNITY,FULLY_CLASSIFIED,285,2118,0.13456090651558072,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.1,,DIRECT_FIELD_OPPORTUNITY_ALL_FOUR_SAMPLED_SPLIT_FRAME,FULLY_CLASSIFIED,501,683,0.7335285505124451,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.1,,DIRECT_FIELD_OPPORTUNITY_PARTIAL_ELEMENTS_SPLIT_FRAME,FULLY_CLASSIFIED,42,683,0.06149341142020498,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
DESIGN_MANUAL,502,9.1,,NO_Q1_FOREST_OPPORTUNITY_PLOT_STATUS_2,FULLY_CLASSIFIED,4,683,0.005856515373352855,LOCAL/WORK DERIVED QUALIFICATION EVIDENCE
