state,current_CN,current_MEASYEAR,current_INVYR,current_PLOT_STATUS_CD,current_has_accessible_forest,current_accessible_forest_prop,PREV_PLT_CN,prev_record_resolved,prev_MEASYEAR,prev_INVYR,prev_PLOT_STATUS_CD,prev_has_accessible_forest,prev_accessible_forest_prop,REMPER,both_measurements_2017_2023,previous_before_2017,same_plot_status,both_accessible_forest,accessible_forest_gained,accessible_forest_lost,abs_accessible_prop_change
PA,375840728489998,2017,2017,1,1,0.991702,222095248010661,1,2011,2011,1,1,0.991702,6.4,0,1,1,1,0,0,0.0
PA,375840726489998,2017,2017,1,1,1.0,222095244010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840677489998,2017,2017,1,1,1.0,222095338010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840885489998,2017,2017,1,1,0.111146,222095332010661,1,2011,2011,3,0,0.0,,0,1,0,0,1,0,0.111146
PA,375840700489998,2017,2017,1,1,0.75,222095222010661,1,2011,2011,1,1,0.75,5.9,0,1,1,1,0,0,0.0
PA,375840878489998,2017,2017,1,1,1.0,222095164010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375841234489998,2017,2017,1,1,0.75,222096486010661,1,2012,2011,1,1,0.75,5.7,0,1,1,1,0,0,0.0
PA,375840704489998,2017,2017,2,0,0.0,222095236010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840705489998,2017,2017,1,1,0.25,222095238010661,1,2011,2011,1,1,0.25,5.9,0,1,1,1,0,0,0.0
PA,375840703489998,2017,2017,1,1,1.0,222095230010661,1,2012,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375840826489998,2018,2017,1,1,0.712861,222094814010661,1,2012,2011,1,1,0.712861,5.9,0,1,1,1,0,0,0.0
PA,375840526489998,2017,2017,1,1,0.922127,222094566010661,1,2012,2011,1,1,0.62008,5.6,0,1,1,1,0,0,0.30204700000000007
PA,375840763489998,2017,2017,1,1,0.281635,222094912010661,1,2011,2011,3,0,0.0,,0,1,0,0,1,0,0.281635
PA,375840827489998,2017,2017,2,0,0.0,222094816010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840753489998,2017,2017,2,0,0.0,222094866010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840751489998,2017,2017,1,1,1.0,222094860010661,1,2012,2011,1,1,1.0,5.7,0,1,1,1,0,0,0.0
PA,375841263489998,2017,2017,1,1,1.0,222096548010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840687489998,2017,2017,2,0,0.0,222095370010661,1,2011,2011,2,0,0.0,6.4,0,1,1,0,0,0,0.0
PA,375840927489998,2017,2017,1,1,1.0,222095532010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840600489998,2017,2017,1,1,1.0,222094678010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375840689489998,2017,2017,2,0,0.0,222095376010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840804489998,2017,2017,1,1,1.0,222095446010661,1,2012,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375840694489998,2017,2017,1,1,1.0,222095388010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375840803489998,2017,2017,1,1,1.0,222095444010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840660489998,2017,2017,2,0,0.0,222095480010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840688489998,2017,2017,1,1,0.5,222095374010661,1,2011,2011,1,1,0.5,5.8,0,1,1,1,0,0,0.0
PA,375840693489998,2017,2017,1,1,1.0,222095384010661,1,2012,2011,3,0,0.0,,0,1,0,0,1,0,1.0
PA,375840926489998,2017,2017,1,1,1.0,222095526010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840987489998,2018,2017,1,1,1.0,222095862010661,1,2012,2011,1,1,0.25,6.0,0,1,1,1,0,0,0.75
PA,375840989489998,2018,2017,1,1,1.0,222095866010661,1,2012,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375841129489998,2017,2017,1,1,1.0,222095946010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375840992489998,2017,2017,1,1,0.725053,222095872010661,1,2011,2011,1,1,0.725053,6.1,0,1,1,1,0,0,0.0
PA,375841128489998,2017,2017,1,1,1.0,222095944010661,1,2011,2011,1,1,1.0,6.3,0,1,1,1,0,0,0.0
PA,375841127489998,2018,2017,1,1,0.978653,222095942010661,1,2012,2011,1,1,0.978653,5.9,0,1,1,1,0,0,0.0
PA,375840991489998,2017,2017,1,1,1.0,222095870010661,1,2011,2011,1,1,1.0,6.2,0,1,1,1,0,0,0.0
PA,375840990489998,2017,2017,1,1,1.0,222095868010661,1,2012,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840988489998,2017,2017,1,1,1.0,222095864010661,1,2011,2011,1,1,1.0,6.5,0,1,1,1,0,0,0.0
PA,375840923489998,2017,2017,1,1,0.75,222095520010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.25
PA,375841027489998,2017,2017,1,1,1.0,222095644010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375841021489998,2018,2017,1,1,0.923387,222095632010661,1,2012,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.07661300000000004
PA,375841019489998,2017,2017,1,1,1.0,222095626010661,1,2011,2011,1,1,1.0,6.4,0,1,1,1,0,0,0.0
PA,375840924489998,2017,2017,1,1,1.0,222095522010661,1,2011,2011,1,1,1.0,6.4,0,1,1,1,0,0,0.0
PA,375841026489998,2017,2017,1,1,1.0,222095642010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375841079489998,2017,2017,1,1,1.0,222095758010661,1,2012,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375841022489998,2017,2017,1,1,1.0,222095634010661,1,2011,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375841044489998,2017,2017,1,1,1.0,222095574010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375841023489998,2018,2017,1,1,1.0,222095636010661,1,2011,2011,1,1,1.0,6.5,0,1,1,1,0,0,0.0
PA,375840922489998,2017,2017,2,0,0.0,222095518010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375841043489998,2017,2017,1,1,0.348852,222095570010661,1,2012,2011,1,1,0.348852,5.7,0,1,1,1,0,0,0.0
PA,375841020489998,2017,2017,2,0,0.0,222095630010661,1,2012,2011,2,0,0.0,5.7,0,1,1,0,0,0,0.0
PA,375840777489998,2017,2017,1,1,1.0,222094884010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840791489998,2017,2017,2,0,0.0,222094956010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840780489998,2017,2017,1,1,0.25,222094892010661,1,2011,2011,1,1,0.708004,5.9,0,1,1,1,0,0,0.45800399999999997
PA,375840778489998,2017,2017,1,1,1.0,222094886010661,1,2011,2011,1,1,1.0,6.3,0,1,1,1,0,0,0.0
PA,375840792489998,2017,2017,1,1,0.803528,222094958010661,1,2011,2011,1,1,0.803528,5.5,0,1,1,1,0,0,0.0
PA,375840776489998,2017,2017,2,0,0.0,222094882010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840584489998,2017,2017,1,1,0.75,222094660010661,1,2011,2011,3,0,0.0,,0,1,0,0,1,0,0.75
PA,375840833489998,2017,2017,1,1,1.0,222095018010661,1,2011,2011,1,1,1.0,5.7,0,1,1,1,0,0,0.0
PA,375840533489998,2017,2017,1,1,0.75,222094592010661,1,2012,2011,1,1,1.0,5.6,0,1,1,1,0,0,0.25
PA,375840644489998,2018,2017,1,1,1.0,222095064010661,1,2011,2011,1,1,1.0,6.2,0,1,1,1,0,0,0.0
PA,375840787489998,2017,2017,1,1,1.0,222094946010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840788489998,2017,2017,1,1,0.701125,222094948010661,1,2011,2011,1,1,0.951125,5.9,0,1,1,1,0,0,0.25
PA,375840524489998,2018,2017,1,1,0.5,222094584010661,1,2012,2011,1,1,0.5,6.0,0,1,1,1,0,0,0.0
PA,375840832489998,2017,2017,1,1,1.0,222095010010661,1,2011,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375840789489998,2017,2017,1,1,1.0,222094950010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375840583489998,2017,2017,1,1,1.0,222094658010661,1,2011,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375840646489998,2017,2017,1,1,1.0,222095072010661,1,2011,2011,1,1,1.0,6.4,0,1,1,1,0,0,0.0
PA,375840645489998,2018,2017,1,1,1.0,222095070010661,1,2012,2011,3,0,0.0,,0,1,0,0,1,0,1.0
PA,375840817489998,2017,2017,1,1,1.0,222095006010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375841247489998,2017,2017,1,1,1.0,222096522010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375841254489998,2017,2017,1,1,1.0,222096554010661,1,2011,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375841260489998,2017,2017,1,1,1.0,222096560010661,1,2011,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375841257489998,2017,2017,1,1,1.0,222096562010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375841258489998,2017,2017,1,1,1.0,222096564010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375841261489998,2017,2017,1,1,1.0,222096566010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375840873489998,2017,2017,1,1,0.292717,222095424010661,1,2011,2011,1,1,0.292717,5.9,0,1,1,1,0,0,0.0
PA,375841016489998,2017,2017,1,1,0.866304,222095620010661,1,2011,2011,1,1,0.866304,5.4,0,1,1,1,0,0,0.0
PA,375840535489998,2017,2017,1,1,0.25,222094596010661,1,2012,2011,1,1,0.25,5.8,0,1,1,1,0,0,0.0
PA,375840725489998,2017,2017,1,1,1.0,222095502010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840606489998,2017,2017,1,1,0.995243,222094706010661,1,2011,2011,3,0,0.0,,0,1,0,0,1,0,0.995243
PA,375840921489998,2017,2017,1,1,1.0,222095516010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840918489998,2017,2017,2,0,0.0,222095508010661,1,2011,2011,2,0,0.0,5.5,0,1,1,0,0,0,0.0
PA,375841230489998,2017,2017,2,0,0.0,222096472010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840920489998,2017,2017,2,0,0.0,222095512010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840876489998,2017,2017,1,1,0.978653,222095434010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.021347000000000005
PA,375841015489998,2017,2017,1,1,1.0,222095618010661,1,2011,2011,1,1,1.0,5.4,0,1,1,1,0,0,0.0
PA,375840607489998,2017,2017,1,1,1.0,222094710010661,1,2011,2011,1,1,1.0,6.4,0,1,1,1,0,0,0.0
PA,375840917489998,2017,2017,2,0,0.0,222095504010661,1,2011,2011,2,0,0.0,5.8,0,1,1,0,0,0,0.0
PA,375841018489998,2017,2017,1,1,1.0,222095624010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840919489998,2017,2017,1,1,0.199021,222095510010661,1,2011,2011,3,0,0.0,,0,1,0,0,1,0,0.199021
PA,375840875489998,2017,2017,1,1,1.0,222095432010661,1,2011,2011,3,0,0.0,,0,1,0,0,1,0,1.0
PA,375840956489998,2017,2017,2,0,0.0,222095568010661,1,2011,2011,2,0,0.0,5.9,0,1,1,0,0,0,0.0
PA,375840721489998,2017,2017,1,1,1.0,222095490010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840872489998,2017,2017,1,1,1.0,222095422010661,1,2012,2011,1,1,1.0,5.2,0,1,1,1,0,0,0.0
PA,375840724489998,2017,2017,1,1,1.0,222095500010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840854489998,2017,2017,2,0,0.0,222095474010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840722489998,2017,2017,2,0,0.0,222095492010661,1,2011,2011,2,0,0.0,5.9,0,1,1,0,0,0,0.0
PA,375840853489998,2017,2017,1,1,1.0,222095470010661,1,2011,2011,1,1,1.0,6.4,0,1,1,1,0,0,0.0
PA,375840681489998,2017,2017,2,0,0.0,222095350010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840676489998,2017,2017,1,1,1.0,222095336010661,1,2011,2011,1,1,1.0,6.3,0,1,1,1,0,0,0.0
PA,375840884489998,2017,2017,2,0,0.0,222095330010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840874489998,2018,2017,1,1,1.0,222095428010661,1,2012,2011,1,1,0.996001,6.0,0,1,1,1,0,0,0.003998999999999975
PA,375840678489998,2017,2017,1,1,0.888854,222095340010661,1,2011,2011,1,1,0.92464,6.0,0,1,1,1,0,0,0.035785999999999984
PA,375840883489998,2017,2017,1,1,1.0,222095326010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840675489998,2017,2017,1,1,1.0,222095206010661,1,2011,2011,1,1,1.0,6.5,0,1,1,1,0,0,0.0
PA,375840674489998,2017,2017,1,1,1.0,222095204010661,1,2012,2011,3,0,0.0,,0,1,0,0,1,0,1.0
PA,375840639489998,2018,2017,1,1,0.460463,222095050010661,1,2011,2011,1,1,0.495758,6.8,0,1,1,1,0,0,0.035294999999999965
PA,375840870489998,2017,2017,2,0,0.0,222095044010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840840489998,2017,2017,1,1,0.670798,222095140010661,1,2011,2011,1,1,0.57536,6.0,0,1,1,1,0,0,0.09543800000000002
PA,375840841489998,2017,2017,1,1,1.0,222095142010661,1,2011,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375840836489998,2018,2017,1,1,0.184385,222095128010661,1,2011,2011,1,1,0.184385,6.9,0,1,1,1,0,0,0.0
PA,375841237489998,2017,2017,2,0,0.0,222096496010661,1,2011,2011,2,0,0.0,5.4,0,1,1,0,0,0,0.0
PA,375840839489998,2017,2017,1,1,1.0,222095136010661,1,2011,2011,1,1,1.0,6.4,0,1,1,1,0,0,0.0
PA,375840735489998,2017,2017,1,1,0.864959,222095266010661,1,2011,2011,1,1,0.864959,5.8,0,1,1,1,0,0,0.0
PA,375840685489998,2017,2017,1,1,0.5,222095366010661,1,2011,2011,1,1,0.581693,6.1,0,1,1,1,0,0,0.08169300000000002
PA,375840626489998,2017,2017,1,1,1.0,222094644010661,1,2012,2011,1,1,1.0,5.4,0,1,1,1,0,0,0.0
PA,375840794489998,2017,2017,1,1,0.25,222094782010661,1,2012,2011,1,1,0.25,5.4,0,1,1,1,0,0,0.0
PA,375840825489998,2017,2017,2,0,0.0,222094812010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840824489998,2017,2017,1,1,1.0,222094810010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840627489998,2017,2017,2,0,0.0,222094650010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840749489998,2017,2017,1,1,0.693084,222094852010661,1,2012,2011,1,1,0.693084,5.5,0,1,1,1,0,0,0.0
PA,375840750489998,2017,2017,1,1,0.25,222094856010661,1,2011,2011,1,1,0.25,5.8,0,1,1,1,0,0,0.0
PA,375840635489998,2018,2017,1,1,1.0,222094828010661,1,2012,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375840871489998,2017,2017,2,0,0.0,222095046010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375841242489998,2017,2017,1,1,0.786255,222096508010661,1,2011,2011,1,1,0.786255,5.9,0,1,1,1,0,0,0.0
PA,375840815489998,2017,2017,2,0,0.0,222094996010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840771489998,2018,2017,1,1,0.957182,222094936010661,1,2011,2011,1,1,0.957182,6.7,0,1,1,1,0,0,0.0
PA,375840770489998,2017,2017,1,1,0.100205,222094934010661,1,2011,2011,1,1,0.850205,6.2,0,1,1,1,0,0,0.75
PA,375840754489998,2017,2017,1,1,1.0,222094868010661,1,2012,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375841243489998,2017,2017,1,1,0.25,222096510010661,1,2011,2011,1,1,0.25,6.1,0,1,1,1,0,0,0.0
PA,375840755489998,2017,2017,1,1,0.485038,222094874010661,1,2011,2011,1,1,0.584872,5.6,0,1,1,1,0,0,0.09983399999999992
PA,375840814489998,2017,2017,1,1,0.25,222094994010661,1,2011,2011,1,1,0.25,6.0,0,1,1,1,0,0,0.0
PA,375840597489998,2017,2017,1,1,1.0,222094670010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.0
PA,375840837489998,2018,2017,1,1,0.75,222095130010661,1,2012,2011,1,1,0.75,5.9,0,1,1,1,0,0,0.0
PA,375840727489998,2017,2017,1,1,1.0,222095246010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375840863489998,2017,2017,2,0,0.0,222095026010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840835489998,2017,2017,2,0,0.0,222095126010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375841235489998,2017,2017,1,1,0.25,222096488010661,1,2011,2011,1,1,0.25,6.7,0,1,1,1,0,0,0.0
PA,375840658489998,2017,2017,2,0,0.0,222095178010661,1,2011,2011,2,0,0.0,5.6,0,1,1,0,0,0,0.0
PA,375840732489998,2017,2017,1,1,1.0,222095260010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375840868489998,2017,2017,1,1,0.25,222095040010661,1,2011,2011,2,0,0.0,6.1,0,1,0,0,1,0,0.25
PA,375840707489998,2017,2017,1,1,1.0,222095242010661,1,2011,2011,1,1,1.0,6.5,0,1,1,1,0,0,0.0
PA,375840865489998,2018,2017,1,1,0.898916,222095030010661,1,2011,2011,1,1,0.898916,6.2,0,1,1,1,0,0,0.0
PA,375840731489998,2017,2017,1,1,0.966385,222095258010661,1,2011,2011,1,1,0.966385,6.0,0,1,1,1,0,0,0.0
PA,375840867489998,2017,2017,2,0,0.0,222095038010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840849489998,2017,2017,1,1,1.0,222095292010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840848489998,2017,2017,1,1,1.0,222095290010661,1,2011,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375840806489998,2017,2017,1,1,1.0,222095450010661,1,2011,2011,1,1,1.0,6.4,0,1,1,1,0,0,0.0
PA,375840709489998,2017,2017,1,1,1.0,222095396010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840712489998,2017,2017,1,1,1.0,222095402010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840711489998,2017,2017,1,1,1.0,222095400010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375841068489998,2017,2017,2,0,0.0,222095584010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840952489998,2017,2017,1,1,0.75,222095556010661,1,2012,2011,1,1,0.999517,5.3,0,1,1,1,0,0,0.249517
PA,375840851489998,2017,2017,1,1,1.0,222095466010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840823489998,2017,2017,1,1,1.0,222095200010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840619489998,2017,2017,1,1,1.0,222094692010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375840858489998,2017,2017,2,0,0.0,222095300010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840857489998,2017,2017,1,1,1.0,222095298010661,1,2011,2011,1,1,1.0,6.3,0,1,1,1,0,0,0.0
PA,375840859489998,2018,2017,2,0,0.0,222095306010661,1,2011,2011,3,0,0.0,,0,1,0,0,0,0,0.0
PA,375840822489998,2017,2017,1,1,1.0,222095196010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375840618489998,2017,2017,1,1,0.75,222094690010661,1,2011,2011,1,1,1.0,6.1,0,1,1,1,0,0,0.25
PA,375840601489998,2017,2017,1,1,1.0,222094682010661,1,2011,2011,1,1,1.0,5.9,0,1,1,1,0,0,0.0
PA,375841250489998,2017,2017,1,1,1.0,222096526010661,1,2011,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375841251489998,2017,2017,1,1,1.0,222096538010661,1,2011,2011,1,1,1.0,5.7,0,1,1,1,0,0,0.0
PA,375841246489998,2017,2017,1,1,1.0,222096544010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375841066489998,2017,2017,2,0,0.0,222095700010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
PA,375840932489998,2017,2017,1,1,1.0,222095824010661,1,2011,2011,1,1,1.0,5.8,0,1,1,1,0,0,0.0
PA,375840997489998,2017,2017,1,1,1.0,222095708010661,1,2011,2011,1,1,1.0,6.0,0,1,1,1,0,0,0.0
PA,375841069489998,2018,2017,1,1,1.0,222095588010661,1,2011,2011,3,0,0.0,,0,1,0,0,1,0,1.0
PA,375840983489998,2017,2017,2,0,0.0,222095702010661,1,2011,2011,2,0,0.0,6.0,0,1,1,0,0,0,0.0
