evidence_id,evidence_scope,fia_species_code,analysis_species_id,source_path,source_sha256,source_record_ids,claim,transformation_rule
E00043,USGS_CROSS_STAGE_DIAGNOSTIC,823,173817,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,823,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00044,USGS_CROSS_STAGE_DIAGNOSTIC,840,173863,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00045,USGS_CROSS_STAGE_DIAGNOSTIC,825;832,173929,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,825;832,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00046,USGS_CROSS_STAGE_DIAGNOSTIC,841,173948,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00047,USGS_CROSS_STAGE_DIAGNOSTIC,813,174226,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00048,USGS_CROSS_STAGE_DIAGNOSTIC,845,174518,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00049,USGS_CROSS_STAGE_DIAGNOSTIC,836,175172,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00050,USGS_CROSS_STAGE_DIAGNOSTIC,994,207675,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00051,USGS_CROSS_STAGE_DIAGNOSTIC,995,212845,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00052,USGS_CROSS_STAGE_DIAGNOSTIC,451,320352,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00053,USGS_CROSS_STAGE_DIAGNOSTIC,452,320410,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00054,USGS_CROSS_STAGE_DIAGNOSTIC,561,334053,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00055,USGS_CROSS_STAGE_DIAGNOSTIC,913,351387,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00056,USGS_CROSS_STAGE_DIAGNOSTIC,7577,354176,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00057,USGS_CROSS_STAGE_DIAGNOSTIC,7578,354188,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00058,USGS_CROSS_STAGE_DIAGNOSTIC,67;68,377287,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,68,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00059,USGS_CROSS_STAGE_DIAGNOSTIC,60,377397,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00060,USGS_CROSS_STAGE_DIAGNOSTIC,264,379433,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,264,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00061,USGS_CROSS_STAGE_DIAGNOSTIC,142,379762,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,142,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00062,USGS_CROSS_STAGE_DIAGNOSTIC,134,379837,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00063,USGS_CROSS_STAGE_DIAGNOSTIC,109,379852,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,109,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00064,USGS_CROSS_STAGE_DIAGNOSTIC,107,379871,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,107,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00065,USGS_CROSS_STAGE_DIAGNOSTIC,113,379971,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,113,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00066,USGS_CROSS_STAGE_DIAGNOSTIC,127,380011,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,127,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00067,USGS_CROSS_STAGE_DIAGNOSTIC,130,380126,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00068,USGS_CROSS_STAGE_DIAGNOSTIC,136,380171,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00069,USGS_CROSS_STAGE_DIAGNOSTIC,120,380239,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,120,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00070,USGS_CROSS_STAGE_DIAGNOSTIC,124,380297,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00071,USGS_CROSS_STAGE_DIAGNOSTIC,141,380317,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00072,USGS_CROSS_STAGE_DIAGNOSTIC,122;137,380358,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,122,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00073,USGS_CROSS_STAGE_DIAGNOSTIC,91,380406,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00074,USGS_CROSS_STAGE_DIAGNOSTIC,140,380484,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,140,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00075,USGS_CROSS_STAGE_DIAGNOSTIC,135,380503,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,,NO_ELIGIBILITY_V02_DIAGNOSTIC_ROW,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00076,USGS_CROSS_STAGE_DIAGNOSTIC,93,380614,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,93,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00077,USGS_CROSS_STAGE_DIAGNOSTIC,102,380723,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,102,PRIOR_EXACT_NONZERO_D08B_V01_REVIEW_ONLY,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00078,USGS_CROSS_STAGE_DIAGNOSTIC,17,381804,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,17,PRIOR_EXACT_NONZERO_BUT_D08B_V01_UNRESOLVED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00079,USGS_CROSS_STAGE_DIAGNOSTIC,41,382830,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,41,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
E00080,USGS_CROSS_STAGE_DIAGNOSTIC,43,382860,05_qc/elig_v02/USGS_RANGE_AUDIT.csv,bdc8a43411f648ab72c4d294f846d0688e436dcc035817cbc1de593e87c28312,43,D08B1_BRIDGE_STATUS_CHANGED,Diagnostic only; prior mapping is not authority and no Little layer is unioned.
