fia_species_code,scientific_name,woodland_indicator,diameter_measurement_basis,dia_threshold_inches,direct_cross_taxon_comparability_flag,tpa_unadj_available_fraction,population_expansion_applied,sampling_variance_estimated,note
81,Calocedrus decurrens,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
91,Picea abies,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
92,Picea breweriana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
93,Picea engelmannii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
94,Picea glauca,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
95,Picea mariana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
96,Picea pungens,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
97,Picea rubens,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
98,Picea sitchensis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
101,Pinus albicaulis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
102,Pinus aristata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
103,Pinus attenuata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
104,Pinus balfouriana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
105,Pinus banksiana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
106,Pinus edulis,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
107,Pinus clausa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
108,Pinus contorta,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
109,Pinus coulteri,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
110,Pinus echinata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
111,Pinus elliottii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
112,Pinus engelmannii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
113,Pinus flexilis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
114,Pinus strobiformis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
115,Pinus glabra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
116,Pinus jeffreyi,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
117,Pinus lambertiana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
118,Pinus leiophylla,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
119,Pinus monticola,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
120,Pinus muricata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
121,Pinus palustris,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
122,Pinus ponderosa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
123,Pinus pungens,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
124,Pinus radiata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
125,Pinus resinosa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
126,Pinus rigida,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
127,Pinus sabiniana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
128,Pinus serotina,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
129,Pinus strobus,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
130,Pinus sylvestris,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
131,Pinus taeda,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
132,Pinus virginiana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
133,Pinus monophylla,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
134,Pinus discolor,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
135,Pinus arizonica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
136,Pinus nigra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
137,Pinus washoensis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
140,Pinus cembroides,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
141,Pinus remota,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
142,Pinus longaeva,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
143,Pinus monophylla var. fallax,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
201,Pseudotsuga macrocarpa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
202,Pseudotsuga menziesii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
211,Sequoia sempervirens,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
212,Sequoiadendron giganteum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
221,Taxodium distichum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
222,Taxodium ascendens,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
231,Taxus brevifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
241,Thuja occidentalis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
242,Thuja plicata,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
251,Torreya californica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
261,Tsuga canadensis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
262,Tsuga caroliniana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
263,Tsuga heterophylla,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
264,Tsuga mertensiana,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
303,Acacia farnesiana,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
311,Acer barbatum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
312,Acer macrophyllum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
313,Acer negundo,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
314,Acer nigrum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
315,Acer pensylvanicum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
316,Acer rubrum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
317,Acer saccharinum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
318,Acer saccharum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
319,Acer spicatum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
320,Acer platanoides,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
322,Acer grandidentatum,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
323,Acer leucoderme,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
331,Aesculus glabra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
332,Aesculus flava,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
333,Aesculus californica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
334,Aesculus glabra var. arguta,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
341,Ailanthus altissima,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
345,Albizia julibrissin,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
350,Alnus spp.,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
351,Alnus rubra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
352,Alnus rhombifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
353,Alnus oblongifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
355,Alnus glutinosa,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
356,Amelanchier spp.,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
357,Amelanchier arborea,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
361,Arbutus menziesii,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
362,Arbutus arizonica,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
363,Arbutus xalapensis,Y,DRC_ROOT_COLLAR,5.0,0,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
367,Asimina triloba,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
371,Betula alleghaniensis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
372,Betula lenta,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
373,Betula nigra,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
374,Betula occidentalis,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
375,Betula papyrifera,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
379,Betula populifolia,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
381,Sideroxylon lanuginosum ssp. lanuginosum,N,DBH_BREAST_HEIGHT,5.0,1,1.0,0,0,Woodland/DRC and regional/manual protocol differences are retained as flags. TPA_UNADJ availability is audited; formal expansion/variance estimation is outside this census.
