layer,status,synthetic_species_id,world,orientation,target_fold,cell_50km,raw_cell_count,normalized_allocation,diagnostic_scale_aligned_mass,latent_cell_mass
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_13_40,0.0,0.0,0.0,1171568.398700664
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_13_41,0.0,0.0,0.0,1278096.50246052
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_13_42,1.0,0.003663003663003663,366300.3663003663,385394.3403467022
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_13_43,0.0,0.0,0.0,65855.4142862975
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_13_44,0.0,0.0,0.0,40815.158544912716
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_13_45,0.0,0.0,0.0,33563.23271429893
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_13_46,0.0,0.0,0.0,28229.74331944113
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_13_47,0.0,0.0,0.0,21232.043436046628
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_13_48,0.0,0.0,0.0,12886.787233989746
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_14_39,0.0,0.0,0.0,46241.55273663824
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_14_40,0.0,0.0,0.0,192938.4693691907
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_14_41,2.0,0.007326007326007326,732600.7326007326,303497.29296325403
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_14_42,1.0,0.003663003663003663,366300.3663003663,86355.47845465242
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_40,0.0,0.0,0.0,41063.907719192444
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_41,0.0,0.0,0.0,204692.28288941126
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_42,1.0,0.003663003663003663,366300.3663003663,247392.41320189973
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_43,0.0,0.0,0.0,45255.97821130375
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_44,0.0,0.0,0.0,35780.037281081764
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_45,0.0,0.0,0.0,40864.23121720318
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_46,1.0,0.003663003663003663,366300.3663003663,50588.03202403482
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_47,1.0,0.003663003663003663,366300.3663003663,62646.99207809328
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_48,1.0,0.003663003663003663,366300.3663003663,53918.03452319216
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_15_49,0.0,0.0,0.0,29284.234727061576
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_16_41,0.0,0.0,0.0,52122.31384835736
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_16_42,1.0,0.003663003663003663,366300.3663003663,231040.64204812676
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_16_43,1.0,0.003663003663003663,366300.3663003663,221343.677795513
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_16_44,2.0,0.007326007326007326,732600.7326007326,241382.73998456894
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_16_45,1.0,0.003663003663003663,366300.3663003663,287383.0188800659
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_16_46,5.0,0.018315018315018316,1831501.8315018315,353757.0769583383
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_16_47,6.0,0.02197802197802198,2197802.197802198,422126.53940956417
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_16_48,5.0,0.018315018315018316,1831501.8315018315,327040.7943635379
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_16_49,0.0,0.0,0.0,53240.368055258245
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_41,0.0,0.0,0.0,38580.24666494574
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_42,0.0,0.0,0.0,236370.77751294794
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_43,5.0,0.018315018315018316,1831501.8315018315,938300.0234922272
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_44,3.0,0.01098901098901099,1098901.098901099,1073359.7645678476
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_45,4.0,0.014652014652014652,1465201.4652014652,1230212.9874551122
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_46,3.0,0.01098901098901099,1098901.098901099,1362982.4636393408
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_47,4.0,0.014652014652014652,1465201.4652014652,1427477.9593518719
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_48,17.0,0.06227106227106227,6227106.227106228,1191796.924025132
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_49,5.0,0.018315018315018316,1831501.8315018315,156489.0727988683
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_17_50,0.0,0.0,0.0,10605.794810079346
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_41,0.0,0.0,0.0,29903.935130327816
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_42,1.0,0.003663003663003663,366300.3663003663,261542.4855190672
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_43,3.0,0.01098901098901099,1098901.098901099,1148974.3685815264
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_44,3.0,0.01098901098901099,1098901.098901099,1410388.0749944986
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_45,5.0,0.018315018315018316,1831501.8315018315,3715137.9578873324
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_46,10.0,0.03663003663003663,3663003.663003663,3441050.0059971353
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_47,17.0,0.06227106227106227,6227106.227106228,3050015.0140402447
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_48,12.0,0.04395604395604396,4395604.395604396,767155.0808004899
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_49,1.0,0.003663003663003663,366300.3663003663,112484.36720951779
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_18_50,0.0,0.0,0.0,7180.519607695398
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_41,0.0,0.0,0.0,22598.91748049645
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_42,0.0,0.0,0.0,172838.70347874737
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_43,0.0,0.0,0.0,393939.26334532525
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_44,1.0,0.003663003663003663,366300.3663003663,446906.18936248554
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_45,4.0,0.014652014652014652,1465201.4652014652,1355599.683243831
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_46,3.0,0.01098901098901099,1098901.098901099,1028759.0398123417
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_47,0.0,0.0,0.0,744322.8406027766
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_48,5.0,0.018315018315018316,1831501.8315018315,467208.98664647306
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_49,1.0,0.003663003663003663,366300.3663003663,55959.15072819373
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_50,0.0,0.0,0.0,4799.917626849065
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_19_51,0.0,0.0,0.0,1070.6070172258624
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_20_42,0.0,0.0,0.0,26707.8749720939
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_20_43,0.0,0.0,0.0,50765.37381721376
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_20_44,0.0,0.0,0.0,89400.04992757308
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_20_45,2.0,0.007326007326007326,732600.7326007326,247360.1602654553
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_20_46,1.0,0.003663003663003663,366300.3663003663,213923.51045715096
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_20_47,0.0,0.0,0.0,141663.1606359397
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_20_48,0.0,0.0,0.0,61695.181705261406
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_20_49,0.0,0.0,0.0,9272.286436723763
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_21_45,0.0,0.0,0.0,21862.109847239488
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_21_46,0.0,0.0,0.0,21419.58048628594
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_21_47,0.0,0.0,0.0,14817.725044100507
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,AB,B,50km_21_48,0.0,0.0,0.0,8968.274704528727
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_4_37,0.0,0.0,0.0,33166.1338346535
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_4_38,0.0,0.0,0.0,43230.356038529964
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_5_37,1.0,0.0055248618784530384,552486.1878453038,69345.72619378666
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_5_38,0.0,0.0,0.0,347116.27741720504
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_5_39,0.0,0.0,0.0,90770.34238323625
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_6_37,0.0,0.0,0.0,81556.71389838116
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_6_38,0.0,0.0,0.0,649755.8657168446
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_6_39,0.0,0.0,0.0,594256.4237326334
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_6_40,0.0,0.0,0.0,108436.66086348539
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_6_41,0.0,0.0,0.0,47392.5206092852
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_7_38,0.0,0.0,0.0,186344.92764965002
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_7_39,4.0,0.022099447513812154,2209944.751381215,728656.2669628966
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_7_40,0.0,0.0,0.0,567236.9339932856
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_7_41,0.0,0.0,0.0,312502.54502964066
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_7_42,0.0,0.0,0.0,64643.896649536466
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_7_43,0.0,0.0,0.0,32315.362229054354
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_7_44,0.0,0.0,0.0,23968.926289626917
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_8_38,0.0,0.0,0.0,113853.5082531575
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_8_39,1.0,0.0055248618784530384,552486.1878453038,610122.1075031371
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_8_40,3.0,0.016574585635359115,1657458.5635359115,1770185.8824340717
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_8_41,0.0,0.0,0.0,1402385.9874536267
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_8_42,0.0,0.0,0.0,313565.06711926905
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_8_43,0.0,0.0,0.0,286322.9420080568
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_8_44,1.0,0.0055248618784530384,552486.1878453038,184579.48370217567
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_8_45,0.0,0.0,0.0,45815.43402765218
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_9_38,0.0,0.0,0.0,75131.49411972243
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_9_39,0.0,0.0,0.0,474224.500432055
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_9_40,0.0,0.0,0.0,1647303.764316563
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_9_41,2.0,0.011049723756906077,1104972.3756906076,4066514.6898479178
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_9_42,1.0,0.0055248618784530384,552486.1878453038,1369094.060766286
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_9_43,2.0,0.011049723756906077,1104972.3756906076,1294724.3403959258
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_9_44,3.0,0.016574585635359115,1657458.5635359115,1483160.2803337346
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_9_45,2.0,0.011049723756906077,1104972.3756906076,283583.00544712995
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_9_46,0.0,0.0,0.0,54087.398499032075
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_38,0.0,0.0,0.0,51215.149122625466
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_39,0.0,0.0,0.0,370779.52068687306
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_40,0.0,0.0,0.0,1490559.3595252393
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_41,0.0,0.0,0.0,4316620.698181592
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_42,1.0,0.0055248618784530384,552486.1878453038,4294572.170368876
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_43,3.0,0.016574585635359115,1657458.5635359115,4675085.826442479
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_44,25.0,0.13812154696132597,13812154.696132597,4940981.402716039
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_45,13.0,0.0718232044198895,7182320.44198895,1756810.2277711977
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_46,3.0,0.016574585635359115,1657458.5635359115,258945.20723923983
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_10_47,0.0,0.0,0.0,34253.351522492034
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_38,0.0,0.0,0.0,44404.2997840716
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_39,0.0,0.0,0.0,303983.7405517412
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_40,0.0,0.0,0.0,1388414.9617685073
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_41,0.0,0.0,0.0,4313033.434753691
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_42,0.0,0.0,0.0,4444589.3872086005
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_43,1.0,0.0055248618784530384,552486.1878453038,1626280.2881698133
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_44,4.0,0.022099447513812154,2209944.751381215,1675262.3018078925
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_45,6.0,0.03314917127071823,3314917.127071823,1469383.6114437722
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_46,0.0,0.0,0.0,343720.8687966407
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_11_47,1.0,0.0055248618784530384,552486.1878453038,48375.259618501914
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_12_38,0.0,0.0,0.0,36547.9024569772
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_12_39,0.0,0.0,0.0,299589.9602439019
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_12_40,0.0,0.0,0.0,1257670.824295586
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_12_41,0.0,0.0,0.0,4129554.410197483
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_12_42,1.0,0.0055248618784530384,552486.1878453038,1503145.805427898
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_12_43,2.0,0.011049723756906077,1104972.3756906076,367760.514675725
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_12_44,1.0,0.0055248618784530384,552486.1878453038,334994.85072186164
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_12_45,0.0,0.0,0.0,289136.0613840368
A1,BROKEN_REFERENCE_ONLY,SYN001,STRONG,BA,A,50km_12_46,0.0,0.0,0.0,222162.3320866453
