synthetic_species_id,world,cell_50km,true_support,species_total_mass,latent_allocation,latent_cell_mass
SYN001,STRONG,50km_10_40,YES,100000000.0,0.014905593595252392,1490559.3595252393
SYN001,STRONG,50km_10_41,YES,100000000.0,0.04316620698181592,4316620.698181592
SYN001,STRONG,50km_10_42,YES,100000000.0,0.042945721703688766,4294572.170368876
SYN001,STRONG,50km_10_43,YES,100000000.0,0.04675085826442479,4675085.826442479
SYN001,STRONG,50km_10_44,YES,100000000.0,0.04940981402716039,4940981.402716039
SYN001,STRONG,50km_10_45,YES,100000000.0,0.017568102277711977,1756810.2277711977
SYN001,STRONG,50km_10_46,YES,100000000.0,0.0025894520723923984,258945.20723923983
SYN001,STRONG,50km_10_47,YES,100000000.0,0.00034253351522492035,34253.351522492034
SYN001,STRONG,50km_11_38,YES,100000000.0,0.000444042997840716,44404.2997840716
SYN001,STRONG,50km_11_39,YES,100000000.0,0.0030398374055174123,303983.7405517412
SYN001,STRONG,50km_11_40,YES,100000000.0,0.013884149617685073,1388414.9617685073
SYN001,STRONG,50km_11_41,YES,100000000.0,0.04313033434753691,4313033.434753691
SYN001,STRONG,50km_11_42,YES,100000000.0,0.044445893872086,4444589.3872086005
SYN001,STRONG,50km_11_43,YES,100000000.0,0.016262802881698134,1626280.2881698133
SYN001,STRONG,50km_11_44,YES,100000000.0,0.016752623018078925,1675262.3018078925
SYN001,STRONG,50km_11_45,YES,100000000.0,0.014693836114437722,1469383.6114437722
SYN001,STRONG,50km_11_46,YES,100000000.0,0.003437208687966407,343720.8687966407
SYN001,STRONG,50km_11_47,YES,100000000.0,0.00048375259618501916,48375.259618501914
SYN001,STRONG,50km_12_38,YES,100000000.0,0.00036547902456977204,36547.9024569772
SYN001,STRONG,50km_12_39,YES,100000000.0,0.0029958996024390186,299589.9602439019
SYN001,STRONG,50km_12_40,YES,100000000.0,0.01257670824295586,1257670.824295586
SYN001,STRONG,50km_12_41,YES,100000000.0,0.04129554410197483,4129554.410197483
SYN001,STRONG,50km_12_42,YES,100000000.0,0.01503145805427898,1503145.805427898
SYN001,STRONG,50km_12_43,YES,100000000.0,0.00367760514675725,367760.514675725
SYN001,STRONG,50km_12_44,YES,100000000.0,0.0033499485072186162,334994.85072186164
SYN001,STRONG,50km_12_45,YES,100000000.0,0.002891360613840368,289136.0613840368
SYN001,STRONG,50km_12_46,YES,100000000.0,0.002221623320866453,222162.3320866453
SYN001,STRONG,50km_12_47,YES,100000000.0,0.001244033936219635,124403.3936219635
SYN001,STRONG,50km_12_48,YES,100000000.0,0.0001973268943812056,19732.68943812056
SYN001,STRONG,50km_13_38,YES,100000000.0,0.0003414998623307703,34149.986233077034
SYN001,STRONG,50km_13_39,YES,100000000.0,0.001990662340726532,199066.2340726532
SYN001,STRONG,50km_13_40,YES,100000000.0,0.01171568398700664,1171568.398700664
SYN001,STRONG,50km_13_41,YES,100000000.0,0.0127809650246052,1278096.50246052
SYN001,STRONG,50km_13_42,YES,100000000.0,0.003853943403467022,385394.3403467022
SYN001,STRONG,50km_13_43,YES,100000000.0,0.0006585541428629749,65855.4142862975
SYN001,STRONG,50km_13_44,YES,100000000.0,0.00040815158544912715,40815.158544912716
SYN001,STRONG,50km_13_45,YES,100000000.0,0.00033563232714298934,33563.23271429893
SYN001,STRONG,50km_13_46,YES,100000000.0,0.0002822974331944113,28229.74331944113
SYN001,STRONG,50km_13_47,YES,100000000.0,0.0002123204343604663,21232.043436046628
SYN001,STRONG,50km_13_48,YES,100000000.0,0.00012886787233989746,12886.787233989746
SYN001,STRONG,50km_14_39,YES,100000000.0,0.00046241552736638237,46241.55273663824
SYN001,STRONG,50km_14_40,YES,100000000.0,0.001929384693691907,192938.4693691907
SYN001,STRONG,50km_14_41,YES,100000000.0,0.00303497292963254,303497.29296325403
SYN001,STRONG,50km_14_42,YES,100000000.0,0.0008635547845465242,86355.47845465242
SYN001,STRONG,50km_15_40,YES,100000000.0,0.0004106390771919244,41063.907719192444
SYN001,STRONG,50km_15_41,YES,100000000.0,0.0020469228288941127,204692.28288941126
SYN001,STRONG,50km_15_42,YES,100000000.0,0.0024739241320189975,247392.41320189973
SYN001,STRONG,50km_15_43,YES,100000000.0,0.0004525597821130375,45255.97821130375
SYN001,STRONG,50km_15_44,YES,100000000.0,0.0003578003728108176,35780.037281081764
SYN001,STRONG,50km_15_45,YES,100000000.0,0.00040864231217203184,40864.23121720318
SYN001,STRONG,50km_15_46,YES,100000000.0,0.0005058803202403482,50588.03202403482
SYN001,STRONG,50km_15_47,YES,100000000.0,0.0006264699207809328,62646.99207809328
SYN001,STRONG,50km_15_48,YES,100000000.0,0.0005391803452319216,53918.03452319216
SYN001,STRONG,50km_15_49,YES,100000000.0,0.0002928423472706158,29284.234727061576
SYN001,STRONG,50km_16_41,YES,100000000.0,0.0005212231384835736,52122.31384835736
SYN001,STRONG,50km_16_42,YES,100000000.0,0.0023104064204812675,231040.64204812676
SYN001,STRONG,50km_16_43,YES,100000000.0,0.00221343677795513,221343.677795513
SYN001,STRONG,50km_16_44,YES,100000000.0,0.0024138273998456894,241382.73998456894
SYN001,STRONG,50km_16_45,YES,100000000.0,0.0028738301888006587,287383.0188800659
SYN001,STRONG,50km_16_46,YES,100000000.0,0.003537570769583383,353757.0769583383
SYN001,STRONG,50km_16_47,YES,100000000.0,0.004221265394095642,422126.53940956417
SYN001,STRONG,50km_16_48,YES,100000000.0,0.003270407943635379,327040.7943635379
SYN001,STRONG,50km_16_49,YES,100000000.0,0.0005324036805525825,53240.368055258245
SYN001,STRONG,50km_17_41,YES,100000000.0,0.0003858024666494574,38580.24666494574
SYN001,STRONG,50km_17_42,YES,100000000.0,0.0023637077751294793,236370.77751294794
SYN001,STRONG,50km_17_43,YES,100000000.0,0.009383000234922272,938300.0234922272
SYN001,STRONG,50km_17_44,YES,100000000.0,0.010733597645678477,1073359.7645678476
SYN001,STRONG,50km_17_45,YES,100000000.0,0.012302129874551123,1230212.9874551122
SYN001,STRONG,50km_17_46,YES,100000000.0,0.013629824636393407,1362982.4636393408
SYN001,STRONG,50km_17_47,YES,100000000.0,0.014274779593518718,1427477.9593518719
SYN001,STRONG,50km_17_48,YES,100000000.0,0.011917969240251321,1191796.924025132
SYN001,STRONG,50km_17_49,YES,100000000.0,0.0015648907279886828,156489.0727988683
SYN001,STRONG,50km_17_50,YES,100000000.0,0.00010605794810079345,10605.794810079346
SYN001,STRONG,50km_18_41,YES,100000000.0,0.00029903935130327816,29903.935130327816
SYN001,STRONG,50km_18_42,YES,100000000.0,0.002615424855190672,261542.4855190672
SYN001,STRONG,50km_18_43,YES,100000000.0,0.011489743685815264,1148974.3685815264
SYN001,STRONG,50km_18_44,YES,100000000.0,0.014103880749944986,1410388.0749944986
SYN001,STRONG,50km_18_45,YES,100000000.0,0.03715137957887332,3715137.9578873324
SYN001,STRONG,50km_18_46,YES,100000000.0,0.03441050005997135,3441050.0059971353
SYN001,STRONG,50km_18_47,YES,100000000.0,0.030500150140402447,3050015.0140402447
SYN001,STRONG,50km_18_48,YES,100000000.0,0.007671550808004899,767155.0808004899
SYN001,STRONG,50km_18_49,YES,100000000.0,0.0011248436720951778,112484.36720951779
SYN001,STRONG,50km_18_50,YES,100000000.0,7.180519607695398e-05,7180.519607695398
SYN001,STRONG,50km_19_41,YES,100000000.0,0.0002259891748049645,22598.91748049645
SYN001,STRONG,50km_19_42,YES,100000000.0,0.0017283870347874735,172838.70347874737
SYN001,STRONG,50km_19_43,YES,100000000.0,0.003939392633453252,393939.26334532525
SYN001,STRONG,50km_19_44,YES,100000000.0,0.004469061893624855,446906.18936248554
SYN001,STRONG,50km_19_45,YES,100000000.0,0.013555996832438308,1355599.683243831
SYN001,STRONG,50km_19_46,YES,100000000.0,0.010287590398123417,1028759.0398123417
SYN001,STRONG,50km_19_47,YES,100000000.0,0.007443228406027766,744322.8406027766
SYN001,STRONG,50km_19_48,YES,100000000.0,0.004672089866464731,467208.98664647306
SYN001,STRONG,50km_19_49,YES,100000000.0,0.0005595915072819373,55959.15072819373
SYN001,STRONG,50km_19_50,YES,100000000.0,4.799917626849065e-05,4799.917626849065
SYN001,STRONG,50km_19_51,YES,100000000.0,1.0706070172258624e-05,1070.6070172258624
SYN001,STRONG,50km_20_42,YES,100000000.0,0.000267078749720939,26707.8749720939
SYN001,STRONG,50km_20_43,YES,100000000.0,0.0005076537381721376,50765.37381721376
SYN001,STRONG,50km_20_44,YES,100000000.0,0.0008940004992757308,89400.04992757308
SYN001,STRONG,50km_20_45,YES,100000000.0,0.002473601602654553,247360.1602654553
SYN001,STRONG,50km_20_46,YES,100000000.0,0.0021392351045715096,213923.51045715096
SYN001,STRONG,50km_20_47,YES,100000000.0,0.0014166316063593972,141663.1606359397
SYN001,STRONG,50km_20_48,YES,100000000.0,0.0006169518170526141,61695.181705261406
SYN001,STRONG,50km_20_49,YES,100000000.0,9.272286436723764e-05,9272.286436723763
SYN001,STRONG,50km_21_45,YES,100000000.0,0.00021862109847239488,21862.109847239488
SYN001,STRONG,50km_21_46,YES,100000000.0,0.0002141958048628594,21419.58048628594
SYN001,STRONG,50km_21_47,YES,100000000.0,0.00014817725044100508,14817.725044100507
SYN001,STRONG,50km_21_48,YES,100000000.0,8.968274704528727e-05,8968.274704528727
SYN001,PAIRED_NULL,50km_4_37,YES,100000000.0,0.013555996832438308,1355599.683243831
SYN001,PAIRED_NULL,50km_4_38,YES,100000000.0,0.007443228406027766,744322.8406027766
SYN001,PAIRED_NULL,50km_5_37,YES,100000000.0,0.005942564237326334,594256.4237326334
SYN001,PAIRED_NULL,50km_5_38,YES,100000000.0,0.002863229420080568,286322.9420080568
SYN001,PAIRED_NULL,50km_5_39,YES,100000000.0,0.0018634492764965003,186344.92764965002
SYN001,PAIRED_NULL,50km_6_37,YES,100000000.0,0.00303497292963254,303497.29296325403
SYN001,PAIRED_NULL,50km_6_38,YES,100000000.0,0.0015648907279886828,156489.0727988683
SYN001,PAIRED_NULL,50km_6_39,YES,100000000.0,0.0005595915072819373,55959.15072819373
SYN001,PAIRED_NULL,50km_6_40,YES,100000000.0,0.0005058803202403482,50588.03202403482
SYN001,PAIRED_NULL,50km_6_41,YES,100000000.0,0.0005076537381721376,50765.37381721376
SYN001,PAIRED_NULL,50km_7_38,YES,100000000.0,0.0008155671389838116,81556.71389838116
SYN001,PAIRED_NULL,50km_7_39,YES,100000000.0,0.0005408739849903207,54087.398499032075
SYN001,PAIRED_NULL,50km_7_40,YES,100000000.0,0.0005121514912262546,51215.149122625466
SYN001,PAIRED_NULL,50km_7_41,YES,100000000.0,0.0005324036805525825,53240.368055258245
SYN001,PAIRED_NULL,50km_7_42,YES,100000000.0,0.0006464389664953647,64643.896649536466
SYN001,PAIRED_NULL,50km_7_43,YES,100000000.0,0.0018457948370217568,184579.48370217567
SYN001,PAIRED_NULL,50km_7_44,YES,100000000.0,0.0034711627741720505,347116.27741720504
SYN001,PAIRED_NULL,50km_8_38,YES,100000000.0,0.001138535082531575,113853.5082531575
SYN001,PAIRED_NULL,50km_8_39,YES,100000000.0,0.0008940004992757308,89400.04992757308
SYN001,PAIRED_NULL,50km_8_40,YES,100000000.0,0.001084366608634854,108436.66086348539
SYN001,PAIRED_NULL,50km_8_41,YES,100000000.0,0.001244033936219635,124403.3936219635
SYN001,PAIRED_NULL,50km_8_42,YES,100000000.0,0.0020469228288941127,204692.28288941126
SYN001,PAIRED_NULL,50km_8_43,YES,100000000.0,0.0028738301888006587,287383.0188800659
SYN001,PAIRED_NULL,50km_8_44,YES,100000000.0,0.006497558657168446,649755.8657168446
SYN001,PAIRED_NULL,50km_8_45,YES,100000000.0,0.014023859874536268,1402385.9874536267
SYN001,PAIRED_NULL,50km_9_38,YES,100000000.0,0.0021392351045715096,213923.51045715096
SYN001,PAIRED_NULL,50km_9_39,YES,100000000.0,0.0024138273998456894,241382.73998456894
SYN001,PAIRED_NULL,50km_9_40,YES,100000000.0,0.0029958996024390186,299589.9602439019
SYN001,PAIRED_NULL,50km_9_41,YES,100000000.0,0.00313565067119269,313565.06711926905
SYN001,PAIRED_NULL,50km_9_42,YES,100000000.0,0.00367760514675725,367760.514675725
SYN001,PAIRED_NULL,50km_9_43,YES,100000000.0,0.00610122107503137,610122.1075031371
SYN001,PAIRED_NULL,50km_9_44,YES,100000000.0,0.012302129874551123,1230212.9874551122
SYN001,PAIRED_NULL,50km_9_45,YES,100000000.0,0.014905593595252392,1490559.3595252393
SYN001,PAIRED_NULL,50km_9_46,YES,100000000.0,0.04316620698181592,4316620.698181592
SYN001,PAIRED_NULL,50km_10_38,YES,100000000.0,0.0025894520723923984,258945.20723923983
SYN001,PAIRED_NULL,50km_10_39,YES,100000000.0,0.0033499485072186162,334994.85072186164
SYN001,PAIRED_NULL,50km_10_40,YES,100000000.0,0.004469061893624855,446906.18936248554
SYN001,PAIRED_NULL,50km_10_41,YES,100000000.0,0.007286562669628966,728656.2669628966
SYN001,PAIRED_NULL,50km_10_42,YES,100000000.0,0.01171568398700664,1171568.398700664
SYN001,PAIRED_NULL,50km_10_43,YES,100000000.0,0.013884149617685073,1388414.9617685073
SYN001,PAIRED_NULL,50km_10_44,YES,100000000.0,0.014274779593518718,1427477.9593518719
SYN001,PAIRED_NULL,50km_10_45,YES,100000000.0,0.01647303764316563,1647303.764316563
SYN001,PAIRED_NULL,50km_10_46,YES,100000000.0,0.042945721703688766,4294572.170368876
SYN001,PAIRED_NULL,50km_10_47,YES,100000000.0,0.04940981402716039,4940981.402716039
SYN001,PAIRED_NULL,50km_11_38,YES,100000000.0,0.002891360613840368,289136.0613840368
SYN001,PAIRED_NULL,50km_11_39,YES,100000000.0,0.003437208687966407,343720.8687966407
SYN001,PAIRED_NULL,50km_11_40,YES,100000000.0,0.005672369339932856,567236.9339932856
SYN001,PAIRED_NULL,50km_11_41,YES,100000000.0,0.011489743685815264,1148974.3685815264
SYN001,PAIRED_NULL,50km_11_42,YES,100000000.0,0.01369094060766286,1369094.060766286
SYN001,PAIRED_NULL,50km_11_43,YES,100000000.0,0.014831602803337346,1483160.2803337346
SYN001,PAIRED_NULL,50km_11_44,YES,100000000.0,0.017568102277711977,1756810.2277711977
SYN001,PAIRED_NULL,50km_11_45,YES,100000000.0,0.03441050005997135,3441050.0059971353
SYN001,PAIRED_NULL,50km_11_46,YES,100000000.0,0.04129554410197483,4129554.410197483
SYN001,PAIRED_NULL,50km_11_47,YES,100000000.0,0.04675085826442479,4675085.826442479
SYN001,PAIRED_NULL,50km_12_38,YES,100000000.0,0.002473601602654553,247360.1602654553
SYN001,PAIRED_NULL,50km_12_39,YES,100000000.0,0.0028358300544712996,283583.00544712995
SYN001,PAIRED_NULL,50km_12_40,YES,100000000.0,0.003270407943635379,327040.7943635379
SYN001,PAIRED_NULL,50km_12_41,YES,100000000.0,0.00474224500432055,474224.500432055
SYN001,PAIRED_NULL,50km_12_42,YES,100000000.0,0.011917969240251321,1191796.924025132
SYN001,PAIRED_NULL,50km_12_43,YES,100000000.0,0.014103880749944986,1410388.0749944986
SYN001,PAIRED_NULL,50km_12_44,YES,100000000.0,0.017701858824340718,1770185.8824340717
SYN001,PAIRED_NULL,50km_12_45,YES,100000000.0,0.03715137957887332,3715137.9578873324
SYN001,PAIRED_NULL,50km_12_46,YES,100000000.0,0.04066514689847918,4066514.6898479178
SYN001,PAIRED_NULL,50km_12_47,YES,100000000.0,0.04313033434753691,4313033.434753691
SYN001,PAIRED_NULL,50km_12_48,YES,100000000.0,0.044445893872086,4444589.3872086005
SYN001,PAIRED_NULL,50km_13_38,YES,100000000.0,0.0014166316063593972,141663.1606359397
SYN001,PAIRED_NULL,50km_13_39,YES,100000000.0,0.0011248436720951778,112484.36720951779
SYN001,PAIRED_NULL,50km_13_40,YES,100000000.0,0.0017283870347874735,172838.70347874737
SYN001,PAIRED_NULL,50km_13_41,YES,100000000.0,0.002221623320866453,222162.3320866453
SYN001,PAIRED_NULL,50km_13_42,YES,100000000.0,0.003537570769583383,353757.0769583383
SYN001,PAIRED_NULL,50km_13_43,YES,100000000.0,0.01257670824295586,1257670.824295586
SYN001,PAIRED_NULL,50km_13_44,YES,100000000.0,0.014693836114437722,1469383.6114437722
SYN001,PAIRED_NULL,50km_13_45,YES,100000000.0,0.01503145805427898,1503145.805427898
SYN001,PAIRED_NULL,50km_13_46,YES,100000000.0,0.016262802881698134,1626280.2881698133
SYN001,PAIRED_NULL,50km_13_47,YES,100000000.0,0.016752623018078925,1675262.3018078925
SYN001,PAIRED_NULL,50km_13_48,YES,100000000.0,0.030500150140402447,3050015.0140402447
SYN001,PAIRED_NULL,50km_14_39,YES,100000000.0,0.00040864231217203184,40864.23121720318
SYN001,PAIRED_NULL,50km_14_40,YES,100000000.0,0.00043230356038529967,43230.356038529964
SYN001,PAIRED_NULL,50km_14_41,YES,100000000.0,0.00046241552736638237,46241.55273663824
SYN001,PAIRED_NULL,50km_14_42,YES,100000000.0,0.0006264699207809328,62646.99207809328
SYN001,PAIRED_NULL,50km_15_40,YES,100000000.0,0.0002141958048628594,21419.58048628594
SYN001,PAIRED_NULL,50km_15_41,YES,100000000.0,0.00023968926289626917,23968.926289626917
SYN001,PAIRED_NULL,50km_15_42,YES,100000000.0,0.00033166133834653495,33166.1338346535
SYN001,PAIRED_NULL,50km_15_43,YES,100000000.0,0.00040815158544912715,40815.158544912716
SYN001,PAIRED_NULL,50km_15_44,YES,100000000.0,0.0007513149411972242,75131.49411972243
SYN001,PAIRED_NULL,50km_15_45,YES,100000000.0,0.0031250254502964065,312502.54502964066
SYN001,PAIRED_NULL,50km_15_46,YES,100000000.0,0.009383000234922272,938300.0234922272
SYN001,PAIRED_NULL,50km_15_47,YES,100000000.0,0.012947243403959257,1294724.3403959258
SYN001,PAIRED_NULL,50km_15_48,YES,100000000.0,0.013629824636393407,1362982.4636393408
SYN001,PAIRED_NULL,50km_15_49,YES,100000000.0,0.0127809650246052,1278096.50246052
SYN001,PAIRED_NULL,50km_16_41,YES,100000000.0,8.968274704528727e-05,8968.274704528727
SYN001,PAIRED_NULL,50km_16_42,YES,100000000.0,0.0002123204343604663,21232.043436046628
SYN001,PAIRED_NULL,50km_16_43,YES,100000000.0,0.00034253351522492035,34253.351522492034
SYN001,PAIRED_NULL,50km_16_44,YES,100000000.0,0.0005391803452319216,53918.03452319216
SYN001,PAIRED_NULL,50km_16_45,YES,100000000.0,0.0023104064204812675,231040.64204812676
SYN001,PAIRED_NULL,50km_16_46,YES,100000000.0,0.004672089866464731,467208.98664647306
SYN001,PAIRED_NULL,50km_16_47,YES,100000000.0,0.007671550808004899,767155.0808004899
SYN001,PAIRED_NULL,50km_16_48,YES,100000000.0,0.010733597645678477,1073359.7645678476
SYN001,PAIRED_NULL,50km_16_49,YES,100000000.0,0.010287590398123417,1028759.0398123417
SYN001,PAIRED_NULL,50km_17_41,YES,100000000.0,7.180519607695398e-05,7180.519607695398
SYN001,PAIRED_NULL,50km_17_42,YES,100000000.0,0.00012886787233989746,12886.787233989746
SYN001,PAIRED_NULL,50km_17_43,YES,100000000.0,0.00032315362229054355,32315.362229054354
SYN001,PAIRED_NULL,50km_17_44,YES,100000000.0,0.00048375259618501916,48375.259618501914
SYN001,PAIRED_NULL,50km_17_45,YES,100000000.0,0.001990662340726532,199066.2340726532
SYN001,PAIRED_NULL,50km_17_46,YES,100000000.0,0.0030398374055174123,303983.7405517412
SYN001,PAIRED_NULL,50km_17_47,YES,100000000.0,0.0037077952068687303,370779.52068687306
SYN001,PAIRED_NULL,50km_17_48,YES,100000000.0,0.003939392633453252,393939.26334532525
SYN001,PAIRED_NULL,50km_17_49,YES,100000000.0,0.004221265394095642,422126.53940956417
SYN001,PAIRED_NULL,50km_17_50,YES,100000000.0,0.003853943403467022,385394.3403467022
SYN001,PAIRED_NULL,50km_18_41,YES,100000000.0,0.00010605794810079345,10605.794810079346
SYN001,PAIRED_NULL,50km_18_42,YES,100000000.0,0.00021862109847239488,21862.109847239488
SYN001,PAIRED_NULL,50km_18_43,YES,100000000.0,0.0003578003728108176,35780.037281081764
SYN001,PAIRED_NULL,50km_18_44,YES,100000000.0,0.000473925206092852,47392.5206092852
SYN001,PAIRED_NULL,50km_18_45,YES,100000000.0,0.0006934572619378666,69345.72619378666
SYN001,PAIRED_NULL,50km_18_46,YES,100000000.0,0.001929384693691907,192938.4693691907
SYN001,PAIRED_NULL,50km_18_47,YES,100000000.0,0.00221343677795513,221343.677795513
SYN001,PAIRED_NULL,50km_18_48,YES,100000000.0,0.0023637077751294793,236370.77751294794
SYN001,PAIRED_NULL,50km_18_49,YES,100000000.0,0.002615424855190672,261542.4855190672
SYN001,PAIRED_NULL,50km_18_50,YES,100000000.0,0.0024739241320189975,247392.41320189973
SYN001,PAIRED_NULL,50km_19_41,YES,100000000.0,0.0001973268943812056,19732.68943812056
SYN001,PAIRED_NULL,50km_19_42,YES,100000000.0,0.0002928423472706158,29284.234727061576
SYN001,PAIRED_NULL,50km_19_43,YES,100000000.0,0.0003858024666494574,38580.24666494574
SYN001,PAIRED_NULL,50km_19_44,YES,100000000.0,0.0004106390771919244,41063.907719192444
SYN001,PAIRED_NULL,50km_19_45,YES,100000000.0,0.0004525597821130375,45255.97821130375
SYN001,PAIRED_NULL,50km_19_46,YES,100000000.0,0.00045815434027652186,45815.43402765218
SYN001,PAIRED_NULL,50km_19_47,YES,100000000.0,0.0005212231384835736,52122.31384835736
SYN001,PAIRED_NULL,50km_19_48,YES,100000000.0,0.0006169518170526141,61695.181705261406
SYN001,PAIRED_NULL,50km_19_49,YES,100000000.0,0.0008635547845465242,86355.47845465242
SYN001,PAIRED_NULL,50km_19_50,YES,100000000.0,0.0009077034238323625,90770.34238323625
SYN001,PAIRED_NULL,50km_19_51,YES,100000000.0,0.0006585541428629749,65855.4142862975
SYN001,PAIRED_NULL,50km_20_42,YES,100000000.0,0.00029903935130327816,29903.935130327816
SYN001,PAIRED_NULL,50km_20_43,YES,100000000.0,0.0003414998623307703,34149.986233077034
SYN001,PAIRED_NULL,50km_20_44,YES,100000000.0,0.00033563232714298934,33563.23271429893
SYN001,PAIRED_NULL,50km_20_45,YES,100000000.0,0.000267078749720939,26707.8749720939
SYN001,PAIRED_NULL,50km_20_46,YES,100000000.0,0.0002259891748049645,22598.91748049645
SYN001,PAIRED_NULL,50km_20_47,YES,100000000.0,0.0002822974331944113,28229.74331944113
SYN001,PAIRED_NULL,50km_20_48,YES,100000000.0,0.00036547902456977204,36547.9024569772
SYN001,PAIRED_NULL,50km_20_49,YES,100000000.0,0.000444042997840716,44404.2997840716
SYN001,PAIRED_NULL,50km_21_45,YES,100000000.0,1.0706070172258624e-05,1070.6070172258624
SYN001,PAIRED_NULL,50km_21_46,YES,100000000.0,4.799917626849065e-05,4799.917626849065
SYN001,PAIRED_NULL,50km_21_47,YES,100000000.0,9.272286436723764e-05,9272.286436723763
SYN001,PAIRED_NULL,50km_21_48,YES,100000000.0,0.00014817725044100508,14817.725044100507
SYN002,STRONG,50km_-5_20,YES,100000000.0,0.0012291757303442886,122917.57303442886
SYN002,STRONG,50km_-4_19,YES,100000000.0,0.002094928790285001,209492.8790285001
SYN002,STRONG,50km_-4_20,YES,100000000.0,0.0077681123378419235,776811.2337841924
SYN002,STRONG,50km_-4_21,YES,100000000.0,0.0014781714640636468,147817.14640636469
SYN002,STRONG,50km_-3_19,YES,100000000.0,0.001543309189999675,154330.91899996749
SYN002,STRONG,50km_-3_20,YES,100000000.0,0.016780695690442857,1678069.5690442857
SYN002,STRONG,50km_-3_21,YES,100000000.0,0.007100012436757593,710001.2436757593
SYN002,STRONG,50km_-3_22,YES,100000000.0,0.0008435341410903757,84353.41410903756
SYN002,STRONG,50km_-2_19,YES,100000000.0,0.0014610318911030646,146103.18911030647
SYN002,STRONG,50km_-2_20,YES,100000000.0,0.012342227500286213,1234222.7500286212
SYN002,STRONG,50km_-2_21,YES,100000000.0,0.0465122936606988,4651229.366069879
SYN002,STRONG,50km_-2_22,YES,100000000.0,0.004209123106149439,420912.31061494385
SYN002,STRONG,50km_-2_23,YES,100000000.0,0.0005235207853062294,52352.078530622945
SYN002,STRONG,50km_-1_20,YES,100000000.0,0.0034512472278953993,345124.72278953996
SYN002,STRONG,50km_-1_21,YES,100000000.0,0.012317267061017295,1231726.7061017295
SYN002,STRONG,50km_-1_22,YES,100000000.0,0.008094458601616188,809445.8601616188
SYN002,STRONG,50km_-1_23,YES,100000000.0,0.0010886859150807473,108868.59150807474
