layer,model,world,orientation,replicate,split_seed,n_species,n_train,n_calibration,n_test,world0_gamma,latent_truth_geometry_gain_pct,predictive_set_gain_pct,observed_map_error_gain_pct,geometry_latent_truth_coverage,geometry_observed_map_coverage,world0_latent_truth_coverage,world0_observed_map_coverage,world0_set_diameter,geometry_set_diameter,world0_latent_truth_error,geometry_latent_truth_error,world0_observed_map_error,geometry_observed_map_error,world0_support_dispersion,geometry_support_dispersion,observation_regime,source_identity
A1,ORACLE,PAIRED_NULL,AB,3,9042103,72,28,28,16,0.0,7.525644760284854,-9.334740630595562,7.101256710706834,1.0,1.0,1.0,0.875,426.19639615326605,465.980724311119,140.33072826597768,129.76993616715956,142.92577431476948,132.7762481749122,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,PAIRED_NULL,AB,4,9042104,72,28,28,16,0.0,2.616545099139082,18.303507862924768,5.0355320166524615,0.875,0.875,1.0,1.0,516.3463294667449,421.83683845287584,154.44990766843904,150.40865617871566,145.53786073617977,138.20925516245836,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,PAIRED_NULL,AB,5,9042105,72,28,28,16,0.0,7.085364935100259,-22.15925380847179,10.310599119004662,1.0,1.0,0.9375,0.875,394.82622485564036,482.31677012380925,148.30977639903102,137.80148750672848,142.0806516270962,127.43128521215672,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,PAIRED_NULL,BA,1,9042101,72,28,28,16,0.0,1.1477772868491931,-1.606095001551323,1.635034569774674,0.9375,0.9375,0.9375,0.9375,478.97398365853996,486.666760868811,137.7592071914932,136.17803830080572,131.55225137263733,129.40132658537783,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,PAIRED_NULL,BA,2,9042102,72,28,28,16,0.0,3.3428602825614493,7.174272125379627,4.074071156830498,0.875,0.9375,1.0,1.0,511.869905139993,475.14696521732736,155.2684480235094,150.07804074318193,146.22593068954933,140.26858222351945,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,PAIRED_NULL,BA,3,9042103,72,28,28,16,0.0,6.737663048850251,-6.623111727603238,6.39685226827999,1.0,1.0,1.0,0.875,424.34376527443567,452.44852695768,140.33072826597768,130.87571664141845,145.05736195789018,135.77825680917977,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,PAIRED_NULL,BA,4,9042104,72,28,28,16,0.0,3.183541260891803,10.407638139535294,4.466719307683009,0.875,0.875,1.0,0.9375,511.869905139993,458.59633766784,154.44990766843904,149.532931130405,150.75977856989067,144.0257624322892,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,PAIRED_NULL,BA,5,9042105,72,28,28,16,0.0,7.281155616475362,-10.014790396284456,9.181284278690619,1.0,1.0,0.9375,0.875,424.34376527443567,466.8409039263717,148.30977639903102,137.51111078497092,143.34454565810108,130.18367542323335,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.4000000000000001,-97.65474754297107,-20.88853291195375,-30.58264963538581,1.0,1.0,1.0,1.0,171.01009811235727,206.7315987393214,20.466745000816882,40.45349316162826,35.009753426117975,45.716663654640115,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.4000000000000001,-104.63993747708798,-66.78157031819418,-43.051507453955715,1.0,0.8125,1.0,0.75,92.29178477950805,153.92568792995166,20.58911670643795,42.133555555139296,35.60985772238756,50.940438274084265,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.2000000000000002,-118.5454572848475,-2.9087113545265404,-28.41106839124702,0.875,0.6875,1.0,0.875,125.94964171469589,129.61315324423674,22.856368976295936,49.95155609795797,41.879172053849075,53.777492267756145,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.4000000000000001,-70.09149811188855,-13.653656246741583,-23.993578715503574,1.0,1.0,1.0,1.0,171.01009811235727,194.35922905583405,20.78686011053435,35.35668177243045,30.242406383508502,37.49864196459809,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.4000000000000001,-108.15563695464326,-30.72063338478724,-25.727708954254517,0.9375,0.8125,1.0,0.9375,128.21631810225708,167.60518312592407,21.17074818762348,44.06810573801125,37.37451075246251,46.99011610193263,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.4000000000000001,-143.8197972923599,-26.42659329754411,-57.132756586354745,1.0,1.0,1.0,1.0,213.77354276906274,270.26660749439446,20.466745000816882,49.90197617333593,32.81591977863181,51.56455934733096,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.4000000000000001,-144.20053609472922,-78.69903373721371,-66.74837859189786,0.9375,0.875,1.0,0.8125,104.38172881682964,186.52914079387332,20.58911670643795,50.27873337429093,35.001472166570395,58.36438732105056,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.2000000000000002,-155.18462484779047,-28.174557234988868,-48.72701149697204,0.9375,0.75,1.0,0.875,117.84495354972596,151.04724743613954,22.856368976295936,58.325939425987556,42.442509759200654,63.123476369169836,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.4000000000000001,-105.71382938437155,-21.474507342443843,-48.432038754639116,1.0,1.0,1.0,1.0,213.77354276906274,259.68035790720745,20.78686011053435,42.76144594215262,29.176937393082273,43.30792301871667,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.4000000000000001,-179.2522257909091,-77.32245628906873,-51.733491312853765,0.9375,0.875,1.0,0.9375,125.96144500401911,223.35792825833113,21.17074818762348,59.11978553052712,39.00655410869318,59.18600638995757,0.0,0.0,O1,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.4000000000000001,-97.65474754297107,-20.88853291195375,-30.58264963538581,1.0,1.0,1.0,1.0,171.01009811235727,206.7315987393214,20.466745000816882,40.45349316162826,35.009753426117975,45.716663654640115,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.4000000000000001,-104.63993747708798,-66.78157031819418,-43.051507453955715,1.0,0.8125,1.0,0.75,92.29178477950805,153.92568792995166,20.58911670643795,42.133555555139296,35.60985772238756,50.940438274084265,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.2000000000000002,-118.5454572848475,-2.9087113545265404,-28.41106839124702,0.875,0.6875,1.0,0.875,125.94964171469589,129.61315324423674,22.856368976295936,49.95155609795797,41.879172053849075,53.777492267756145,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.4000000000000001,-70.09149811188855,-13.653656246741583,-23.993578715503574,1.0,1.0,1.0,1.0,171.01009811235727,194.35922905583405,20.78686011053435,35.35668177243045,30.242406383508502,37.49864196459809,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.4000000000000001,-108.15563695464326,-30.72063338478724,-25.727708954254517,0.9375,0.8125,1.0,0.9375,128.21631810225708,167.60518312592407,21.17074818762348,44.06810573801125,37.37451075246251,46.99011610193263,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.4000000000000001,-143.8197972923599,-26.42659329754411,-57.132756586354745,1.0,1.0,1.0,1.0,213.77354276906274,270.26660749439446,20.466745000816882,49.90197617333593,32.81591977863181,51.56455934733096,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.4000000000000001,-144.20053609472922,-78.69903373721371,-66.74837859189786,0.9375,0.875,1.0,0.8125,104.38172881682964,186.52914079387332,20.58911670643795,50.27873337429093,35.001472166570395,58.36438732105056,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.2000000000000002,-155.18462484779047,-28.174557234988868,-48.72701149697204,0.9375,0.75,1.0,0.875,117.84495354972596,151.04724743613954,22.856368976295936,58.325939425987556,42.442509759200654,63.123476369169836,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.4000000000000001,-105.71382938437155,-21.474507342443843,-48.432038754639116,1.0,1.0,1.0,1.0,213.77354276906274,259.68035790720745,20.78686011053435,42.76144594215262,29.176937393082273,43.30792301871667,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.4000000000000001,-179.2522257909091,-77.32245628906873,-51.733491312853765,0.9375,0.875,1.0,0.9375,125.96144500401911,223.35792825833113,21.17074818762348,59.11978553052712,39.00655410869318,59.18600638995757,0.0,0.0,O2,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.4000000000000001,-97.65474754297107,-20.88853291195375,-30.58264963538581,1.0,1.0,1.0,1.0,171.01009811235727,206.7315987393214,20.466745000816882,40.45349316162826,35.009753426117975,45.716663654640115,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.4000000000000001,-104.63993747708798,-66.78157031819418,-43.051507453955715,1.0,0.8125,1.0,0.75,92.29178477950805,153.92568792995166,20.58911670643795,42.133555555139296,35.60985772238756,50.940438274084265,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.2000000000000002,-118.5454572848475,-2.9087113545265404,-28.41106839124702,0.875,0.6875,1.0,0.875,125.94964171469589,129.61315324423674,22.856368976295936,49.95155609795797,41.879172053849075,53.777492267756145,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.4000000000000001,-70.09149811188855,-13.653656246741583,-23.993578715503574,1.0,1.0,1.0,1.0,171.01009811235727,194.35922905583405,20.78686011053435,35.35668177243045,30.242406383508502,37.49864196459809,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.4000000000000001,-108.15563695464326,-30.72063338478724,-25.727708954254517,0.9375,0.8125,1.0,0.9375,128.21631810225708,167.60518312592407,21.17074818762348,44.06810573801125,37.37451075246251,46.99011610193263,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.4000000000000001,-143.8197972923599,-26.42659329754411,-57.132756586354745,1.0,1.0,1.0,1.0,213.77354276906274,270.26660749439446,20.466745000816882,49.90197617333593,32.81591977863181,51.56455934733096,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.4000000000000001,-144.20053609472922,-78.69903373721371,-66.74837859189786,0.9375,0.875,1.0,0.8125,104.38172881682964,186.52914079387332,20.58911670643795,50.27873337429093,35.001472166570395,58.36438732105056,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.2000000000000002,-155.18462484779047,-28.174557234988868,-48.72701149697204,0.9375,0.75,1.0,0.875,117.84495354972596,151.04724743613954,22.856368976295936,58.325939425987556,42.442509759200654,63.123476369169836,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.4000000000000001,-105.71382938437155,-21.474507342443843,-48.432038754639116,1.0,1.0,1.0,1.0,213.77354276906274,259.68035790720745,20.78686011053435,42.76144594215262,29.176937393082273,43.30792301871667,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A1,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.4000000000000001,-179.2522257909091,-77.32245628906873,-51.733491312853765,0.9375,0.875,1.0,0.9375,125.96144500401911,223.35792825833113,21.17074818762348,59.11978553052712,39.00655410869318,59.18600638995757,0.0,0.0,O3,D10B_L1_EXACT_REPRODUCTION
A2,ORACLE,PAIRED_NULL,AB,1,9042101,72,28,28,16,0.0,2.7141409158464653,-2.077683490163476,2.730459937911657,0.875,0.8125,0.875,0.875,382.10499446966907,390.04392685485544,137.7592071914932,134.02022818376318,138.59446093295338,134.81019470101447,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,2,9042102,72,28,28,16,0.0,3.4915196639080515,-13.341228505785322,3.5079545904704834,0.875,0.8125,0.875,0.875,415.3288345228798,470.7388033869922,155.2684480235094,149.8472196289237,154.17605144533226,148.7676255712496,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,3,9042103,72,28,28,16,0.0,2.761268833808747,-20.264052019284556,2.422227378362995,1.0,1.0,1.0,1.0,407.0412635486404,489.52431693409005,140.33072826597768,136.4558196021124,140.19907253414704,136.80313221501393,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,4,9042104,72,28,28,16,0.0,3.630526582776611,-15.784138578770113,3.5679219316737982,0.875,0.875,0.9375,0.875,406.9286724869589,471.15885806905004,154.44990766843904,148.84256271346243,155.24376780171502,149.7047913627609,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,5,9042105,72,28,28,16,0.0,6.6543400989091674,-27.780485179174477,6.375610666070716,1.0,1.0,0.9375,0.9375,415.3288345228798,530.7091998423465,148.30977639903102,138.44073947750778,147.51297419296824,138.10812127648322,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,1,9042101,72,28,28,16,0.0,3.281555347142415,3.829243267843935,3.740973930527186,0.875,0.875,0.875,0.875,395.33645335878657,380.19805883321226,137.7592071914932,133.23856256171976,139.41993256923422,134.2042692378606,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,2,9042102,72,28,28,16,0.0,3.1461230169390046,-4.830771501394289,3.7852796464526954,0.8125,0.8125,0.875,0.875,413.66127350292646,433.6443044156105,155.2684480235094,150.3835116421978,156.7733657463646,150.8390554417086,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,3,9042103,72,28,28,16,0.0,0.5042188465013329,-17.95001659172053,1.2592614257990467,1.0,1.0,1.0,1.0,397.0746422385137,468.34960640184187,140.33072826597768,139.62315428662805,141.85883859533618,140.07246496181858,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,4,9042104,72,28,28,16,0.0,3.547139193994992,-12.067326434232061,4.012489749906508,0.875,0.875,0.875,0.875,401.13448322489955,449.54069075591804,154.44990766843904,148.97135445844276,156.31936307090524,150.04706465056603,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,5,9042105,72,28,28,16,0.0,6.290707373259724,-35.53344213520372,7.104611670173204,1.0,1.0,0.9375,0.9375,413.66127350292646,560.6493627588357,148.30977639903102,138.98004235983217,150.9167289001135,140.19468136643238,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,1,9042101,72,28,28,16,0.0,2.7141409158464653,-2.077683490163476,2.730459937911657,0.875,0.8125,0.875,0.875,382.10499446966907,390.04392685485544,137.7592071914932,134.02022818376318,138.59446093295338,134.81019470101447,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,2,9042102,72,28,28,16,0.0,3.4915196639080515,-13.341228505785322,3.5079545904704834,0.875,0.8125,0.875,0.875,415.3288345228798,470.7388033869922,155.2684480235094,149.8472196289237,154.17605144533226,148.7676255712496,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,3,9042103,72,28,28,16,0.0,2.761268833808747,-20.264052019284556,2.422227378362995,1.0,1.0,1.0,1.0,407.0412635486404,489.52431693409005,140.33072826597768,136.4558196021124,140.19907253414704,136.80313221501393,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,4,9042104,72,28,28,16,0.0,3.630526582776611,-15.784138578770113,3.5679219316737982,0.875,0.875,0.9375,0.875,406.9286724869589,471.15885806905004,154.44990766843904,148.84256271346243,155.24376780171502,149.7047913627609,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,5,9042105,72,28,28,16,0.0,6.6543400989091674,-27.780485179174477,6.375610666070716,1.0,1.0,0.9375,0.9375,415.3288345228798,530.7091998423465,148.30977639903102,138.44073947750778,147.51297419296824,138.10812127648322,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,1,9042101,72,28,28,16,0.0,3.281555347142415,3.829243267843935,3.740973930527186,0.875,0.875,0.875,0.875,395.33645335878657,380.19805883321226,137.7592071914932,133.23856256171976,139.41993256923422,134.2042692378606,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,2,9042102,72,28,28,16,0.0,3.1461230169390046,-4.830771501394289,3.7852796464526954,0.8125,0.8125,0.875,0.875,413.66127350292646,433.6443044156105,155.2684480235094,150.3835116421978,156.7733657463646,150.8390554417086,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,3,9042103,72,28,28,16,0.0,0.5042188465013329,-17.95001659172053,1.2592614257990467,1.0,1.0,1.0,1.0,397.0746422385137,468.34960640184187,140.33072826597768,139.62315428662805,141.85883859533618,140.07246496181858,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,4,9042104,72,28,28,16,0.0,3.547139193994992,-12.067326434232061,4.012489749906508,0.875,0.875,0.875,0.875,401.13448322489955,449.54069075591804,154.44990766843904,148.97135445844276,156.31936307090524,150.04706465056603,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,5,9042105,72,28,28,16,0.0,6.290707373259724,-35.53344213520372,7.104611670173204,1.0,1.0,0.9375,0.9375,413.66127350292646,560.6493627588357,148.30977639903102,138.98004235983217,150.9167289001135,140.19468136643238,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,1,9042101,72,28,28,16,0.0,2.7141409158464653,-2.077683490163476,2.730459937911657,0.875,0.8125,0.875,0.875,382.10499446966907,390.04392685485544,137.7592071914932,134.02022818376318,138.59446093295338,134.81019470101447,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,2,9042102,72,28,28,16,0.0,3.4915196639080515,-13.341228505785322,3.5079545904704834,0.875,0.8125,0.875,0.875,415.3288345228798,470.7388033869922,155.2684480235094,149.8472196289237,154.17605144533226,148.7676255712496,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,3,9042103,72,28,28,16,0.0,2.761268833808747,-20.264052019284556,2.422227378362995,1.0,1.0,1.0,1.0,407.0412635486404,489.52431693409005,140.33072826597768,136.4558196021124,140.19907253414704,136.80313221501393,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,4,9042104,72,28,28,16,0.0,3.630526582776611,-15.784138578770113,3.5679219316737982,0.875,0.875,0.9375,0.875,406.9286724869589,471.15885806905004,154.44990766843904,148.84256271346243,155.24376780171502,149.7047913627609,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,AB,5,9042105,72,28,28,16,0.0,6.6543400989091674,-27.780485179174477,6.375610666070716,1.0,1.0,0.9375,0.9375,415.3288345228798,530.7091998423465,148.30977639903102,138.44073947750778,147.51297419296824,138.10812127648322,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,1,9042101,72,28,28,16,0.0,3.281555347142415,3.829243267843935,3.740973930527186,0.875,0.875,0.875,0.875,395.33645335878657,380.19805883321226,137.7592071914932,133.23856256171976,139.41993256923422,134.2042692378606,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,2,9042102,72,28,28,16,0.0,3.1461230169390046,-4.830771501394289,3.7852796464526954,0.8125,0.8125,0.875,0.875,413.66127350292646,433.6443044156105,155.2684480235094,150.3835116421978,156.7733657463646,150.8390554417086,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,3,9042103,72,28,28,16,0.0,0.5042188465013329,-17.95001659172053,1.2592614257990467,1.0,1.0,1.0,1.0,397.0746422385137,468.34960640184187,140.33072826597768,139.62315428662805,141.85883859533618,140.07246496181858,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,4,9042104,72,28,28,16,0.0,3.547139193994992,-12.067326434232061,4.012489749906508,0.875,0.875,0.875,0.875,401.13448322489955,449.54069075591804,154.44990766843904,148.97135445844276,156.31936307090524,150.04706465056603,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,PAIRED_NULL,BA,5,9042105,72,28,28,16,0.0,6.290707373259724,-35.53344213520372,7.104611670173204,1.0,1.0,0.9375,0.9375,413.66127350292646,560.6493627588357,148.30977639903102,138.98004235983217,150.9167289001135,140.19468136643238,0.0,0.0,O3,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.2000000000000002,-25.715781830060777,-8.021421670299684,-22.16530021184053,0.8125,0.8125,1.0,1.0,72.90036706206985,78.74801290331473,20.728231079977082,26.05865776173484,20.730417365812613,25.325376610112503,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.2000000000000002,-11.82856980078479,1.2489221750688517,-10.980752588003847,1.0,1.0,1.0,1.0,91.85111596919235,90.7039670138049,22.2119696193823,24.83932794994005,22.21014371609119,24.648984646995245,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.2000000000000002,-13.653375540517663,-6.442083146855686,-11.173489542804584,0.9375,0.9375,0.875,0.875,78.66147279698676,83.72891027910991,22.856368976295936,25.977034867555993,23.15215960956009,25.739063742467714,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.2000000000000002,-14.258899153668619,25.25904154788533,-14.315373166398603,0.875,0.875,1.0,1.0,97.53723561079958,72.90026474320891,22.41038897920417,25.60586374369376,22.71441024754838,25.966062837031615,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.2000000000000002,-31.924143196003573,-7.823047215378264,-32.29765981886494,0.9375,0.9375,1.0,0.9375,74.79716304001431,80.64858042039809,19.119497339844145,25.223233048972084,19.649759534992324,25.99617202482912,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.2000000000000002,-31.997630088633322,-12.586469135930795,-29.572163356809988,0.875,0.875,1.0,1.0,76.185411543896,85.77446485395032,20.728231079977082,27.360773784865273,21.62919192638475,28.025411895613203,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.2000000000000002,-25.698052280003772,-21.159962202427586,-19.131151153087828,1.0,1.0,1.0,1.0,88.6527572802783,107.41164721219505,22.2119696193823,27.92001318458972,22.78110926286884,27.13939771029837,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.2000000000000002,-34.176489534945944,-21.051214320251056,-28.757627863731173,0.875,0.875,0.875,0.875,76.185411543896,92.22336580876683,22.856368976295936,30.66787352754835,23.760781856652287,30.593819080501305,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.2000000000000002,-15.980741749412338,3.76353134190371,-12.888395054283754,0.875,0.875,0.9375,0.9375,81.66821827032582,78.59460927934778,22.41038897920417,25.991735367009554,22.873737756307744,25.821795442021546,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.2000000000000002,-54.06748715607486,-8.049643225945436,-50.63936199568185,0.875,0.8125,1.0,1.0,81.66821827032582,88.24221847007344,19.119497339844145,29.456929108370453,19.16929952975238,28.876510510660225,0.0,0.0,O1,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.2000000000000002,-25.715781830060777,-8.021421670299684,-22.16530021184053,0.8125,0.8125,1.0,1.0,72.90036706206985,78.74801290331473,20.728231079977082,26.05865776173484,20.730417365812613,25.325376610112503,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.2000000000000002,-11.82856980078479,1.2489221750688517,-10.980752588003847,1.0,1.0,1.0,1.0,91.85111596919235,90.7039670138049,22.2119696193823,24.83932794994005,22.21014371609119,24.648984646995245,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.2000000000000002,-13.653375540517663,-6.442083146855686,-11.173489542804584,0.9375,0.9375,0.875,0.875,78.66147279698676,83.72891027910991,22.856368976295936,25.977034867555993,23.15215960956009,25.739063742467714,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.2000000000000002,-14.258899153668619,25.25904154788533,-14.315373166398603,0.875,0.875,1.0,1.0,97.53723561079958,72.90026474320891,22.41038897920417,25.60586374369376,22.71441024754838,25.966062837031615,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.2000000000000002,-31.924143196003573,-7.823047215378264,-32.29765981886494,0.9375,0.9375,1.0,0.9375,74.79716304001431,80.64858042039809,19.119497339844145,25.223233048972084,19.649759534992324,25.99617202482912,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.2000000000000002,-31.997630088633322,-12.586469135930795,-29.572163356809988,0.875,0.875,1.0,1.0,76.185411543896,85.77446485395032,20.728231079977082,27.360773784865273,21.62919192638475,28.025411895613203,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.2000000000000002,-25.698052280003772,-21.159962202427586,-19.131151153087828,1.0,1.0,1.0,1.0,88.6527572802783,107.41164721219505,22.2119696193823,27.92001318458972,22.78110926286884,27.13939771029837,0.0,0.0,O2,D10C_A2_CURRENT
A2,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.2000000000000002,-34.176489534945944,-21.051214320251056,-28.757627863731173,0.875,0.875,0.875,0.875,76.185411543896,92.22336580876683,22.856368976295936,30.66787352754835,23.760781856652287,30.593819080501305,0.0,0.0,O2,D10C_A2_CURRENT
