candidate_id,frame_id,state_fips,state_abbr,state_name,fold,selected_panels,component_evalid,estn_unit_cn,estn_unit,stratum_cn,stratumcd,parent_stratum_area_acres,parent_p1pointcnt,parent_p2pointcnt,full_evaluation_expns_comparator,fold_selected_plot_count_n_h,ti_fold_expns_acres_per_plot,fold_to_full_expns_ratio,full_evaluation_expns_reused_as_final_fold_weight,synthetic_constant_recovered_area_acres,calibration_relative_error_represented_stratum,calibration_status,variance_df_n_minus_1,within_stratum_variance_estimable_flag,adj_factor_macr,adj_factor_subp,adj_factor_micr,adjustment_treatment,variance_inputs_treatment,estimator_role
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005021290487,3,1262928070290487,84,1643945.8007891905,7392014,281,5850.340928075411,111,14810.322529632347,2.5315315315315314,0,1643945.8007891905,0.0,PASS,110,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005021290487,3,1262928071290487,100,4494987.8773730565,20211745,740,6074.307942396023,304,14786.144333464,2.4342105263157894,0,4494987.8773730565,0.0,PASS,303,1,0.0,1.0003379520108144,1.0003379520108144,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005018290487,4,1262928072290487,10,373470.0944743829,1679311,69,5412.610064846129,26,14364.23440286088,2.6538461538461537,0,373470.0944743829,0.0,PASS,25,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005018290487,4,1262928073290487,47,610846.3362298142,2746675,109,5604.094827796461,44,13882.871277950324,2.4772727272727275,0,610846.3362298142,0.0,PASS,43,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005018290487,4,1262928074290487,84,660958.7870254125,2972006,103,6417.075602188472,44,15021.790614213922,2.340909090909091,0,660958.7870254125,0.0,PASS,43,1,0.0,1.002433090024331,1.002433090024331,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005018290487,4,1262928075290487,100,2629874.3122703903,11825249,424,6202.533755354694,165,15938.632195578124,2.56969696969697,0,2629874.3122703903,0.0,PASS,164,1,0.0,1.000589970501475,1.000589970501475,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005022290487,5,1262928076290487,10,857807.1318938015,3857136,149,5757.094844924843,61,14062.411998259042,2.442622950819672,0,857807.1318938015,0.0,PASS,60,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005022290487,5,1262928077290487,47,1104852.4349891662,4967977,178,6207.036151624529,69,16012.35413027777,2.579710144927536,0,1104852.4349891662,0.0,PASS,68,1,0.0,1.0014064697609002,1.0014064697609002,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005022290487,5,1262928078290487,84,1118283.9711680114,5028372,187,5980.128188064232,73,15318.958509150842,2.5616438356164384,0,1118283.9711680114,0.0,PASS,72,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005022290487,5,1262928079290487,100,3229296.461949021,14520555,537,6013.587452419034,220,14678.62028158646,2.440909090909091,0,3229296.461949021,0.0,PASS,219,1,0.0,1.001689391128364,1.0013986013986014,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005019290487,6,1262928080290487,10,1434585.1042994708,6450622,238,6027.668505459961,92,15593.316351081205,2.5869565217391304,0,1434585.1042994708,0.0,PASS,91,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005019290487,6,1262928081290487,47,847812.9753774332,3812197,147,5767.435206649206,58,14617.465092714367,2.53448275862069,0,847812.9753774332,0.0,PASS,57,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005019290487,6,1262928082290487,84100,2268416.560323096,10199951,376,6033.0227668167445,154,14729.977664435688,2.4415584415584415,0,2268416.560323096,0.0,PASS,153,1,0.0,1.004197457236899,1.0040053404539386,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005023290487,801,1262928084290487,97,241383.32970425324,1085382,48,5028.819368838609,20,12069.166485212661,2.4,0,241383.32970425324,0.0,PASS,19,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4-5,12201,1263005023290487,801,1262928085290487,100,428696.0302957468,1927635,81,5292.543583898108,36,11908.223063770745,2.2500000000000004,0,428696.0302957468,0.0,PASS,35,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005017290487,1,1262928060290487,10,860238.5887326968,3868069,145,5932.679922294461,84,10240.935580151152,1.726190476190476,0,860238.5887326967,1.35329109100346e-16,PASS,83,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005017290487,1,1262928061290487,47,786068.352624583,3534562,136,5779.914357533699,87,9035.26842097222,1.5632183908045976,0,786068.352624583,0.0,PASS,86,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005017290487,1,1262928062290487,84,767710.3257165528,3452015,131,5860.384165775212,73,10516.57980433634,1.7945205479452055,0,767710.3257165528,0.0,PASS,72,1,0.0,1.0019120458891013,1.0019120458891013,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005017290487,1,1262928063290487,100,1826366.0329261674,8212268,300,6087.886776420558,187,9766.66327768004,1.6042780748663101,0,1826366.0329261674,0.0,PASS,186,1,0.0,1.0003568673088437,1.0008340283569641,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005020290487,2,1262928064290487,10,249989.36939355836,1124079,47,5318.922753054433,27,9258.865533094753,1.7407407407407407,0,249989.36939355833,1.1642027229932138e-16,PASS,26,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005020290487,2,1262928065290487,47,653112.4866066332,2936725,110,5937.386241878484,58,11260.560113907468,1.8965517241379308,0,653112.4866066332,0.0,PASS,57,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005020290487,2,1262928066290487,84,727093.6869087054,3269382,105,6924.701780082908,69,10537.589665343556,1.5217391304347827,0,727093.6869087054,0.0,PASS,68,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005020290487,2,1262928067290487,100,2762754.387091103,12422745,465,5941.407284066889,280,9866.979953896796,1.6607142857142856,0,2762754.387091103,0.0,PASS,279,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005021290487,3,1262928068290487,10,1258939.6274719276,5660831,218,5774.952419595998,124,10152.738931225222,1.758064516129032,0,1258939.6274719276,0.0,PASS,123,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005021290487,3,1262928069290487,47,1711356.124365825,7695125,283,6047.194785744965,182,9403.055628383654,1.554945054945055,0,1711356.124365825,0.0,PASS,181,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005021290487,3,1262928070290487,84,1643945.8007891905,7392014,281,5850.340928075411,170,9670.269416407004,1.6529411764705884,0,1643945.8007891907,1.416291483223457e-16,PASS,169,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005021290487,3,1262928071290487,100,4494987.8773730565,20211745,740,6074.307942396023,436,10309.6052233327,1.6972477064220184,0,4494987.8773730565,0.0,PASS,435,1,0.0,1.0003379520108144,1.0003379520108144,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005018290487,4,1262928072290487,10,373470.0944743829,1679311,69,5412.610064846129,43,8685.351034287974,1.6046511627906976,0,373470.09447438293,1.5585628347401722e-16,PASS,42,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005018290487,4,1262928073290487,47,610846.3362298142,2746675,109,5604.094827796461,65,9397.635941997141,1.6769230769230767,0,610846.3362298142,0.0,PASS,64,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005018290487,4,1262928074290487,84,660958.7870254125,2972006,103,6417.075602188472,59,11202.691305515467,1.7457627118644068,0,660958.7870254125,0.0,PASS,58,1,0.0,1.002433090024331,1.002433090024331,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005018290487,4,1262928075290487,100,2629874.3122703903,11825249,424,6202.533755354694,259,10153.954873630852,1.6370656370656371,0,2629874.3122703903,0.0,PASS,258,1,0.0,1.000589970501475,1.000589970501475,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005022290487,5,1262928076290487,10,857807.1318938015,3857136,149,5757.094844924843,88,9747.808316975017,1.6931818181818181,0,857807.1318938015,0.0,PASS,87,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005022290487,5,1262928077290487,47,1104852.4349891662,4967977,178,6207.036151624529,109,10136.260871460241,1.6330275229357798,0,1104852.4349891662,0.0,PASS,108,1,0.0,1.0014064697609002,1.0014064697609002,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005022290487,5,1262928078290487,84,1118283.9711680114,5028372,187,5980.128188064232,114,9809.508519017643,1.6403508771929824,0,1118283.9711680114,0.0,PASS,113,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005022290487,5,1262928079290487,100,3229296.461949021,14520555,537,6013.587452419034,317,10187.055085012686,1.694006309148265,0,3229296.4619490216,1.4419898971638312e-16,PASS,316,1,0.0,1.001689391128364,1.0013986013986014,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005019290487,6,1262928080290487,10,1434585.1042994708,6450622,238,6027.668505459961,146,9825.925371914183,1.63013698630137,0,1434585.1042994708,0.0,PASS,145,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,B,1-2-3,12201,1263005019290487,6,1262928081290487,47,847812.9753774332,3812197,147,5767.435206649206,89,9525.98848738689,1.651685393258427,0,847812.9753774332,0.0,PASS,88,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PARENT_AREA_W_H_AND_FOLD_N_NH_PLUS_FIA_POSTSTRAT_RANDOM_N_TERM_REQUIRED,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
