candidate_id,frame_id,state_fips,state_abbr,state_name,target_reporting_year,target_eval_group,component_evalids,fold_A_panels,fold_B_panels,fold_A_panel_count,fold_B_panel_count,p2panel_split_count,parent_design_block_count,parent_design_area_acres,missing_parent_blocks_fold_A,missing_parent_blocks_fold_B,missing_parent_blocks_either_fold,missing_parent_area_fold_A_acres,missing_parent_area_fold_B_acres,missing_parent_area_any_acres,design_block_representation_imbalance,fold_A_plot_count,fold_B_plot_count,plot_rate_imbalance,fold_A_50km_cell_count,fold_B_50km_cell_count,overlap_50km_cell_count,union_50km_cell_count,cell_jaccard,cell_rate_imbalance,plot_cell_imbalance,fold_A_measyear_n,fold_B_measyear_n,fold_A_measyear_mean,fold_B_measyear_mean,fold_A_measyear_median,fold_B_measyear_median,fold_A_measyear_min,fold_A_measyear_max,fold_B_measyear_min,fold_B_measyear_max,fold_A_measyear_sd,fold_B_measyear_sd,temporal_center_abs_diff_years,fold_A_missing_public_coordinate_count,fold_B_missing_public_coordinate_count,crossfold_lineage_overlap_count,crossfold_lineage_roots,candidate_audit_status,eligible_for_ranking,rank_within_state_frame,top_diagnostic_candidate,selected_as_final_partition,not_a_final_partition_note
T1_AL_A1-2_B3-4-5,T1,01,AL,Alabama,2022,012022,12201,1-2,3-4-5,2,3,0,25,33548846.190000005,0,0,0,0.0,0.0,0.0,0.07715734568441293,2240,3367,0.0020807324178110016,71,70,70,71,0.9859154929577465,0.43144208037825066,0.43352281279606164,2240,3367,2017.513392857143,2019.0736560736561,2017.0,2020.0,2015,2019,2014,2022,0.8473478088684454,2.349304475633484,1.560263216513249,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,3,0,0,D09C diagnostic only; mainline must decide
T1_AZ_A1-3_B2-4-5,T1,04,AZ,Arizona,2022,042022,42201,1-3,2-4-5,2,3,0,75,72958623.0,0,0,0,0.0,0.0,0.0,0.09077883121627066,4797,7098,0.01366120218579235,141,141,140,142,0.9859154929577465,0.4166666666666667,0.43032786885245905,4797,7098,2017.5405461746925,2017.5945336714567,2017.0,2018.0,2014,2024,2013,2024,2.737370109151308,3.0488269261834335,0.053987496764193565,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,2,0,0,D09C diagnostic only; mainline must decide
T1_AZ_A1-4_B2-3-5,T1,04,AZ,Arizona,2022,042022,42201,1-4,2-3-5,2,3,0,75,72958623.0,0,0,0,0.0,0.0,0.0,0.09974239451808257,4806,7089,0.016813787305590584,142,140,140,142,0.9859154929577465,0.43144208037825066,0.44825586768384124,4806,7089,2018.0528506034125,2017.247284525321,2019.0,2017.0,2014,2024,2013,2024,2.977563549674168,2.8471083065529355,0.8055660780914877,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,6,0,0,D09C diagnostic only; mainline must decide
T1_AZ_A1-5_B2-3-4,T1,04,AZ,Arizona,2022,042022,42201,1-5,2-3-4,2,3,0,75,72958623.0,0,0,0,0.0,0.0,0.0,0.09705109808702607,4721,7174,0.012960627714726138,141,141,140,142,0.9859154929577465,0.4166666666666667,0.4296272943813928,4721,7174,2016.0372802372378,2018.5832171731251,2018.0,2017.0,2013,2021,2015,2024,2.538243031324837,2.7195155050364384,2.545936935887312,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,4,0,0,D09C diagnostic only; mainline must decide
T1_AZ_A2-3_B1-4-5,T1,04,AZ,Arizona,2022,042022,42201,2-3,1-4-5,2,3,0,75,72958623.0,0,0,0,0.0,0.0,0.0,0.09802024044930059,4772,7123,0.004904021297463857,140,142,140,142,0.9859154929577465,0.4018912529550827,0.4067952742525466,4772,7123,2018.072715842414,2017.237821142777,2017.0,2018.0,2015,2024,2013,2024,2.6390393983940252,3.060173713074024,0.8348946996370614,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,5,0,0,D09C diagnostic only; mainline must decide
T1_AZ_A2-4_B1-3-5,T1,04,AZ,Arizona,2022,042022,42201,2-4,1-3-5,2,3,0,75,72958623.0,0,0,0,0.0,0.0,0.0,0.08631257820659852,4781,7114,0.008056606417262092,140,141,139,142,0.9788732394366197,0.40925266903914587,0.41730927545640795,4781,7114,2018.5866973436518,2016.8913410177115,2017.0,2017.0,2015,2024,2013,2024,2.7923728287722125,2.816497726148879,1.6953563259403381,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_AZ_A2-5_B1-3-4,T1,04,AZ,Arizona,2022,042022,42201,2-5,1-3-4,2,3,0,75,72958623.0,1,0,1,106764.99999999999,0.0,106764.99999999999,0.09224068697620727,4696,7199,0.02171780860305444,140,142,140,142,0.9859154929577465,0.4018912529550827,0.42360906155813716,4696,7199,2016.570059625213,2018.2268370607028,2016.5,2019.0,2013,2024,2014,2024,2.7418948378973944,2.8585378342046406,1.6567774354898575,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,10,0,0,D09C diagnostic only; mainline must decide
T1_AZ_A3-4_B1-2-5,T1,04,AZ,Arizona,2022,042022,42201,3-4,1-2-5,2,3,0,75,72958623.0,0,0,0,0.0,0.0,0.0,0.10038983777376181,4795,7100,0.012960627714726138,141,141,140,142,0.9859154929577465,0.4166666666666667,0.4296272943813928,4795,7100,2019.0877997914495,2016.5495774647886,2018.0,2017.0,2015,2024,2013,2024,2.629064637733037,2.6629074391265375,2.5382223266608435,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,7,0,0,D09C diagnostic only; mainline must decide
T1_AZ_A3-5_B1-2-4,T1,04,AZ,Arizona,2022,042022,42201,3-5,1-2-4,2,3,0,75,72958623.0,0,0,0,0.0,0.0,0.0,0.09457971172735671,4710,7185,0.016813787305590584,139,142,139,142,0.9788732394366197,0.39442467378410434,0.4112384610896949,4710,7185,2017.0861995753714,2017.8917188587334,2017.0,2018.0,2013,2024,2014,2024,2.945639108651952,2.8708696793913875,0.8055192833619458,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,3,0,0,D09C diagnostic only; mainline must decide
T1_AZ_A4-5_B1-2-3,T1,04,AZ,Arizona,2022,042022,42201,4-5,1-2-3,2,3,0,75,72958623.0,0,0,0,0.0,0.0,0.0,0.10212497539508898,4719,7176,0.01366120218579235,141,141,140,142,0.9859154929577465,0.4166666666666667,0.43032786885245905,4719,7176,2017.6088154269974,2017.5490523968786,2018.0,2017.0,2013,2024,2014,2024,3.246737472182831,2.6965130033405176,0.05976303011880191,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,8,0,0,D09C diagnostic only; mainline must decide
T1_AR_A1-2_B3-4-5,T1,05,AR,Arkansas,2022,052022,52201,1-2,3-4-5,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.07314300344846761,2261,3410,0.005437018750367432,72,73,71,74,0.9594594594594594,0.4022988505747127,0.40773586932508016,2261,3410,2019.5409111012825,2020.3709677419354,2020.0,2021.0,2019,2020,2018,2022,0.4984337074050991,1.6610498122769355,0.830056640652856,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_AR_A1-3_B2-4-5,T1,05,AR,Arkansas,2022,052022,52201,1-3,2-4-5,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.09807660146041838,2276,3395,0.00558396520307993,73,73,72,74,0.972972972972973,0.41666666666666674,0.42225063186974665,2276,3395,2020.0452548330404,2020.036524300442,2021.0,2020.0,2019,2021,2018,2022,0.9776263589270388,1.603755075991033,0.008730532598519858,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,8,0,0,D09C diagnostic only; mainline must decide
T1_AR_A1-4_B2-3-5,T1,05,AR,Arkansas,2022,052022,52201,1-4,2-3-5,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.08022174691961943,2272,3399,0.002645036148827367,72,74,72,74,0.972972972972973,0.3881278538812785,0.3907728900301059,2272,3399,2020.5440140845071,2019.7031479847014,2022.0,2020.0,2019,2022,2018,2021,1.4709275092138583,1.2163633595329446,0.8408660998056803,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,2,0,0,D09C diagnostic only; mainline must decide
T1_AR_A1-5_B2-3-4,T1,05,AR,Arkansas,2022,052022,52201,1-5,2-3-4,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.08084539763169489,2267,3404,0.0010286251689884875,71,74,71,74,0.9594594594594594,0.37356321839080453,0.374591843559793,2267,3404,2018.5937362152624,2021.003231492362,2019.0,2021.0,2018,2020,2020,2022,0.5717808904620586,0.8154698177616923,2.409495277099495,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,4,0,0,D09C diagnostic only; mainline must decide
T1_AR_A2-3_B1-4-5,T1,05,AR,Arkansas,2022,052022,52201,2-3,1-4-5,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.08022456587182664,2267,3404,0.0010286251689884875,74,72,72,74,0.972972972972973,0.4452054794520548,0.4462341046210433,2267,3404,2020.5033083370092,2019.7314923619272,2021.0,2019.0,2020,2021,2018,2022,0.5000993667689771,1.6731605896454471,0.7718159750820632,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,3,0,0,D09C diagnostic only; mainline must decide
T1_AR_A2-4_B1-3-5,T1,05,AR,Arkansas,2022,052022,52201,2-4,1-3-5,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.09463323100044757,2263,3408,0.0039675542232410505,73,73,72,74,0.972972972972973,0.41666666666666674,0.4206342208899078,2263,3408,2021.004860804242,2019.399354460094,2022.0,2019.0,2020,2022,2018,2021,1.0002092025100233,1.2277343144020454,1.6055063441481252,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,7,0,0,D09C diagnostic only; mainline must decide
T1_AR_A2-5_B1-3-4,T1,05,AR,Arkansas,2022,052022,52201,2-5,1-3-4,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.10121121654352076,2258,3413,0.007641215541056906,72,73,71,74,0.9594594594594594,0.4022988505747127,0.4099400661157696,2258,3413,2019.0478299379981,2020.6964547319074,2019.0,2021.0,2018,2020,2019,2022,0.9734705047021804,1.2191716748512882,1.648624793909221,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,10,0,0,D09C diagnostic only; mainline must decide
T1_AR_A3-4_B1-2-5,T1,05,AR,Arkansas,2022,052022,52201,3-4,1-2-5,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.08381395705580287,2278,3393,0.007053429730206313,73,72,71,74,0.9594594594594594,0.43103448275862066,0.438087912488827,2278,3393,2021.4991220368745,2019.0604185086943,2021.0,2019.0,2021,2022,2018,2020,0.5001090105469812,0.8105681325097516,2.4387035281802127,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,6,0,0,D09C diagnostic only; mainline must decide
T1_AR_A3-5_B1-2-4,T1,05,AR,Arkansas,2022,052022,52201,3-5,1-2-4,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.09883224563838912,2273,3398,0.0033797684123904577,73,73,72,74,0.972972972972973,0.41666666666666674,0.4200464350790572,2273,3398,2019.5560932688077,2020.363743378458,2021.0,2020.0,2018,2021,2019,2022,1.4654318013938885,1.2296519493187308,0.8076501096502398,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,9,0,0,D09C diagnostic only; mainline must decide
T1_AR_A4-5_B1-2-3,T1,05,AR,Arkansas,2022,052022,52201,4-5,1-2-3,2,3,0,28,34034243.04,0,0,0,0.0,0.0,0.0,0.08152157891968928,2269,3402,0.00044083935813789456,72,74,72,74,0.972972972972973,0.3881278538812785,0.3885686932394164,2269,3402,2020.0546496253855,2020.030276308054,2022.0,2020.0,2018,2022,2019,2021,1.961627416011255,0.7998606061060648,0.02437331733153769,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,5,0,0,D09C diagnostic only; mainline must decide
T1_CA_A1-2_B3-4-5,T1,06,CA,California,2022,062022,,1-2,3-4-5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CA_A1-3_B2-4-5,T1,06,CA,California,2022,062022,,1-3,2-4-5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CA_A1-4_B2-3-5,T1,06,CA,California,2022,062022,,1-4,2-3-5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CA_A1-5_B2-3-4,T1,06,CA,California,2022,062022,,1-5,2-3-4,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CA_A2-3_B1-4-5,T1,06,CA,California,2022,062022,,2-3,1-4-5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CA_A2-4_B1-3-5,T1,06,CA,California,2022,062022,,2-4,1-3-5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CA_A2-5_B1-3-4,T1,06,CA,California,2022,062022,,2-5,1-3-4,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CA_A3-4_B1-2-5,T1,06,CA,California,2022,062022,,3-4,1-2-5,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CA_A3-5_B1-2-4,T1,06,CA,California,2022,062022,,3-5,1-2-4,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CA_A4-5_B1-2-3,T1,06,CA,California,2022,062022,,4-5,1-2-3,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT_AUDITABLE_FRAME_FAIL,0,,0,0,D09C diagnostic only; mainline must decide
T1_CO_A1-2_B3-4-5,T1,08,CO,Colorado,2022,082022,82201,1-2,3-4-5,2,3,0,222,66619618.000000015,0,0,0,0.0,0.0,0.0,0.15832442305584948,4364,6448,0.015106671599457323,128,128,128,128,1.0,0.4166666666666667,0.431773338266124,4364,6448,2017.0366636113656,2017.8785669975186,2019.0,2017.0,2014,2022,2013,2024,2.568704520053087,3.032114904488544,0.8419033861530352,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,3,0,0,D09C diagnostic only; mainline must decide
T1_CO_A1-3_B2-4-5,T1,08,CO,Colorado,2022,082022,82201,1-3,2-4-5,2,3,0,222,66619618.000000015,0,0,0,0.0,0.0,0.0,0.15540925154621552,4379,6433,0.020887285731902752,128,128,128,128,1.0,0.4166666666666667,0.4375539523985694,4379,6433,2017.4985156428409,2017.5661433234882,2017.0,2018.0,2014,2024,2013,2024,2.701823333706281,3.0011944661847836,0.06762768064731972,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,2,0,0,D09C diagnostic only; mainline must decide
T1_CO_A1-4_B2-3-5,T1,08,CO,Colorado,2022,082022,82201,1-4,2-3-5,2,3,0,222,66619618.000000015,0,0,0,0.0,0.0,0.0,0.1671274896383618,4379,6433,0.020887285731902752,128,128,128,128,1.0,0.4166666666666667,0.4375539523985694,4379,6433,2018.008677780315,2017.2188714441163,2017.0,2018.0,2014,2024,2013,2024,2.937434631110696,2.8021355186659997,0.7898063361988079,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,6,0,0,D09C diagnostic only; mainline must decide
T1_CO_A1-5_B2-3-4,T1,08,CO,Colorado,2022,082022,82201,1-5,2-3-4,2,3,0,222,66619618.000000015,0,0,0,0.0,0.0,0.0,0.1840298145314352,4296,6516,0.011098779134295227,128,128,128,128,1.0,0.4166666666666667,0.42776544580096193,4296,6516,2016.0386405959032,2018.5277777777778,2018.0,2017.0,2013,2020,2015,2024,2.549148350607768,2.6558547445180154,2.4891371818746393,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,9,0,0,D09C diagnostic only; mainline must decide
T1_CO_A2-3_B1-4-5,T1,08,CO,Colorado,2022,082022,82201,2-3,1-4-5,2,3,0,222,66619618.000000015,0,0,0,0.0,0.0,0.0,0.1740887137443427,4339,6473,0.005472314712048411,128,128,128,128,1.0,0.4166666666666667,0.4221389813787151,4339,6473,2018.0308826918645,2017.2088676038932,2017.0,2018.0,2015,2024,2013,2024,2.5687352103222376,3.032722523126204,0.8220150879712946,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,8,0,0,D09C diagnostic only; mainline must decide
T1_CO_A2-4_B1-3-5,T1,08,CO,Colorado,2022,082022,82201,2-4,1-3-5,2,3,0,222,66619618.000000015,0,0,0,0.0,0.0,0.0,0.1489539660265376,4339,6473,0.005472314712048411,127,128,127,128,0.9921875,0.40849673202614384,0.41396904673819224,4339,6473,2018.5457478681724,2016.8637416962767,2017.0,2018.0,2015,2024,2013,2024,2.718194635520356,2.7934625965169264,1.6820061718956367,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_CO_A2-5_B1-3-4,T1,08,CO,Colorado,2022,082022,82201,2-5,1-3-4,2,3,0,222,66619618.000000015,1,0,1,38449.0,0.0,38449.0,0.1572443962740995,4256,6556,0.02651375015414978,128,128,128,128,1.0,0.4166666666666667,0.44318041682081644,4256,6556,2016.5676691729323,2018.1691580231848,2018.0,2017.0,2013,2022,2014,2024,2.711012978524572,2.8168990895838357,1.6014888502525082,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,10,0,0,D09C diagnostic only; mainline must decide
T1_CO_A3-4_B1-2-5,T1,08,CO,Colorado,2022,082022,82201,3-4,1-2-5,2,3,0,222,66619618.000000015,0,0,0,0.0,0.0,0.0,0.16755393133623783,4354,6458,0.011252928844493842,128,128,128,128,1.0,0.4166666666666667,0.42791959551116054,4354,6458,2019.0050528249885,2016.5501703313719,2017.0,2018.0,2016,2024,2013,2022,2.588559574417381,2.6418043780904368,2.454882493616651,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,7,0,0,D09C diagnostic only; mainline must decide
T1_CO_A3-5_B1-2-4,T1,08,CO,Colorado,2022,082022,82201,3-5,1-2-4,2,3,0,222,66619618.000000015,0,0,0,0.0,0.0,0.0,0.1585784821504361,4271,6541,0.02073313602170435,128,128,128,128,1.0,0.4166666666666667,0.43739980268837103,4271,6541,2017.0428471084056,2017.862559241706,2017.0,2019.0,2013,2024,2014,2024,2.916205186252896,2.81584205466204,0.8197121333005271,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,4,0,0,D09C diagnostic only; mainline must decide
T1_CO_A4-5_B1-2-3,T1,08,CO,Colorado,2022,082022,82201,4-5,1-2-3,2,3,0,222,66619618.000000015,0,0,0,0.0,0.0,0.0,0.1632895789421112,4271,6541,0.02073313602170435,128,128,128,128,1.0,0.4166666666666667,0.43739980268837103,4271,6541,2017.565909623039,2017.5210212505733,2018.0,2017.0,2013,2024,2014,2024,3.2150552036925086,2.6452415178532647,0.04488837246572075,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,5,0,0,D09C diagnostic only; mainline must decide
T1_CT_A1-2_B3-4-5,T1,09,CT,Connecticut,2022,092022,92201,1-2,3-4-5,2,3,0,8,3203694.5,0,0,0,0.0,0.0,0.0,0.1836058254140712,200,280,0.06944444444444449,12,12,12,12,1.0,0.4166666666666667,0.48611111111111116,200,280,2019.965,2018.5357142857142,2021.0,2018.0,2016,2022,2016,2021,2.494974849069112,1.3029369321872615,1.4292857142856974,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,5,0,0,D09C diagnostic only; mainline must decide
