frame_id,frame_definition,state_fips,state_abbr,state_name,target_reporting_year,target_eval_group,actual_group_row_count,actual_expvol_component_count,actual_component_evalids,actual_evaluation_member_year_strings,actual_start_invyr_min,actual_end_invyr_max,n_estimation_units,n_parent_strata,n_unique_plot_visits,n_unique_primary_lineages,observed_p2panel_values,invalid_or_null_p2panel_visit_count,multi_panel_lineage_exception_count,noncomplete_lineage_resolution_visit_count,missing_public_coordinate_visit_count,top_diagnostic_candidate_id,top_missing_parent_area_any_acres,top_temporal_center_abs_diff_years,status,hard_failure_codes,conditional_design_codes,texas_component_closure,evalid_membership_guessed,measyear_used_to_define_frame
T1,uniform 2022 whole-State,17,IL,Illinois,2022,172022,1,1,172201,2016;2017;2018;2019;2020;2021;2022,2016,2022,11,27,5950,5950,1-2-3-4-5,0,0,1823,0,T1_IL_A1-4_B2-3-5,0.0,1.4492419865271131,PASS,,,,0,0
T1,uniform 2022 whole-State,18,IN,Indiana,2022,182022,1,1,182201,2016;2017;2018;2019;2020;2021;2022,2016,2022,13,34,3785,3785,1-2-3-4-5,0,0,1365,0,T1_IN_A3-5_B1-2-4,0.0,1.051970245980101,PASS,,,,0,0
T1,uniform 2022 whole-State,19,IA,Iowa,2022,192022,1,1,192201,2016;2017;2018;2019;2020;2021;2022,2016,2022,12,29,5948,5948,1-2-3-4-5,0,0,4631,0,T1_IA_A3-5_B1-2-4,0.0,1.025387638502707,PASS,,,,0,0
T1,uniform 2022 whole-State,20,KS,Kansas,2022,202022,1,1,202201,2016;2017;2018;2019;2020;2021;2022,2016,2022,10,22,8707,8707,1-2-3-4-5,0,0,0,0,T1_KS_A2-3_B1-4-5,0.0,2.0907975349562093,PASS,,,,0,0
T1,uniform 2022 whole-State,21,KY,Kentucky,2022,212022,1,1,212201,2016;2017;2018;2019;2020;2021;2022,2016,2022,9,29,4220,4220,1-2-3-4-5,0,0,0,0,T1_KY_A2-3_B1-4-5,0.0,1.3904460902949722,PASS,,,,0,0
T1,uniform 2022 whole-State,22,LA,Louisiana,2022,222022,1,1,222201,2016;2017;2018;2019;2020;2021;2022,2016,2022,6,26,5367,5367,1-2-3-4-5,0,0,0,0,T1_LA_A2-4_B1-3-5,0.0,0.06719653387972357,PASS,,,,0,0
T1,uniform 2022 whole-State,23,ME,Maine,2022,232022,1,1,232201,2018;2019;2020;2021;2022,2018,2022,26,63,3512,3512,1-2-3-4-5,0,0,0,0,T1_ME_A1-5_B2-3-4,0.0,2.498187299629535,PASS,,,,0,0
T1,uniform 2022 whole-State,24,MD,Maryland,2022,242022,1,1,242201,2016;2017;2018;2019;2020;2021;2022,2016,2022,11,25,969,969,1-2-3-4-5,0,0,0,0,T1_MD_A3-4_B1-2-5,0.0,2.221481834047381,PASS,,,,0,0
T1,uniform 2022 whole-State,25,MA,Massachusetts,2022,252022,1,1,252201,2016;2017;2018;2019;2020;2021;2022,2016,2022,3,10,787,787,1-2-3-4-5,0,0,0,0,T1_MA_A2-4_B1-3-5,0.0,0.8912311756580493,PASS,,,,0,0
T1,uniform 2022 whole-State,26,MI,Michigan,2022,262022,1,1,262201,2016;2017;2018;2019;2020;2021;2022,2016,2022,15,57,6569,6569,1-2-3-4-5,0,0,2955,0,T1_MI_A1-3_B2-4-5,0.0,0.20519610828387158,PASS,,,,0,0
T1,uniform 2022 whole-State,27,MN,Minnesota,2022,272022,1,1,272201,2018;2019;2020;2021;2022,2018,2022,16,57,17527,17527,1-2-3-4-5,0,0,7532,0,T1_MN_A2-3_B1-4-5,0.0,0.8490110664004078,PASS,,,,0,0
T1,uniform 2022 whole-State,28,MS,Mississippi,2022,282022,1,1,282201,2017;2018;2019;2020;2021;2022,2017,2022,6,21,5534,5534,1-2-3-4-5,0,0,0,0,T1_MS_A4-5_B1-2-3,0.0,1.2380568364371811,PASS,,,,0,0
T1,uniform 2022 whole-State,29,MO,Missouri,2022,292022,1,1,292201,2016;2017;2018;2019;2020;2021;2022,2016,2022,16,46,7336,7336,1-2-3-4-5,0,0,4318,0,T1_MO_A4-5_B1-2-3,0.0,0.1546869117235019,PASS,,,,0,0
T1,uniform 2022 whole-State,30,MT,Montana,2022,302022,1,1,302201,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,56,230,15283,15283,1-2-3-4-5,0,0,0,0,T1_MT_A2-4_B1-3-5,0.0,1.676711483435156,PASS,,,,0,0
T1,uniform 2022 whole-State,31,NE,Nebraska,2022,312022,1,1,312201,2016;2017;2018;2019;2020;2021;2022,2016,2022,9,15,8260,8260,1-2-3-4-5,0,0,0,0,T1_NE_A1-5_B2-3-4,0.0,2.494518747395432,PASS,,,,0,0
T1,uniform 2022 whole-State,32,NV,Nevada,2022,322022,1,1,322201,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,17,59,11384,11384,1-2-3-4-5,0,0,0,0,T1_NV_A1-3_B2-4-5,0.0,0.04668743305319367,PASS,,,,0,0
T1,uniform 2022 whole-State,33,NH,New Hampshire,2022,332022,1,1,332201,2016;2017;2018;2019;2020;2021;2022,2016,2022,7,17,1170,1170,1-2-3-4-5,0,0,0,0,T1_NH_A3-5_B1-2-4,0.0,1.5900340780008264,PASS,,,,0,0
T1,uniform 2022 whole-State,34,NJ,New Jersey,2022,342022,1,1,342201,2018;2019;2020;2021;2022,2018,2022,3,11,1495,1495,1-2-3-4-5,0,0,0,0,T1_NJ_A3-4_B1-2-5,0.0,1.7554670459933277,PASS,,,,0,0
T1,uniform 2022 whole-State,35,NM,New Mexico,2022,352022,1,1,352201,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,33,157,12103,12103,1-2-3-4-5,0,0,0,0,T1_NM_A1-4_B2-3-5,0.0,0.7985930859017571,PASS,,,,0,0
T1,uniform 2022 whole-State,36,NY,New York,2022,362022,1,1,362201,2016;2017;2018;2019;2020;2021;2022,2016,2022,30,73,4506,4506,1-2-3-4-5,0,0,0,0,T1_NY_A3-5_B1-2-4,0.0,1.464383920832006,PASS,,,,0,0
T1,uniform 2022 whole-State,37,NC,North Carolina,2022,372022,1,1,372201,2016;2017;2018;2019;2020;2021;2022,2016,2022,5,22,5707,5707,1-2-3-4-5,0,0,0,0,T1_NC_A4-5_B1-2-3,0.0,2.840890671453735,PASS,,,,0,0
T1,uniform 2022 whole-State,38,ND,North Dakota,2022,382022,1,1,382201,2016;2017;2018;2019;2020;2021;2022,2016,2022,4,9,7603,7603,1-2-3-4-5,0,0,0,0,T1_ND_A1-5_B2-3-4,0.0,2.4869751514017935,PASS,,,,0,0
T1,uniform 2022 whole-State,39,OH,Ohio,2022,392022,1,1,392201,2016;2017;2018;2019;2020;2021;2022,2016,2022,19,45,4089,4089,1-2-3-4-5,0,0,0,0,T1_OH_A1-5_B2-3-4,0.0,1.4089224346789706,PASS,,,,0,0
T1,uniform 2022 whole-State,40,OK,Oklahoma,2022,402022,1,1,402201,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,8,26,7298,7298,1-2-3-4-5,0,0,0,0,T1_OK_A2-4_B1-3-5,0.0,1.4337270488670129,PASS,,,,0,0
T1,uniform 2022 whole-State,41,OR,Oregon,2022,412022,1,1,412201,2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2012,2022,3,197,15730,15730,1-2-3-4-5,0,0,913,0,T1_OR_A1-2_B3-4-5,0.0,0.8640055005400882,PASS,,,,0,0
T1,uniform 2022 whole-State,42,PA,Pennsylvania,2022,422022,1,1,422201,2016;2017;2018;2019;2020;2021;2022,2016,2022,25,61,4407,4407,1-2-3-4-5,0,0,0,0,T1_PA_A2-4_B1-3-5,0.0,0.8505673240911165,PASS,,,,0,0
T1,uniform 2022 whole-State,44,RI,Rhode Island,2022,442022,1,1,442201,2016;2017;2018;2019;2020;2021;2022,2016,2022,3,8,234,234,1-2-3-4-5,0,0,0,0,T1_RI_A4-5_B1-2-3,0.0,0.051367781155022385,PASS,,,,0,0
T1,uniform 2022 whole-State,45,SC,South Carolina,2022,452022,1,1,452201,2017;2018;2019;2020;2021;2022,2017,2022,4,13,3642,3642,1-2-3-4-5,0,0,0,0,T1_SC_A2-5_B1-3-4,0.0,1.1976711637876178,PASS,,,,0,0
T1,uniform 2022 whole-State,46,SD,South Dakota,2022,462022,1,1,462201,2016;2017;2018;2019;2020;2021;2022,2016,2022,11,19,8460,8460,1-2-3-4-5,0,0,137,0,T1_SD_A3-4_B1-2-5,0.0,2.060973207249617,PASS,,,,0,0
T1,uniform 2022 whole-State,47,TN,Tennessee,2022,472022,1,1,472201,2015;2016;2017;2018;2019;2020;2021;2022,2015,2022,7,21,4643,4643,1-2-3-4-5,0,0,0,0,T1_TN_A1-2_B3-4-5,0.0,2.3613575178731026,PASS,,,,0,0
T1,uniform 2022 whole-State,48,TX,Texas,2022,482022,1,1,482201,2008;2009;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2008,2022,8,34,24115,24115,1-2-3-4-5,0,0,0,0,T1_TX_A1-4_B2-3-5,0.0,0.6837271625793164,PASS,,,ACTUAL_POP_EVAL_TYP_MEMBERSHIP: EVALID(s)=482201; EU count=8; EU descriptions=Southeast - excluding national forest;South;Northwest;NFS in Texas;Northeast - excluding national forest;North Central;West;West Central,0,0
T1,uniform 2022 whole-State,49,UT,Utah,2022,492022,1,1,492201,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,29,135,8855,8855,1-2-3-4-5,0,0,0,0,T1_UT_A1-4_B2-3-5,0.0,0.7465908487581601,PASS,,,,0,0
T1,uniform 2022 whole-State,50,VT,Vermont,2022,502022,1,1,502201,2016;2017;2018;2019;2020;2021;2022,2016,2022,7,17,1122,1122,1-2-3-4-5,0,0,0,0,T1_VT_A2-4_B1-3-5,0.0,0.78698412698418,PASS,,,,0,0
T1,uniform 2022 whole-State,51,VA,Virginia,2022,512022,1,1,512201,2017;2018;2019;2020;2021;2022,2017,2022,6,26,4830,4830,1-2-3-4-5,0,0,0,0,T1_VA_A2-5_B1-3-4,0.0,0.8422957764544208,PASS,,,,0,0
T1,uniform 2022 whole-State,53,WA,Washington,2022,532022,1,1,532201,2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2012,2022,3,160,9520,9520,1-2-3-4-5,0,0,238,0,T1_WA_A4-5_B1-2-3,0.0,0.00192660059769878,PASS,,,,0,0
T1,uniform 2022 whole-State,54,WV,West Virginia,2022,542022,1,1,542201,2016;2017;2018;2019;2020;2021;2022,2016,2022,11,26,2357,2357,1-2-3-4-5,0,0,0,0,T1_WV_A3-5_B1-2-4,23014.8,1.161529536434955,CONDITIONAL,,TOP_CANDIDATE_MISSING_FOLD_STRATA,,0,0
T1,uniform 2022 whole-State,55,WI,Wisconsin,2022,552022,1,1,552201,2016;2017;2018;2019;2020;2021;2022,2016,2022,17,62,11586,11586,1-2-3-4-5,0,0,4528,0,T1_WI_A1-2_B3-4-5,0.0,1.5560910216418051,PASS,,,,0,0
T1,uniform 2022 whole-State,56,WY,Wyoming,2022,562022,1,1,562201,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,23,96,10274,10274,1-2-3-4-5,0,0,0,0,T1_WY_A1-3_B2-4-5,0.0,0.07782355699146137,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,01,AL,Alabama,2023,012023,1,1,12301,2015;2016;2017;2018;2019;2020;2021;2022;2023,2015,2023,7,25,5603,5603,1-2-3-4-5,0,0,1,0,T2_AL_A3-4_B1-2-5,0.0,1.441580190775312,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,04,AZ,Arizona,2023,042023,1,1,42301,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,15,75,11896,11896,1-2-3-4-5,0,0,0,0,T2_AZ_A1-3_B2-4-5,0.0,1.670046866580833,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,05,AR,Arkansas,2023,052023,1,1,52301,2019;2020;2021;2022;2023,2019,2023,7,28,5673,5673,1-2-3-4-5,0,0,0,0,T2_AR_A1-2_B3-4-5,0.0,2.4573303993036006,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,06,CA,California,2023,062023,0,0,,,,,0,0,0,0,,0,0,0,0,,,,FAIL,MISSING_GROUP,,,0,0
T2,latest official whole-State at/immediately before 2023,08,CO,Colorado,2023,082023,1,1,82301,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,63,222,10812,10812,1-2-3-4-5,0,0,0,0,T2_CO_A2-4_B1-3-5,0.0,0.07873102899429796,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,09,CT,Connecticut,2023,092023,1,1,92301,2017;2018;2019;2020;2021;2022;2023,2017,2023,3,8,480,480,1-2-3-4-5,0,0,0,0,T2_CT_A4-5_B1-2-3,0.0,1.4765381175741368,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,10,DE,Delaware,2023,102023,1,1,102301,2017;2018;2019;2020;2021;2022;2023,2017,2023,3,7,386,386,1-2-3-4-5,0,0,0,0,T2_DE_A3-5_B1-2-4,0.0,1.9721786833854367,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,12,FL,Florida,2023,122023,1,1,122301,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,5,24,7040,7040,1-2-3-4-5,0,0,0,0,T2_FL_A3-4_B1-2-5,0.0,0.22219795355636052,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,13,GA,Georgia,2023,132023,1,1,132301,2016;2017;2018;2019;2020;2021;2022;2023,2016,2023,6,23,6586,6586,1-2-3-4-5,0,0,0,0,T2_GA_A3-5_B1-2-4,0.0,1.643948087840954,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,16,ID,Idaho,2023,162023,1,1,162301,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,44,147,8761,8761,1-2-3-4-5,0,0,0,0,T2_ID_A1-4_B2-3-5,0.0,0.8563048254147816,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,17,IL,Illinois,2023,172023,1,1,172301,2017;2018;2019;2020;2021;2022;2023,2017,2023,11,27,5940,5940,1-2-3-4-5,0,0,1820,0,T2_IL_A3-5_B1-2-4,0.0,1.9351603315697048,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,18,IN,Indiana,2023,182023,1,1,182301,2017;2018;2019;2020;2021;2022;2023,2017,2023,13,34,3772,3772,1-2-3-4-5,0,0,1360,0,T2_IN_A3-5_B1-2-4,0.0,1.9123968015726405,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,19,IA,Iowa,2023,192023,1,1,192301,2017;2018;2019;2020;2021;2022;2023,2017,2023,12,29,5948,5948,1-2-3-4-5,0,0,4632,0,T2_IA_A1-4_B2-3-5,0.0,0.2552337302633987,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,20,KS,Kansas,2023,202023,1,1,202301,2017;2018;2019;2020;2021;2022;2023,2017,2023,10,22,8711,8711,1-2-3-4-5,0,0,0,0,T2_KS_A1-5_B2-3-4,0.0,0.7915862035906684,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,21,KY,Kentucky,2023,212023,1,1,212301,2016;2017;2018;2019;2020;2021;2022;2023,2016,2023,9,29,4218,4218,1-2-3-4-5,0,0,0,0,T2_KY_A2-3_B1-4-5,0.0,0.25787975269940944,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,22,LA,Louisiana,2023,222023,1,1,222301,2016;2017;2018;2019;2020;2021;2022;2023,2016,2023,6,26,5387,5387,1-2-3-4-5,0,0,0,0,T2_LA_A3-5_B1-2-4,0.0,0.8921221281134422,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,23,ME,Maine,2023,232023,1,1,232301,2019;2020;2021;2022;2023,2019,2023,26,63,3503,3503,1-2-3-4-5,0,0,0,0,T2_ME_A1-5_B2-3-4,0.0,0.0023315753453516663,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,24,MD,Maryland,2023,242023,1,1,242301,2017;2018;2019;2020;2021;2022;2023,2017,2023,11,25,966,966,1-2-3-4-5,0,0,0,0,T2_MD_A1-5_B2-3-4,0.0,0.9837674136888381,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,25,MA,Massachusetts,2023,252023,1,1,252301,2017;2018;2019;2020;2021;2022;2023,2017,2023,3,10,791,791,1-2-3-4-5,0,0,0,0,T2_MA_A2-4_B1-3-5,0.0,0.6777203655492485,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,26,MI,Michigan,2023,262023,1,1,262301,2017;2018;2019;2020;2021;2022;2023,2017,2023,15,57,6532,6532,1-2-3-4-5,0,0,2928,0,T2_MI_A2-4_B1-3-5,0.0,0.8497400592154918,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,27,MN,Minnesota,2023,272023,1,1,272301,2019;2020;2021;2022;2023,2019,2023,16,57,17461,17461,1-2-3-4-5,0,0,7490,0,T2_MN_A2-3_B1-4-5,0.0,0.8452703841408038,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,28,MS,Mississippi,2023,282023,1,1,282301,2017;2018;2019;2020;2021;2022;2023,2017,2023,6,21,5524,5524,1-2-3-4-5,0,0,0,0,T2_MS_A4-5_B1-2-3,0.0,2.95164874800048,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,29,MO,Missouri,2023,292023,1,1,292301,2017;2018;2019;2020;2021;2022;2023,2017,2023,16,46,7283,7283,1-2-3-4-5,0,0,4280,0,T2_MO_A4-5_B1-2-3,0.0,1.549322347585985,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,30,MT,Montana,2022,302022,1,1,302201,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,56,230,15283,15283,1-2-3-4-5,0,0,0,0,T2_MT_A2-4_B1-3-5,0.0,1.676711483435156,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,31,NE,Nebraska,2023,312023,1,1,312301,2017;2018;2019;2020;2021;2022;2023,2017,2023,9,15,8263,8263,1-2-3-4-5,0,0,0,0,T2_NE_A1-5_B2-3-4,0.0,0.7704178945807598,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,32,NV,Nevada,2023,322023,1,1,322301,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,17,60,11386,11386,1-2-3-4-5,0,0,0,0,T2_NV_A2-5_B1-3-4,0.0,0.8354227100664957,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,33,NH,New Hampshire,2023,332023,1,1,332301,2017;2018;2019;2020;2021;2022;2023,2017,2023,7,18,1167,1167,1-2-3-4-5,0,0,0,0,T2_NH_A1-4_B2-3-5,0.0,1.7783922086498478,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,34,NJ,New Jersey,2023,342023,1,1,342301,2019;2020;2021;2022;2023,2019,2023,3,11,1509,1509,1-2-3-4-5,0,0,0,0,T2_NJ_A3-4_B1-2-5,0.0,1.3428898612792182,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,35,NM,New Mexico,2022,352022,1,1,352201,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,33,157,12103,12103,1-2-3-4-5,0,0,0,0,T2_NM_A1-4_B2-3-5,0.0,0.7985930859017571,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,36,NY,New York,2023,362023,1,1,362301,2017;2018;2019;2020;2021;2022;2023,2017,2023,30,74,4486,4486,1-2-3-4-5,0,0,0,0,T2_NY_A1-3_B2-4-5,0.0,0.7862552093438353,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,37,NC,North Carolina,2023,372023,1,1,372301,2016;2017;2018;2019;2020;2021;2022;2023,2016,2023,5,22,5702,5702,1-2-3-4-5,0,0,0,0,T2_NC_A4-5_B1-2-3,0.0,0.7732850302350016,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,38,ND,North Dakota,2023,382023,1,1,382301,2017;2018;2019;2020;2021;2022;2023,2017,2023,4,9,7596,7596,1-2-3-4-5,0,0,0,0,T2_ND_A1-5_B2-3-4,0.0,0.7973034713152174,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,39,OH,Ohio,2023,392023,1,1,392301,2017;2018;2019;2020;2021;2022;2023,2017,2023,19,46,4068,4068,1-2-3-4-5,0,0,0,0,T2_OH_A1-4_B2-3-5,0.0,2.006786587202896,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,40,OK,Oklahoma,2023,402023,1,1,402301,2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2014,2023,8,26,7298,7298,1-2-3-4-5,0,0,0,0,T2_OK_A2-4_B1-3-5,0.0,0.9609826728778899,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,41,OR,Oregon,2023,412023,0,0,,,,,0,0,0,0,,0,0,0,0,,,,FAIL,MISSING_GROUP,,,0,0
T2,latest official whole-State at/immediately before 2023,42,PA,Pennsylvania,2023,422023,1,1,422301,2017;2018;2019;2020;2021;2022;2023,2017,2023,25,61,4421,4421,1-2-3-4-5,0,0,0,0,T2_PA_A1-4_B2-3-5,0.0,0.3042799179143003,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,44,RI,Rhode Island,2023,442023,1,1,442301,2017;2018;2019;2020;2021;2022;2023,2017,2023,3,8,236,236,1-2-3-4-5,0,0,0,0,T2_RI_A4-5_B1-2-3,0.0,1.6351513335332584,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,45,SC,South Carolina,2023,452023,1,1,452301,2017;2018;2019;2020;2021;2022;2023,2017,2023,4,13,3637,3637,1-2-3-4-5,0,0,0,0,T2_SC_A2-5_B1-3-4,0.0,0.7264966747584367,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,46,SD,South Dakota,2023,462023,1,1,462301,2017;2018;2019;2020;2021;2022;2023,2017,2023,11,18,8459,8459,1-2-3-4-5,0,0,137,0,T2_SD_A2-4_B1-3-5,0.0,0.7984493982573895,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,47,TN,Tennessee,2023,472023,1,1,472301,2015;2016;2017;2018;2019;2020;2021;2022;2023,2015,2023,7,21,4636,4636,1-2-3-4-5,0,0,0,0,T2_TN_A1-2_B3-4-5,0.0,3.1660599106921836,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,48,TX,Texas,2023,482023,1,1,482301,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023,2013,2023,8,34,24011,24011,1-2-3-4-5,0,0,0,0,T2_TX_A2-5_B1-3-4,0.0,0.8918062994930551,PASS,,,ACTUAL_POP_EVAL_TYP_MEMBERSHIP: EVALID(s)=482301; EU count=8; EU descriptions=Southeast - excluding national forest;South;Northwest;NFS in Texas;Northeast - excluding national forest;North Central;West;West Central,0,0
T2,latest official whole-State at/immediately before 2023,49,UT,Utah,2022,492022,1,1,492201,2013;2014;2015;2016;2017;2018;2019;2020;2021;2022,2013,2022,29,135,8855,8855,1-2-3-4-5,0,0,0,0,T2_UT_A1-4_B2-3-5,0.0,0.7465908487581601,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,50,VT,Vermont,2023,502023,1,1,502301,2017;2018;2019;2020;2021;2022;2023,2017,2023,7,17,1117,1117,1-2-3-4-5,0,0,0,0,T2_VT_A2-4_B1-3-5,0.0,0.8246835949480555,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,51,VA,Virginia,2023,512023,1,1,512301,2017;2018;2019;2020;2021;2022;2023,2017,2023,6,26,4830,4830,1-2-3-4-5,0,0,0,0,T2_VA_A2-5_B1-3-4,0.0,0.9903165579667075,PASS,,,,0,0
T2,latest official whole-State at/immediately before 2023,53,WA,Washington,2023,532023,0,0,,,,,0,0,0,0,,0,0,0,0,,,,FAIL,MISSING_GROUP,,,0,0
T2,latest official whole-State at/immediately before 2023,54,WV,West Virginia,2023,542023,1,1,542301,2017;2018;2019;2020;2021;2022;2023,2017,2023,11,26,2357,2357,1-2-3-4-5,0,0,0,0,T2_WV_A3-5_B1-2-4,23014.8,2.0976615426168337,CONDITIONAL,,TOP_CANDIDATE_MISSING_FOLD_STRATA,,0,0
T2,latest official whole-State at/immediately before 2023,55,WI,Wisconsin,2023,552023,1,1,552301,2017;2018;2019;2020;2021;2022;2023,2017,2023,17,62,11569,11569,1-2-3-4-5,0,0,4527,0,T2_WI_A1-2_B3-4-5,0.0,3.2462296639685064,PASS,,,,0,0
