candidate_id,frame_id,state_fips,state_abbr,state_name,target_reporting_year,target_eval_group,component_evalids,fold_A_panels,fold_B_panels,fold_A_panel_count,fold_B_panel_count,p2panel_split_count,parent_design_block_count,parent_design_area_acres,missing_parent_blocks_fold_A,missing_parent_blocks_fold_B,missing_parent_blocks_either_fold,missing_parent_area_fold_A_acres,missing_parent_area_fold_B_acres,missing_parent_area_any_acres,design_block_representation_imbalance,fold_A_plot_count,fold_B_plot_count,plot_rate_imbalance,fold_A_50km_cell_count,fold_B_50km_cell_count,overlap_50km_cell_count,union_50km_cell_count,cell_jaccard,cell_rate_imbalance,plot_cell_imbalance,fold_A_measyear_n,fold_B_measyear_n,fold_A_measyear_mean,fold_B_measyear_mean,fold_A_measyear_median,fold_B_measyear_median,fold_A_measyear_min,fold_A_measyear_max,fold_B_measyear_min,fold_B_measyear_max,fold_A_measyear_sd,fold_B_measyear_sd,temporal_center_abs_diff_years,fold_A_missing_public_coordinate_count,fold_B_missing_public_coordinate_count,crossfold_lineage_overlap_count,crossfold_lineage_roots,candidate_audit_status,eligible_for_ranking,rank_within_state_frame,top_diagnostic_candidate,selected_as_final_partition,not_a_final_partition_note
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,2022,012022,12201,4-5,1-2-3,2,3,0,25,33548846.190000005,0,0,0,0.0,0.0,0.0,0.07271659733711813,2246,3361,0.002377979906069861,70,71,70,71,0.9859154929577465,0.4018912529550827,0.40426923286115257,2246,3361,2018.8214603739982,2018.2023207378757,2020.0,2018.0,2014,2022,2015,2021,2.798297733424354,1.263548232709109,0.6191396361225543,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_IN_A3-5_B1-2-4,T1,18,IN,Indiana,2022,182022,182201,3-5,1-2-4,2,3,0,34,23157078.3,0,0,0,0.0,0.0,0.0,0.06492722000426643,1496,2289,0.019815059445178335,50,51,50,51,0.9803921568627451,0.39603960396039606,0.4158546634055744,1496,2289,2018.3342245989304,2019.3861948449105,2018.0,2019.0,2016,2021,2016,2022,1.448996354426162,2.1929045381451218,1.051970245980101,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_IA_A3-5_B1-2-4,T1,19,IA,Iowa,2022,192022,192201,3-5,1-2-4,2,3,0,29,36013524.400000006,0,0,0,0.0,0.0,0.0,0.04095530675338805,2384,3564,0.0033624747814391394,70,71,70,71,0.9859154929577465,0.4018912529550827,0.40525372773652185,2384,3564,2018.3317953020135,2019.3571829405162,2018.0,2019.0,2016,2021,2015,2022,1.456395149020767,2.1945961057930057,1.025387638502707,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_KS_A2-3_B1-4-5,T1,20,KS,Kansas,2022,202022,202201,2-3,1-4-5,2,3,0,22,52657279.29999999,0,0,0,0.0,0.0,0.0,0.02074937907024419,3486,5221,0.001531334941235065,97,98,97,98,0.9897959183673469,0.40598290598290604,0.4075142409241411,3486,5221,2017.7567412507171,2019.8475387856734,2017.0,2020.0,2016,2022,2018,2022,2.2305892563604295,1.2478825647017315,2.0907975349562093,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_KY_A2-3_B1-4-5,T1,21,KY,Kentucky,2022,212022,212201,2-3,1-4-5,2,3,0,29,25860092.060000002,0,0,0,0.0,0.0,0.0,0.08357242950370572,1694,2526,0.005924170616113744,59,60,58,61,0.9508196721311475,0.3991596638655462,0.4050838344816599,1694,2526,2019.651121605667,2021.041567695962,2018.0,2021.0,2016,2025,2017,2024,3.1190981238637163,1.8688308826880802,1.3904460902949722,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_LA_A2-4_B1-3-5,T1,22,LA,Louisiana,2022,222022,222201,2-4,1-3-5,2,3,0,26,33520164.38000001,0,0,0,0.0,0.0,0.0,0.056579441234285766,2155,3212,0.0063660642196136175,75,75,74,76,0.9736842105263158,0.4166666666666667,0.4230327308862803,2155,3212,2019.9187935034802,2019.98599003736,2020.0,2020.0,2016,2023,2016,2024,2.031185471868015,2.3243909702645817,0.06719653387972357,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_ME_A1-5_B2-3-4,T1,23,ME,Maine,2022,232022,232201,1-5,2-3-4,2,3,0,63,21199748.699999996,0,0,0,0.0,0.0,0.0,0.139007939276686,1399,2113,0.0068811693242217704,49,51,49,51,0.9607843137254902,0.375,0.3818811693242218,1399,2113,2018.471050750536,2020.9692380501656,2018.0,2021.0,2017,2019,2019,2022,0.5092685681766528,0.8179451784752406,2.498187299629535,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_MD_A3-4_B1-2-5,T1,24,MD,Maryland,2022,242022,242201,3-4,1-2-5,2,3,0,25,6690526.999999997,0,0,0,0.0,0.0,0.0,0.19179540109647428,396,573,0.03611971104231166,24,24,23,25,0.92,0.4166666666666667,0.45278637770897834,396,573,2017.7575757575758,2019.9790575916231,2018.0,2020.0,2016,2020,2016,2023,0.8725450519394294,2.156365066292106,2.221481834047381,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_MA_A2-4_B1-3-5,T1,25,MA,Massachusetts,2022,252022,252201,2-4,1-3-5,2,3,0,10,5288557.5,0,0,0,0.0,0.0,0.0,0.07231339356637613,318,469,0.016941973739940643,20,20,19,21,0.9047619047619048,0.41666666666666663,0.4336086404066073,318,469,2018.748427672956,2019.639658848614,2019.0,2020.0,2016,2023,2016,2023,2.1297607379107135,1.8617278674924047,0.8912311756580493,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_MI_A1-3_B2-4-5,T1,26,MI,Michigan,2022,262022,262201,1-3,2-4-5,2,3,0,57,37385029.89999999,0,0,0,0.0,0.0,0.0,0.11667861619101626,2619,3950,0.005454914497386773,97,102,97,102,0.9509803921568627,0.36432160804020103,0.3697765225375878,2619,3950,2019.0011454753724,2018.7959493670885,2018.0,2019.0,2015,2022,2015,2022,2.2190057377830135,1.900775866821484,0.20519610828387158,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_MN_A2-3_B1-4-5,T1,27,MN,Minnesota,2022,272022,272201,2-3,1-4-5,2,3,0,57,54010347.699999996,0,0,0,0.0,0.0,0.0,0.05046633339744854,7002,10525,0.0020920104220156,113,113,113,113,1.0,0.4166666666666667,0.4187586770886823,7002,10525,2020.4018851756641,2019.5528741092637,2020.0,2019.0,2019,2021,2017,2022,0.5887939777124379,1.736319868428428,0.8490110664004078,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_MS_A4-5_B1-2-3,T1,28,MS,Mississippi,2022,282022,282201,4-5,1-2-3,2,3,0,21,31001949.249999996,0,0,0,0.0,0.0,0.0,0.04725601900644922,2211,3323,0.0019575954704253184,67,70,67,70,0.9571428571428572,0.37104622871046233,0.3730038241808877,2211,3323,2019.3749434644958,2020.613000300933,2020.0,2021.0,2017,2022,2017,2023,0.8760699645434382,1.7851415628621914,1.2380568364371811,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_MO_A4-5_B1-2-3,T1,29,MO,Missouri,2022,292022,292201,4-5,1-2-3,2,3,0,46,44610858.50000002,0,0,0,0.0,0.0,0.0,0.08404526180190967,2889,4447,0.025786077789894533,93,98,92,99,0.9292929292929293,0.362129144851658,0.38791522264155254,2889,4447,2018.9550017307026,2018.8003148189791,2019.0,2018.0,2017,2021,2015,2022,0.8692480561777224,2.5318786024594195,0.1546869117235019,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_MT_A2-4_B1-3-5,T1,30,MT,Montana,2022,302022,302201,2-4,1-3-5,2,3,0,230,94106757.00000001,0,0,0,0.0,0.0,0.0,0.1283579662890925,6155,9128,0.011396104604244417,180,179,178,181,0.9834254143646409,0.42246982358402974,0.43386592818827413,6155,9128,2018.5883021933387,2016.9115907099035,2018.0,2018.0,2015,2025,2013,2024,2.7871273623013213,2.885827394061766,1.676711483435156,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_NE_A1-5_B2-3-4,T1,31,NE,Nebraska,2022,312022,312201,1-5,2-3-4,2,3,0,15,49506063.99999999,0,0,0,0.0,0.0,0.0,0.013544332855325534,3305,4955,0.0005044390637610517,103,104,103,104,0.9903846153846154,0.40660225442834147,0.40710669349210254,3305,4955,2020.4638426626325,2017.969323915237,2020.0,2018.0,2019,2022,2016,2022,0.9195761074365791,1.8872827931615748,2.494518747395432,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_NV_A1-3_B2-4-5,T1,32,NV,Nevada,2022,322022,322201,1-3,2-4-5,2,3,0,59,67771361.0,0,0,0,0.0,0.0,0.0,0.060151875910467896,4592,6792,0.014054813773717497,142,142,141,143,0.986013986013986,0.41666666666666663,0.4307214804403841,4592,6792,2017.5531358885016,2017.5998233215548,2018.0,2018.0,2014,2023,2012,2024,2.7314665207137994,3.0416129252195927,0.04668743305319367,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_NH_A3-5_B1-2-4,T1,33,NH,New Hampshire,2022,332022,332201,3-5,1-2-4,2,3,0,17,5940580.300000001,0,0,0,0.0,0.0,0.0,0.13210451993079803,475,695,0.02492877492877497,20,20,20,20,1.0,0.41666666666666663,0.4415954415954416,475,695,2019.9957894736842,2018.4057553956834,2020.0,2018.0,2018,2023,2016,2023,1.6069414161937692,2.0796727804633344,1.5900340780008264,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_NJ_A3-4_B1-2-5,T1,34,NJ,New Jersey,2022,342022,342201,3-4,1-2-5,2,3,0,11,5000449.8,0,0,0,0.0,0.0,0.0,0.1113677804991296,570,925,0.07803790412486059,17,17,17,17,1.0,0.41666666666666663,0.4947045707915272,570,925,2021.1543859649123,2019.398918918919,2022.0,2019.0,2018,2023,2017,2022,1.4512669666846332,1.0860184434143185,1.7554670459933277,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_NM_A1-4_B2-3-5,T1,35,NM,New Mexico,2022,352022,352201,1-4,2-3-5,2,3,0,157,77816959.99999996,0,0,0,0.0,0.0,0.0,0.13816148981424706,4892,7211,0.01748877688727319,151,151,151,151,1.0,0.41666666666666663,0.4341554435539398,4892,7211,2017.983033524121,2017.1844404382193,2019.0,2018.0,2012,2025,2012,2024,2.9994067355364398,2.9978886286590143,0.7985930859017571,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_NY_A3-5_B1-2-4,T1,36,NY,New York,2022,362022,362201,3-5,1-2-4,2,3,0,73,31429223.59999999,0,0,0,0.0,0.0,0.0,0.13932014315306349,1791,2715,0.01054150022192632,71,76,71,76,0.9342105263157895,0.34580498866213155,0.35634648888405784,1791,2715,2020.0106085985483,2018.5462246777163,2021.0,2018.0,2018,2023,2016,2023,1.567262573970807,2.147726669372192,1.464383920832006,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_NC_A4-5_B1-2-3,T1,37,NC,North Carolina,2022,372022,372201,4-5,1-2-3,2,3,0,22,34444233.5,0,0,0,0.0,0.0,0.0,0.055085891912699136,2273,3434,0.007154955902108588,79,80,77,82,0.9390243902439024,0.4035639412997903,0.41071889720189886,2273,3434,2021.0048394192697,2018.163948747816,2021.0,2019.0,2016,2022,2015,2021,1.3146899513971315,1.5087565416800102,2.840890671453735,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_ND_A1-5_B2-3-4,T1,38,ND,North Dakota,2022,382022,382201,1-5,2-3-4,2,3,0,9,45246938.800000004,0,0,0,0.0,0.0,0.0,0.009624908255227512,3046,4557,0.0026305405760883864,87,88,87,88,0.9886363636363636,0.4047619047619048,0.40739244533799324,3046,4557,2020.4878529218647,2018.000877770463,2020.5,2018.0,2019,2022,2016,2022,0.913149794841485,1.9053547579109478,2.4869751514017935,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_OH_A1-5_B2-3-4,T1,39,OH,Ohio,2022,392022,392201,1-5,2-3-4,2,3,0,45,26448518.099999983,0,0,0,0.0,0.0,0.0,0.098617554661076,1650,2439,0.01467351430667645,56,56,56,56,1.0,0.41666666666666663,0.4313401809733431,1650,2439,2019.8927272727274,2018.4838048380484,2021.0,2019.0,2016,2023,2016,2022,2.631388264945541,1.2944492925255822,1.4089224346789706,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_OK_A2-4_B1-3-5,T1,40,OK,Oklahoma,2022,402022,402201,2-4,1-3-5,2,3,0,26,44735345.18,0,0,0,0.0,0.0,0.0,0.036681888827999075,2911,4387,0.0046816479400748545,97,100,97,100,0.97,0.3849407783417935,0.3896224262818684,2911,4387,2017.9141188594986,2019.3478459083656,2018.0,2020.0,2013,2023,2014,2024,3.3282364666021165,2.7966165450918297,1.4337270488670129,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_OR_A1-2_B3-4-5,T1,41,OR,Oregon,2022,412022,412201,1-2,3-4-5,2,3,0,197,62962807.46000001,0,0,0,0.0,0.0,0.0,0.09879690947776416,6302,9428,0.0026488662852299696,125,126,123,128,0.9609375,0.4083665338645418,0.4110154001497718,6302,9428,2017.1737543636941,2018.0377598642342,2019.0,2018.0,2014,2022,2012,2024,2.6065833836049834,3.102754886326361,0.8640055005400882,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_PA_A2-4_B1-3-5,T1,42,PA,Pennsylvania,2022,422022,422201,2-4,1-3-5,2,3,0,61,28996035.899999995,0,0,0,0.0,0.0,0.0,0.1382238901949236,1805,2602,0.039898646093336314,62,64,62,64,0.96875,0.38359788359788366,0.42349652969122,1805,2602,2018.565650969529,2019.4162182936202,2018.0,2020.0,2016,2023,2016,2023,2.135575336484241,1.861633888165866,0.8505673240911165,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_RI_A4-5_B1-2-3,T1,44,RI,Rhode Island,2022,442022,442201,4-5,1-2-3,2,3,0,8,781730.1,0,0,0,0.0,0.0,0.0,0.1352944466644439,94,140,0.007122507122507174,5,6,5,6,0.8333333333333334,0.22727272727272727,0.23439523439523444,94,140,2019.3085106382978,2019.2571428571428,2019.0,2018.5,2018,2022,2016,2022,1.057757780113664,2.5171967638208854,0.051367781155022385,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_SC_A2-5_B1-3-4,T1,45,SC,South Carolina,2022,452022,452201,2-5,1-3-4,2,3,0,13,20493135.509999998,0,0,0,0.0,0.0,0.0,0.06064748693870639,1442,2200,0.01693208859600957,48,48,47,49,0.9591836734693877,0.4166666666666667,0.43359875526267627,1442,2200,2019.3141470180306,2020.5118181818182,2020.0,2021.0,2018,2022,2017,2023,1.1587076126433384,1.75587012969549,1.1976711637876178,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_SD_A3-4_B1-2-5,T1,46,SD,South Dakota,2022,462022,462201,3-4,1-2-5,2,3,0,19,49353880.300000004,0,0,0,0.0,0.0,0.0,0.023546720058699046,3384,5076,0.0,105,103,103,105,0.9809523809523809,0.4366987179487179,0.4366987179487179,3384,5076,2017.7036052009457,2019.7645784081953,2018.0,2020.0,2016,2019,2016,2022,0.8956352954665783,2.087621089271976,2.060973207249617,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_TN_A1-2_B3-4-5,T1,47,TN,Tennessee,2022,472022,472201,1-2,3-4-5,2,3,0,21,26971951.349999998,0,0,0,0.0,0.0,0.0,0.07777027334680695,1861,2782,0.003410151482518446,63,65,63,65,0.9692307692307692,0.38411458333333326,0.3875247348158517,1861,2782,2021.863514239656,2019.502156721783,2023.0,2019.0,2016,2025,2016,2024,2.3921166018880236,1.7658194483652194,2.3613575178731026,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_TX_A1-4_B2-3-5,T1,48,TX,Texas,2022,482022,482201,1-4,2-3-5,2,3,0,34,171901685.51000005,0,0,0,0.0,0.0,0.0,0.02744184985258891,9634,14481,0.0020733982998133943,325,325,325,325,1.0,0.4166666666666667,0.4187400649664801,9634,14481,2019.1184347104006,2018.4347075478213,2019.0,2018.0,2014,2025,2008,2024,2.8798181611841076,2.880402874130164,0.6837271625793164,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_UT_A1-4_B2-3-5,T1,49,UT,Utah,2022,492022,492201,1-4,2-3-5,2,3,0,135,54335029.00000001,0,0,0,0.0,0.0,0.0,0.1332034090113487,3573,5282,0.014586862412949327,111,110,110,111,0.990990990990991,0.4260935143288085,0.4406803767417578,3573,5282,2018.0839630562552,2017.337372207497,2019.0,2017.0,2011,2024,2011,2023,3.0546905116255343,3.08286130782054,0.7465908487581601,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_VT_A2-4_B1-3-5,T1,50,VT,Vermont,2022,502022,502201,2-4,1-3-5,2,3,0,17,6153028.8,0,0,0,0.0,0.0,0.0,0.10305906483679601,450,672,0.004456327985739751,18,18,18,18,1.0,0.41666666666666663,0.4211229946524064,450,672,2018.6177777777777,2019.404761904762,2018.0,2020.0,2016,2023,2016,2023,2.173057219401362,1.9037592279670479,0.78698412698418,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_VA_A2-5_B1-3-4,T1,51,VA,Virginia,2022,512022,512201,2-5,1-3-4,2,3,0,26,27375955.900000002,0,0,0,0.0,0.0,0.0,0.05706357749395325,1923,2907,0.007763975155279503,67,68,67,68,0.9852941176470589,0.4012345679012345,0.408998543056514,1923,2907,2020.802392095684,2019.9600963192295,2021.0,2020.0,2017,2023,2017,2023,1.6619805951413378,1.3460670416959404,0.8422957764544208,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_WA_A4-5_B1-2-3,T1,53,WA,Washington,2022,532022,532201,4-5,1-2-3,2,3,0,160,45630365.71,0,0,0,0.0,0.0,0.0,0.12855903878368863,3814,5706,0.0026260504201680674,93,95,93,95,0.9789473684210527,0.3945035460992907,0.3971295965194588,3814,5706,2017.5671211326692,2017.5651945320715,2018.0,2016.0,2012,2024,2014,2023,3.3367796368871425,2.7155619188912006,0.00192660059769878,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_WV_A3-5_B1-2-4,T1,54,WV,West Virginia,2022,542022,542201,3-5,1-2-4,2,3,0,26,15507055.899999999,0,1,1,0.0,23014.8,23014.8,0.12120579908173051,941,1416,0.003182011030971574,40,41,40,41,0.975609756097561,0.3909465020576132,0.3941285130885848,941,1416,2018.394261424017,2019.555790960452,2018.0,2019.0,2016,2022,2016,2023,1.5161292440871483,2.349286413592726,1.161529536434955,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
T1_WI_A1-2_B3-4-5,T1,55,WI,Wisconsin,2022,552022,552201,1-2,3-4-5,2,3,0,62,35928998.699999996,0,0,0,0.0,0.0,0.0,0.08040020441322115,4663,6923,0.010285401921859783,80,81,80,81,0.9876543209876543,0.40372670807453415,0.41401210999639393,4663,6923,2019.7857602401887,2018.2296692185469,2021.0,2018.0,2015,2022,2015,2021,2.5620976933547146,1.267741813983225,1.5560910216418051,0,0,0,,ELIGIBLE_DESIGN_ONLY_RANKING,1,1,1,0,D09C diagnostic only; mainline must decide
