candidate_id,frame_id,state_fips,state_abbr,state_name,fold,panel,panel_combination_weight,component_evalid,estn_unit_cn,estn_unit,stratum_cn,stratumcd,parent_stratum_area_acres,parent_p1pointcnt,parent_p2pointcnt,full_evaluation_expns_comparator,panel_plot_count_n_hp,ma_panel_expns_acres_per_plot,full_evaluation_expns_reused_as_final_panel_weight,weighted_synthetic_constant_recovered_area_acres,calibration_relative_error_represented_stratum_panel,calibration_status,variance_df_n_minus_1,within_stratum_panel_variance_estimable_flag,adj_factor_macr,adj_factor_subp,adj_factor_micr,adjustment_treatment,variance_inputs_treatment,estimator_role
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005018290487,4,1262928073290487,47,610846.3362298142,2746675,109,5604.094827796461,23,26558.536357818008,0,305423.1681149071,0.0,PASS,22,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005018290487,4,1262928074290487,84,660958.7870254125,2972006,103,6417.075602188472,22,30043.581228427844,0,330479.3935127063,0.0,PASS,21,1,0.0,1.002433090024331,1.002433090024331,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005018290487,4,1262928075290487,100,2629874.3122703903,11825249,424,6202.533755354694,84,31308.027527028455,0,1314937.1561351952,0.0,PASS,83,1,0.0,1.000589970501475,1.000589970501475,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005022290487,5,1262928076290487,10,857807.1318938015,3857136,149,5757.094844924843,32,26806.472871681297,0,428903.56594690075,0.0,PASS,31,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005022290487,5,1262928077290487,47,1104852.4349891662,4967977,178,6207.036151624529,34,32495.659852622535,0,552426.2174945831,0.0,PASS,33,1,0.0,1.0014064697609002,1.0014064697609002,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005022290487,5,1262928078290487,84,1118283.9711680114,5028372,187,5980.128188064232,42,26625.808837333607,0,559141.9855840057,0.0,PASS,41,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005022290487,5,1262928079290487,100,3229296.461949021,14520555,537,6013.587452419034,105,30755.204399514485,0,1614648.2309745105,0.0,PASS,104,1,0.0,1.001689391128364,1.0013986013986014,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005019290487,6,1262928080290487,10,1434585.1042994708,6450622,238,6027.668505459961,47,30523.087325520653,0,717292.5521497354,0.0,PASS,46,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005019290487,6,1262928081290487,47,847812.9753774332,3812197,147,5767.435206649206,21,40372.04644654444,0,423906.4876887166,0.0,PASS,20,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005019290487,6,1262928082290487,84100,2268416.560323096,10199951,376,6033.0227668167445,83,27330.32000389272,0,1134208.280161548,0.0,PASS,82,1,0.0,1.004197457236899,1.0040053404539386,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005023290487,801,1262928084290487,97,241383.32970425324,1085382,48,5028.819368838609,9,26820.36996713925,0,120691.66485212662,0.0,PASS,8,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,4,0.5,12201,1263005023290487,801,1262928085290487,100,428696.0302957468,1927635,81,5292.543583898108,19,22562.948962934042,0,214348.0151478734,0.0,PASS,18,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005017290487,1,1262928060290487,10,860238.5887326968,3868069,145,5932.679922294461,28,30722.80674045346,0,430119.2943663484,0.0,PASS,27,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005017290487,1,1262928061290487,47,786068.352624583,3534562,136,5779.914357533699,26,30233.398177868577,0,393034.1763122915,0.0,PASS,25,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005017290487,1,1262928062290487,84,767710.3257165528,3452015,131,5860.384165775212,22,34895.92389620694,0,383855.1628582764,0.0,PASS,21,1,0.0,1.0019120458891013,1.0019120458891013,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005017290487,1,1262928063290487,100,1826366.0329261674,8212268,300,6087.886776420558,64,28536.969264471365,0,913183.0164630837,0.0,PASS,63,1,0.0,1.0003568673088437,1.0008340283569641,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005020290487,2,1262928064290487,10,249989.36939355836,1124079,47,5318.922753054433,12,20832.447449463198,0,124994.68469677918,0.0,PASS,11,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005020290487,2,1262928065290487,47,653112.4866066332,2936725,110,5937.386241878484,28,23325.4459502369,0,326556.2433033166,0.0,PASS,27,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005020290487,2,1262928066290487,84,727093.6869087054,3269382,105,6924.701780082908,16,45443.35543179409,0,363546.8434543527,0.0,PASS,15,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005020290487,2,1262928067290487,100,2762754.387091103,12422745,465,5941.407284066889,93,29707.03642033444,0,1381377.1935455515,0.0,PASS,92,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005021290487,3,1262928068290487,10,1258939.6274719276,5660831,218,5774.952419595998,46,27368.25277112886,0,629469.8137359638,0.0,PASS,45,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005021290487,3,1262928069290487,47,1711356.124365825,7695125,283,6047.194785744965,65,26328.55575947423,0,855678.0621829125,0.0,PASS,64,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005021290487,3,1262928070290487,84,1643945.8007891905,7392014,281,5850.340928075411,54,30443.44075535538,0,821972.9003945952,0.0,PASS,53,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005021290487,3,1262928071290487,100,4494987.8773730565,20211745,740,6074.307942396023,139,32338.042283259398,0,2247493.9386865282,0.0,PASS,138,1,0.0,1.0003379520108144,1.0003379520108144,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005018290487,4,1262928072290487,10,373470.0944743829,1679311,69,5412.610064846129,14,26676.435319598775,0,186735.04723719144,0.0,PASS,13,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005018290487,4,1262928073290487,47,610846.3362298142,2746675,109,5604.094827796461,21,29087.920772848294,0,305423.1681149071,0.0,PASS,20,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005018290487,4,1262928074290487,84,660958.7870254125,2972006,103,6417.075602188472,22,30043.581228427844,0,330479.3935127063,0.0,PASS,21,1,0.0,1.002433090024331,1.002433090024331,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005018290487,4,1262928075290487,100,2629874.3122703903,11825249,424,6202.533755354694,81,32467.584102103585,0,1314937.1561351952,0.0,PASS,80,1,0.0,1.000589970501475,1.000589970501475,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005022290487,5,1262928076290487,10,857807.1318938015,3857136,149,5757.094844924843,29,29579.55627220005,0,428903.56594690075,0.0,PASS,28,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005022290487,5,1262928077290487,47,1104852.4349891662,4967977,178,6207.036151624529,35,31567.212428261893,0,552426.2174945831,0.0,PASS,34,1,0.0,1.0014064697609002,1.0014064697609002,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005022290487,5,1262928078290487,84,1118283.9711680114,5028372,187,5980.128188064232,31,36073.676489290694,0,559141.9855840057,0.0,PASS,30,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005022290487,5,1262928079290487,100,3229296.461949021,14520555,537,6013.587452419034,115,28080.838799556706,0,1614648.2309745105,0.0,PASS,114,1,0.0,1.001689391128364,1.0013986013986014,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005019290487,6,1262928080290487,10,1434585.1042994708,6450622,238,6027.668505459961,45,31879.668984432683,0,717292.5521497354,0.0,PASS,44,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005019290487,6,1262928081290487,47,847812.9753774332,3812197,147,5767.435206649206,37,22913.86419939009,0,423906.4876887166,1.3731250312028843e-16,PASS,36,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005019290487,6,1262928082290487,84100,2268416.560323096,10199951,376,6033.0227668167445,71,31949.529018635152,0,1134208.280161548,0.0,PASS,70,1,0.0,1.004197457236899,1.0040053404539386,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005023290487,801,1262928084290487,97,241383.32970425324,1085382,48,5028.819368838609,11,21943.939064023023,0,120691.66485212662,1.2057100418820217e-16,PASS,10,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
T1_AL_A4-5_B1-2-3,T1,01,AL,Alabama,A,5,0.5,12201,1263005023290487,801,1262928085290487,100,428696.0302957468,1927635,81,5292.543583898108,17,25217.413546808635,0,214348.0151478734,0.0,PASS,16,1,0.0,1.0,1.0,RETAIN_EVALUATION_STRATUM_FIELDS_FOR_FUTURE_RESPONSE_ONLY,PANEL_VARIANCE_THEN_EQUAL_WEIGHT_SQUARED_COMBINATION_AUDIT_ONLY,AUDIT_ONLY_NOT_FINAL_Q1_ESTIMATOR
