analysis_species_id,analysis_species_name,v01_scientific_status,v01_class,v02_class,v01_reason_code,v02_reason_code,class_changed,change_explanation,semantic_attribution_status,confirmed_native_outside_North_America,transcontinental_circumboreal_global_extension_flag,transcontinental_semantic_role_v02,relevant_frozen_level3_external_evidence,frozen_outside_North_America_level3_evidence,frozen_other_NA_extension_level3_evidence,v01_classification_sha256,v02_classification_sha256
34302,Carpinus caroliniana,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
34965,Castanea dentata,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
35021,Castanea ozarkensis,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
35028,Castanea pumila,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
39927,Chrysolepis chrysophylla,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
47363,Cornus florida,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast;MXG:Mexico Gulf,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
47451,Cornus nuttallii,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
83824,Fagus grandifolia,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
113859,Liriodendron tulipifera,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
117423,Magnolia acuminata,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
117583,Magnolia fraseri,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
117615,Magnolia grandiflora,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
117698,Magnolia macrophylla,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
117869,Magnolia tripetala,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
117883,Magnolia virginiana,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,FAIL_EXTRA_NA,BORDERLINE_OTHER_NA,TRANSCONTINENTAL_EXTENSION,CONFIRMED_NATIVE_OTHER_NA_EXTENSION,YES,"V01 transcontinental-only Class-1 authority removed; explicit frozen evidence is North-America-side other extension, so corrected Class 2 controls.",PASS,FALSE,TRUE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,CUB:Cuba,NONE,CUB:Cuba,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
136188,Nyssa aquatica,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
136191,Nyssa biflora,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
136212,Nyssa ogeche,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
136221,Nyssa sylvatica,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXT:Mexico Southeast,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
144637,Ostrya virginiana,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,FAIL_EXTRA_NA,BORDERLINE_OTHER_NA,TRANSCONTINENTAL_EXTENSION,CONFIRMED_NATIVE_CENTRAL_AMERICA,YES,"V01 transcontinental-only Class-1 authority removed; explicit frozen evidence is North-America-side other extension, so corrected Class 2 controls.",PASS,FALSE,TRUE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,ELS:El Salvador;GUA:Guatemala;HON:Honduras;MXC:Mexico Central;MXE:Mexico Northeast;MXG:Mexico Gulf;MXS:Mexico Southwest;MXT:Mexico Southeast,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
171483,Quercus agrifolia,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXN:Mexico Northwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
171499,Quercus alba,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
171655,Quercus arizonica,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,BORDERLINE_MEXICO,BORDERLINE_MEXICO,CONFIRMED_NATIVE_MEXICO,CONFIRMED_NATIVE_MEXICO,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,MXE:Mexico Northeast;MXN:Mexico Northwest,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
171657,Quercus arkansana,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
171779,Quercus bicolor,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,RETAIN_USCA_AUDIT,RETAIN_USCA_AUDIT,CONFIRMED_NATIVE_CANADA,CONFIRMED_NATIVE_CANADA,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
171890,Quercus buckleyi,MAINLINE_CONTRACT_SEMANTICS_FAIL / COMPUTATIONAL_EXECUTION_PASS,PASS_COARSE,PASS_COARSE,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO_CONFIRMED_EXTERNAL_NATIVE_EXTENSION_IN_FROZEN_D08B1,NO,UNCHANGED_UNDER_CORRECTED_PRECEDENCE,PASS,FALSE,FALSE,DIAGNOSTIC_ONLY_ZERO_INDEPENDENT_ROUTING_AUTHORITY,NONE,NONE,NONE,243978406cb913c13898b333671000c30592079d076ef8b995822a1684f8a8cd,d0ff6281d3e5a8aa2cb1438fd70cc2650163b6c512ffe8299c24d3555ddfcb64
