layer,model,world,orientation,replicate,split_seed,n_species,n_train,n_calibration,n_test,world0_gamma,latent_truth_geometry_gain_pct,predictive_set_gain_pct,observed_map_error_gain_pct,geometry_latent_truth_coverage,geometry_observed_map_coverage,world0_latent_truth_coverage,world0_observed_map_coverage,world0_set_diameter,geometry_set_diameter,world0_latent_truth_error,geometry_latent_truth_error,world0_observed_map_error,geometry_observed_map_error,world0_support_dispersion,geometry_support_dispersion,observation_regime
L1,ORACLE,PAIRED_NULL,AB,3,9042103,72,28,28,16,0.0,7.525644760284854,-9.334740630595562,7.101256710706834,1.0,1.0,1.0,0.875,426.19639615326605,465.980724311119,140.33072826597768,129.76993616715956,142.92577431476948,132.7762481749122,0.0,0.0,O2
L1,ORACLE,PAIRED_NULL,AB,4,9042104,72,28,28,16,0.0,2.616545099139082,18.303507862924768,5.0355320166524615,0.875,0.875,1.0,1.0,516.3463294667449,421.83683845287584,154.44990766843904,150.40865617871566,145.53786073617977,138.20925516245836,0.0,0.0,O2
L1,ORACLE,PAIRED_NULL,AB,5,9042105,72,28,28,16,0.0,7.085364935100259,-22.15925380847179,10.310599119004662,1.0,1.0,0.9375,0.875,394.82622485564036,482.31677012380925,148.30977639903102,137.80148750672848,142.0806516270962,127.43128521215672,0.0,0.0,O2
L1,ORACLE,PAIRED_NULL,BA,1,9042101,72,28,28,16,0.0,1.1477772868491931,-1.606095001551323,1.635034569774674,0.9375,0.9375,0.9375,0.9375,478.97398365853996,486.666760868811,137.7592071914932,136.17803830080572,131.55225137263733,129.40132658537783,0.0,0.0,O2
L1,ORACLE,PAIRED_NULL,BA,2,9042102,72,28,28,16,0.0,3.3428602825614493,7.174272125379627,4.074071156830498,0.875,0.9375,1.0,1.0,511.869905139993,475.14696521732736,155.2684480235094,150.07804074318193,146.22593068954933,140.26858222351945,0.0,0.0,O2
L1,ORACLE,PAIRED_NULL,BA,3,9042103,72,28,28,16,0.0,6.737663048850251,-6.623111727603238,6.39685226827999,1.0,1.0,1.0,0.875,424.34376527443567,452.44852695768,140.33072826597768,130.87571664141845,145.05736195789018,135.77825680917977,0.0,0.0,O2
L1,ORACLE,PAIRED_NULL,BA,4,9042104,72,28,28,16,0.0,3.183541260891803,10.407638139535294,4.466719307683009,0.875,0.875,1.0,0.9375,511.869905139993,458.59633766784,154.44990766843904,149.532931130405,150.75977856989067,144.0257624322892,0.0,0.0,O2
L1,ORACLE,PAIRED_NULL,BA,5,9042105,72,28,28,16,0.0,7.281155616475362,-10.014790396284456,9.181284278690619,1.0,1.0,0.9375,0.875,424.34376527443567,466.8409039263717,148.30977639903102,137.51111078497092,143.34454565810108,130.18367542323335,0.0,0.0,O2
L1,ORACLE,PAIRED_NULL,AB,1,9042101,72,28,28,16,0.0,2.769219461119131,-2.1523106396612985,3.8207476776694356,0.9375,1.0,0.9375,0.9375,475.47743830064076,485.71118979437443,137.7592071914932,133.94435241646295,133.3694079306165,128.27369937438598,0.0,0.0,O3
L1,ORACLE,PAIRED_NULL,AB,2,9042102,72,28,28,16,0.0,3.59396616694651,-8.7924373269185,4.777694290783622,0.75,0.9375,0.75,0.8125,394.82622485564036,429.54107322631086,155.2684480235094,149.68815253360154,145.22560770542302,138.2871721373252,0.0,0.0,O3
L1,ORACLE,PAIRED_NULL,AB,3,9042103,72,28,28,16,0.0,7.525644760284854,-9.334740630595562,7.101256710706834,1.0,1.0,1.0,0.875,426.19639615326605,465.980724311119,140.33072826597768,129.76993616715956,142.92577431476948,132.7762481749122,0.0,0.0,O3
L1,ORACLE,PAIRED_NULL,AB,4,9042104,72,28,28,16,0.0,2.616545099139082,18.303507862924768,5.0355320166524615,0.875,0.875,1.0,1.0,516.3463294667449,421.83683845287584,154.44990766843904,150.40865617871566,145.53786073617977,138.20925516245836,0.0,0.0,O3
L1,ORACLE,PAIRED_NULL,AB,5,9042105,72,28,28,16,0.0,7.085364935100259,-22.15925380847179,10.310599119004662,1.0,1.0,0.9375,0.875,394.82622485564036,482.31677012380925,148.30977639903102,137.80148750672848,142.0806516270962,127.43128521215672,0.0,0.0,O3
L1,ORACLE,PAIRED_NULL,BA,1,9042101,72,28,28,16,0.0,1.1477772868491931,-1.606095001551323,1.635034569774674,0.9375,0.9375,0.9375,0.9375,478.97398365853996,486.666760868811,137.7592071914932,136.17803830080572,131.55225137263733,129.40132658537783,0.0,0.0,O3
L1,ORACLE,PAIRED_NULL,BA,2,9042102,72,28,28,16,0.0,3.3428602825614493,7.174272125379627,4.074071156830498,0.875,0.9375,1.0,1.0,511.869905139993,475.14696521732736,155.2684480235094,150.07804074318193,146.22593068954933,140.26858222351945,0.0,0.0,O3
L1,ORACLE,PAIRED_NULL,BA,3,9042103,72,28,28,16,0.0,6.737663048850251,-6.623111727603238,6.39685226827999,1.0,1.0,1.0,0.875,424.34376527443567,452.44852695768,140.33072826597768,130.87571664141845,145.05736195789018,135.77825680917977,0.0,0.0,O3
L1,ORACLE,PAIRED_NULL,BA,4,9042104,72,28,28,16,0.0,3.183541260891803,10.407638139535294,4.466719307683009,0.875,0.875,1.0,0.9375,511.869905139993,458.59633766784,154.44990766843904,149.532931130405,150.75977856989067,144.0257624322892,0.0,0.0,O3
L1,ORACLE,PAIRED_NULL,BA,5,9042105,72,28,28,16,0.0,7.281155616475362,-10.014790396284456,9.181284278690619,1.0,1.0,0.9375,0.875,424.34376527443567,466.8409039263717,148.30977639903102,137.51111078497092,143.34454565810108,130.18367542323335,0.0,0.0,O3
L1,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.4000000000000001,-97.65474754297107,-20.88853291195375,-30.58264963538581,1.0,1.0,1.0,1.0,171.01009811235727,206.7315987393214,20.466745000816882,40.45349316162826,35.009753426117975,45.716663654640115,0.0,0.0,O1
L1,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.4000000000000001,-104.63993747708798,-66.78157031819418,-43.051507453955715,1.0,0.8125,1.0,0.75,92.29178477950805,153.92568792995166,20.58911670643795,42.133555555139296,35.60985772238756,50.940438274084265,0.0,0.0,O1
L1,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.2000000000000002,-118.5454572848475,-2.9087113545265404,-28.41106839124702,0.875,0.6875,1.0,0.875,125.94964171469589,129.61315324423674,22.856368976295936,49.95155609795797,41.879172053849075,53.777492267756145,0.0,0.0,O1
L1,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.4000000000000001,-70.09149811188855,-13.653656246741583,-23.993578715503574,1.0,1.0,1.0,1.0,171.01009811235727,194.35922905583405,20.78686011053435,35.35668177243045,30.242406383508502,37.49864196459809,0.0,0.0,O1
L1,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.4000000000000001,-108.15563695464326,-30.72063338478724,-25.727708954254517,0.9375,0.8125,1.0,0.9375,128.21631810225708,167.60518312592407,21.17074818762348,44.06810573801125,37.37451075246251,46.99011610193263,0.0,0.0,O1
L1,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.4000000000000001,-143.8197972923599,-26.42659329754411,-57.132756586354745,1.0,1.0,1.0,1.0,213.77354276906274,270.26660749439446,20.466745000816882,49.90197617333593,32.81591977863181,51.56455934733096,0.0,0.0,O1
L1,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.4000000000000001,-144.20053609472922,-78.69903373721371,-66.74837859189786,0.9375,0.875,1.0,0.8125,104.38172881682964,186.52914079387332,20.58911670643795,50.27873337429093,35.001472166570395,58.36438732105056,0.0,0.0,O1
L1,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.2000000000000002,-155.18462484779047,-28.174557234988868,-48.72701149697204,0.9375,0.75,1.0,0.875,117.84495354972596,151.04724743613954,22.856368976295936,58.325939425987556,42.442509759200654,63.123476369169836,0.0,0.0,O1
L1,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.4000000000000001,-105.71382938437155,-21.474507342443843,-48.432038754639116,1.0,1.0,1.0,1.0,213.77354276906274,259.68035790720745,20.78686011053435,42.76144594215262,29.176937393082273,43.30792301871667,0.0,0.0,O1
L1,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.4000000000000001,-179.2522257909091,-77.32245628906873,-51.733491312853765,0.9375,0.875,1.0,0.9375,125.96144500401911,223.35792825833113,21.17074818762348,59.11978553052712,39.00655410869318,59.18600638995757,0.0,0.0,O1
L1,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.4000000000000001,-97.65474754297107,-20.88853291195375,-30.58264963538581,1.0,1.0,1.0,1.0,171.01009811235727,206.7315987393214,20.466745000816882,40.45349316162826,35.009753426117975,45.716663654640115,0.0,0.0,O2
L1,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.4000000000000001,-104.63993747708798,-66.78157031819418,-43.051507453955715,1.0,0.8125,1.0,0.75,92.29178477950805,153.92568792995166,20.58911670643795,42.133555555139296,35.60985772238756,50.940438274084265,0.0,0.0,O2
L1,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.2000000000000002,-118.5454572848475,-2.9087113545265404,-28.41106839124702,0.875,0.6875,1.0,0.875,125.94964171469589,129.61315324423674,22.856368976295936,49.95155609795797,41.879172053849075,53.777492267756145,0.0,0.0,O2
L1,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.4000000000000001,-70.09149811188855,-13.653656246741583,-23.993578715503574,1.0,1.0,1.0,1.0,171.01009811235727,194.35922905583405,20.78686011053435,35.35668177243045,30.242406383508502,37.49864196459809,0.0,0.0,O2
L1,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.4000000000000001,-108.15563695464326,-30.72063338478724,-25.727708954254517,0.9375,0.8125,1.0,0.9375,128.21631810225708,167.60518312592407,21.17074818762348,44.06810573801125,37.37451075246251,46.99011610193263,0.0,0.0,O2
L1,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.4000000000000001,-143.8197972923599,-26.42659329754411,-57.132756586354745,1.0,1.0,1.0,1.0,213.77354276906274,270.26660749439446,20.466745000816882,49.90197617333593,32.81591977863181,51.56455934733096,0.0,0.0,O2
L1,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.4000000000000001,-144.20053609472922,-78.69903373721371,-66.74837859189786,0.9375,0.875,1.0,0.8125,104.38172881682964,186.52914079387332,20.58911670643795,50.27873337429093,35.001472166570395,58.36438732105056,0.0,0.0,O2
L1,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.2000000000000002,-155.18462484779047,-28.174557234988868,-48.72701149697204,0.9375,0.75,1.0,0.875,117.84495354972596,151.04724743613954,22.856368976295936,58.325939425987556,42.442509759200654,63.123476369169836,0.0,0.0,O2
L1,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.4000000000000001,-105.71382938437155,-21.474507342443843,-48.432038754639116,1.0,1.0,1.0,1.0,213.77354276906274,259.68035790720745,20.78686011053435,42.76144594215262,29.176937393082273,43.30792301871667,0.0,0.0,O2
L1,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.4000000000000001,-179.2522257909091,-77.32245628906873,-51.733491312853765,0.9375,0.875,1.0,0.9375,125.96144500401911,223.35792825833113,21.17074818762348,59.11978553052712,39.00655410869318,59.18600638995757,0.0,0.0,O2
L1,ORACLE,STRONG,AB,1,9042101,72,28,28,16,1.4000000000000001,-97.65474754297107,-20.88853291195375,-30.58264963538581,1.0,1.0,1.0,1.0,171.01009811235727,206.7315987393214,20.466745000816882,40.45349316162826,35.009753426117975,45.716663654640115,0.0,0.0,O3
L1,ORACLE,STRONG,AB,2,9042102,72,28,28,16,1.4000000000000001,-104.63993747708798,-66.78157031819418,-43.051507453955715,1.0,0.8125,1.0,0.75,92.29178477950805,153.92568792995166,20.58911670643795,42.133555555139296,35.60985772238756,50.940438274084265,0.0,0.0,O3
L1,ORACLE,STRONG,AB,3,9042103,72,28,28,16,1.2000000000000002,-118.5454572848475,-2.9087113545265404,-28.41106839124702,0.875,0.6875,1.0,0.875,125.94964171469589,129.61315324423674,22.856368976295936,49.95155609795797,41.879172053849075,53.777492267756145,0.0,0.0,O3
L1,ORACLE,STRONG,AB,4,9042104,72,28,28,16,1.4000000000000001,-70.09149811188855,-13.653656246741583,-23.993578715503574,1.0,1.0,1.0,1.0,171.01009811235727,194.35922905583405,20.78686011053435,35.35668177243045,30.242406383508502,37.49864196459809,0.0,0.0,O3
L1,ORACLE,STRONG,AB,5,9042105,72,28,28,16,1.4000000000000001,-108.15563695464326,-30.72063338478724,-25.727708954254517,0.9375,0.8125,1.0,0.9375,128.21631810225708,167.60518312592407,21.17074818762348,44.06810573801125,37.37451075246251,46.99011610193263,0.0,0.0,O3
L1,ORACLE,STRONG,BA,1,9042101,72,28,28,16,1.4000000000000001,-143.8197972923599,-26.42659329754411,-57.132756586354745,1.0,1.0,1.0,1.0,213.77354276906274,270.26660749439446,20.466745000816882,49.90197617333593,32.81591977863181,51.56455934733096,0.0,0.0,O3
L1,ORACLE,STRONG,BA,2,9042102,72,28,28,16,1.4000000000000001,-144.20053609472922,-78.69903373721371,-66.74837859189786,0.9375,0.875,1.0,0.8125,104.38172881682964,186.52914079387332,20.58911670643795,50.27873337429093,35.001472166570395,58.36438732105056,0.0,0.0,O3
L1,ORACLE,STRONG,BA,3,9042103,72,28,28,16,1.2000000000000002,-155.18462484779047,-28.174557234988868,-48.72701149697204,0.9375,0.75,1.0,0.875,117.84495354972596,151.04724743613954,22.856368976295936,58.325939425987556,42.442509759200654,63.123476369169836,0.0,0.0,O3
L1,ORACLE,STRONG,BA,4,9042104,72,28,28,16,1.4000000000000001,-105.71382938437155,-21.474507342443843,-48.432038754639116,1.0,1.0,1.0,1.0,213.77354276906274,259.68035790720745,20.78686011053435,42.76144594215262,29.176937393082273,43.30792301871667,0.0,0.0,O3
L1,ORACLE,STRONG,BA,5,9042105,72,28,28,16,1.4000000000000001,-179.2522257909091,-77.32245628906873,-51.733491312853765,0.9375,0.875,1.0,0.9375,125.96144500401911,223.35792825833113,21.17074818762348,59.11978553052712,39.00655410869318,59.18600638995757,0.0,0.0,O3
