relative_path,bytes,sha256
inputs/request_decision/Q1_WORK_REQUEST_D08C1_FIA_ACCEPTED_SPECIES_ELIGIBILITY_v01_20260902.md,4344,8b8aaa99cc121f23c0f9ffa87998ceb43200b0cf8ed76d4a452e61ee7e5036c1
MANIFEST.json,20488,49e866866c0bcd52f79cdf0d6e4c8671932a5a8e77971ffb31cd941804d4b995
outputs/D08C1_RESULT_NOTE_v01.md,1022,211cd7c1a57e7beb8b6fbb26b25af5fd0c90d957530be236101fc02406401741
outputs/Q1_D08C1_50KM_FRONTIERS_v01.csv,4079,45f85be64b1d96a2c6e8648cda7f7cda4e6768c3bb92b5b507d4a01e5f36bb5e
outputs/Q1_D08C1_AB_SPLIT_AUDIT_v01.csv,26436,9bc2a5403689a02908d00f483406e8c19c1d2299f3b109a541c0f8cc60d4b4cd
outputs/Q1_D08C1_CODE_AGGREGATION_AUDIT_v01.csv,83588,0a275ae49c218c136f1409da971dcbf2d02b4b81b3a79cc2e6bedafa2e00853d
outputs/Q1_D08C1_DOMAIN_GRID_AUDIT_v01.csv,958,d3fa2aa5ac880f62c33b28fe490258d0656233540ea1a5217ac1378a81973d87
outputs/Q1_D08C1_GRAIN_SUMMARY_v01.csv,759,05907571d8742f416addd42276650669d72012d6cf80fc46270b31b9b82cc105
outputs/Q1_D08C1_INPUT_AUDIT_v01.csv,5534,3b67c784bbee6a0606bb2dab84de8c5b08356b7c08e4d95e1f8ef999070641aa
outputs/Q1_D08C1_LINEAGE_AUDIT_v01.csv,522,bcf3ddf30250f472ef924681ff9bb460c70fb41b750b3bf8ea8d4e45f60f8a97
outputs/Q1_D08C1_LITTLE_REVIEW_SURVIVOR_QUEUE_v01.csv,30695,3b804c02edbf187f4baccda6fc97121ea7c0923d1a92c510ec1def2e0b8f07e8
outputs/Q1_D08C1_MAINLINE_AUDIT_v01.xlsx,2541126,dd36759aba79b5f8d641c80dc658506deb80581c694bcfa45a2176c7c3ccf454
outputs/Q1_D08C1_NATIVE_STATE_AUDIT_v01.csv,3060446,f47aad58f8059661aa0c191a4bfeff549ef87ed39d57e62bd5d7521dac57dbaf
outputs/Q1_D08C1_NONANALYSIS_CODE_AUDIT_v01.csv,7574,e95a085c8d04c0c40dbe5292afe5f05d89892a783183756727a11fef5f77bc4e
outputs/Q1_D08C1_QC_v01.csv,1494,b42d68a9aca0675699ca80674990b4304c0b7a6382ee9172f475a38e8f1f087e
outputs/Q1_D08C1_SPECIES_GRAIN_CENSUS_v01.csv,2231693,e98b62da766e0d9f4888b7755288d8e58bb06c5bc9e27e3d2df1000d056fbca6
outputs/Q1_D08C1_STATE_CROSSWALK_AUDIT_v01.csv,2901,ca3aea15c366e6faa801f25e04e36af6e472df5fa97417e534c67d8dd3d8c5ea
outputs/Q1_D08C1_TRACEABILITY_SAMPLE_v01.csv,53347,07629980a0d09a7bf960b66bc42c21308fba609a08813c49a5ec03065b23f47a
outputs/README.md,329,a0ec336ec6f9e13ea7ac7e33da9f4e77e60b66cacb1e7384ad47a76931dc7d65
qc/D08C1_BUILD_SUMMARY_v01.json,566,331df0fe0c9200a625016915a2eae9dbae68ff872e08c74a9e88c7586ef17e09
qc/D08C1_ENVIRONMENT_v01.json,302,a3c5ab681b37937526f342ff35a143f2ed2d57d64571d17cc714fb4d8992c7d8
qc/D08C1_FINAL_PREPACKAGE_AUDIT_v01.json,5069,2c08bbbe8977097dc235eb5d4239a71fe1cbe3f16d5637b6ff77a657698ee437
qc/D08C1_IMPLEMENTATION_LOG_v01.md,480,a8d9dbd014d6a1c835889eab1f74a267b71b962e92308bec066e1456819b3083
qc/D08C1_INDEPENDENT_AUDIT_v01.json,3852,6766870bf5fddf76cb0ebec75ae5179aad24a0d43dd245f8d3d03a066fb2b4c6
qc/D08C1_NO_Q1_OUTCOME_AUDIT_v01.json,659,7dd65469b2c518b722a6ef5f961164d12d3acb62010813ca4417be937897e861
qc/D08C1_PARAMETERS_v01.json,2594,65936f54f6b65adfa76715725f9ad1981e8d02a472db55b59a4429fb3692002c
qc/D08C1_WORKBOOK_FORMULA_ERROR_SCAN_v01.ndjson,60,acc0111e19cf44d2753fc9ecd164bf1b27fbd65597463a25cf48bd1c65e90146
qc/D08C1_WORKBOOK_RENDER_INDEX_v01.json,2390,e2860e40179d5242c06df11ea0edfc71061259fd61b4e66888ec9da045216bd2
qc/D08C1_WORKBOOK_SUMMARY_INSPECT_v01.ndjson,2694,5e29c968bd394f3e00835de5ff21eeb1eef86743c1fbd659ee50aa89a15fd63b
qc/WORKBOOK_PREVIEWS_v01/50km_Frontiers.png,197538,44ddb04a02396cefc52a76b9aa6f23d04146f9f0995ac0eaa259b9a137931890
qc/WORKBOOK_PREVIEWS_v01/A_B_Split.png,172244,2fe43a7239ce012f42505b8a424c5b73fe0945d6456d94112fdc7c8524bdf422
qc/WORKBOOK_PREVIEWS_v01/Census.png,259718,e2c4f51f3b063e7a707ddf2ac0751e66cd969ddcc22d814a3747ca14d7f9a755
qc/WORKBOOK_PREVIEWS_v01/Code_Aggregation.png,238630,7b7531a58f7b943a18de2ca2a70e011bc4c0bc6ed74f1b334385d394dc35f2e4
qc/WORKBOOK_PREVIEWS_v01/Domain_Grid.png,38121,9d437d77eeab7421722ad402044e95e5ed0bd16c1dfd116f5be62d128ac35c42
qc/WORKBOOK_PREVIEWS_v01/Grain_Summary.png,57273,b97b7a20854a51e20237030b7dbe9a5807d7991602b9e80d94ff34c6c1eacc88
qc/WORKBOOK_PREVIEWS_v01/Input_Audit.png,261453,6f85d2cee083cd955989cd0bd933770f4f33f24d38f4641ae57d8b3709b06538
qc/WORKBOOK_PREVIEWS_v01/Lineage.png,30728,d149528d449525759d193acb1963119ac14542c7b8a3a43da9d895853629c600
qc/WORKBOOK_PREVIEWS_v01/Native_State.png,209011,4162176d5f993601deb9f43e3bc1535a0a4c586b49fd7afbcb54da73e610550f
qc/WORKBOOK_PREVIEWS_v01/Nonanalysis.png,357363,96a8f580b167b5534af489fd0d9d827f6bb4c0f9414923282c4e2c5eca133e54
qc/WORKBOOK_PREVIEWS_v01/QC.png,79314,8cebb824ab48b342c1824554e86364c79fd72bf75cf4c9ec310c394dceec52f5
qc/WORKBOOK_PREVIEWS_v01/State_Crosswalk.png,117265,099dc18f33ec993e4b04f05d19b87dfb2d05d2b9e06ae6724b6073877fbfa2ea
qc/WORKBOOK_PREVIEWS_v01/Summary.png,154442,2144c25e07dbe0a8dda1de1bf18776ee96ba418fe26e63c74ad8c6666ae6f1fe
qc/WORKBOOK_PREVIEWS_v01/Survivor_Queue.png,235609,5c2a3ce0843ac6ebc8d3ebbcfaa6b40107a3abc5e59e3064df544c0977cf7c0f
qc/WORKBOOK_PREVIEWS_v01/Trace_Sample.png,239968,c5473190329eae8505176afa73a322df0df73463c2fedd62f6f5afe3a6d86c99
README_PACKAGE.md,1455,343b8c69ce5e62996acf17835620d69cb95a3887eaebd4737a3ae2764a48464f
