synthetic_species_id,world,support_seed,abundance_seed,true_support_cells,support_index_sha256,latent_abundance_sha256,positive_abundance_values_sha256,observed_abundance_A_sha256,observed_abundance_B_sha256,manifest_regime_rows_expected,manifest_regime_rows_exactly_matched,support_shared_with_pair,positive_abundance_histogram_shared_with_pair,split_assignments_sha256,observed_abundance_reconstruction_basis,identity_gate
SYN006,STRONG,2441702572,3393367802,66,2954b09870d9458e562b6f5d8bb6e61e6f1fc893d2331ace69dfb5c1a9859571,2d017ce97eb121b2ece420eaf13f4f272d0ae665ab22602b3f0220fb7758e73c,850de36494ed5008f38577d9a5f5fa49338fb193e92bce22f9bdd77fe6b82e02,7913c510a5c5e5a1ecbf6b528de58e6b69cfcd759f1594ca74da3bf5690407e5,f7133002c3432dc5162e2cee08b87eddee96debf7180e427a2fb28565cffcaff,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN006,PAIRED_NULL,2441702572,3393367802,66,2954b09870d9458e562b6f5d8bb6e61e6f1fc893d2331ace69dfb5c1a9859571,96448ede6f0136a678310c96cd15c071dfe2e95c9b8f05de9060d47dbb51afbc,ed3f7046e7ee596949c0f043cd28ea4929f295f7574fe2a5971c129fca3e49aa,2342c5ba5b79fb3135799da5448ba33c2ea392aca62e8e7919305e51b0370989,c4cc56735bf1aa4b18e4dd734dbef61bf1e108d04166485f13f2b28e78b7ca92,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN007,STRONG,2087085860,1078403216,134,42423dc0f24faffaad52cb8f833fcab6002c3fa53095905c9a4ac3f71de9b642,3055ce0ed8b95630c1c504e9a9f3a7defa7024f090a8e8830f6e733782b80151,99997853dab824ac2f78e273a9717266df551d0a094f454563b3cc65b22e5c0f,a7468d0979622b7f36faee54bf1424d7ef6cc5c8ec8f761ddf29836445dff6e5,b92636313463c3b22e36e342b23b306e5dc35579c39c1a1233500e89d22d9816,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN007,PAIRED_NULL,2087085860,1078403216,134,42423dc0f24faffaad52cb8f833fcab6002c3fa53095905c9a4ac3f71de9b642,c1965b90b741291cf314c30b0fc8f5bc6e565fa723ef6c09221cf814e0ad60ac,8be4343451700d73f75a640af8bbd781219dcba92b927e7cbf15a6eefcaaf33d,f78a7405299a344613d4bbf4fb84661c6b43bffe87da5d6f39e01933ca1db06b,e0904e8b42c3745841217a8590c19244c211cc0576357f8a59a59ead52e0bac8,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN008,STRONG,3504914858,4180138025,122,c9ac2bbcc2b67c38d4d40b09d1e402a2270bf50cdcafb7d3e4c40b0e08ce7a71,ceb2659279d799e694a39443eb559190b14fae60fe3a5a1c1c16e420948f0fff,0d2c055444697488283bc96e9fc4b51716f9c281bd745f121cbbe7d0780c09ea,4d9d9ff8b846d831bd002aecbd7d852f6c3e568ce90aa094f642665cc7e81bca,de179bba5ff172885de30ad0c520b523884acfa96f6df9240f107c735f1f19eb,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN008,PAIRED_NULL,3504914858,4180138025,122,c9ac2bbcc2b67c38d4d40b09d1e402a2270bf50cdcafb7d3e4c40b0e08ce7a71,9d2f06cd6ab230a884009a5ab3316f5510cdfdf9d0e156dadde978ca6c568724,18c6802688cb7404a09f0a2e0166aa39595855f1abe768bb4d1081ab784e88cd,af09a52361e562e8649d89a4d6c1593fac6e562350878500142f688fc02aab5d,4aa5975437ef9dd9b0c06bd537868ba13f8539f59d80f0e2189aac1343027671,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN009,STRONG,1990553608,3171764874,84,e38c8da23ae645e24304fd9a0a5662234dd6c316d47c36175ada0a9840e9e9a2,6df13de007aaa62488f21de4ab91c54e6f5e5d073f1b1ac585fe9b0223d8fcfd,32067dff5deeab534e1eb146db5b7887805333e995f5dd4d74cef5db517be70f,3396344a9a1581489ce60d410a2796baf82e69b5c1d1827a9624a875dc97dd9f,641b26406e71336ce0f87c3316d2f33ac94503ef0514226b845945bf95c7a8eb,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN009,PAIRED_NULL,1990553608,3171764874,84,e38c8da23ae645e24304fd9a0a5662234dd6c316d47c36175ada0a9840e9e9a2,c210326376c3142b4777a202c7c9f5959632a39290e71a3bfb423defff11d7ce,f9f853c17215bf2caf0456d472f3587587c0750c0f7299ebf79ce5fcc637af8c,6ed0009221667361ba4ae20613fde42e50a330521298db8f5840b5d25125a6ee,e1124bb1d2781de0bd74f25c104e881d7ddc8360df5edcd3f32ee3c94f7f7b30,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN010,STRONG,3236665121,330236445,104,8b6b8906ab4cce4ba6d9892d28d3d73025c355d1ebd4d15e158534607ade8020,311cab3d1e5612863a972ab72a54426fe78e4fa7e9cae2570b16b61606361da1,187595e8821ecbf82aad8fb870aaa07cedee237642c113d8af67e76963e41993,1b0f7459f32be146db3e45883ca9b933a12081c996e1870b498b601bba3f83f2,4be2fed46e28ba22f58c95c6b21ab8979167b0ea247b844494598d16083adb5a,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN010,PAIRED_NULL,3236665121,330236445,104,8b6b8906ab4cce4ba6d9892d28d3d73025c355d1ebd4d15e158534607ade8020,23c3581027d3aadee107614e0d631fbd2c1d500ffab373f73843bbb096c21c1b,187595e8821ecbf82aad8fb870aaa07cedee237642c113d8af67e76963e41993,2a414b8e3bb19b299514e39f19fd34ca663e7077f674506c671a8dbaf15a30bd,398de645d025af6021d1a9f0537aa04dad9b11c0f58be42213734083247e3a28,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN011,STRONG,664639931,4015310404,123,8863d877acbb8623840c922c3d7ebd4fca1b8f72cc5c29935c9663444d7c1fd7,d6b8ce14a1e2f7b65be693b4a29465fb16961137983b3cca4f9b08a3169067ae,24ec16cbbda701d8f87c4949dba7f98bc4fdc857e64ee5643f1e1cbf9a09fb01,ec754372316476ceaa553f38b00a3357068af66337983494f087cab9328f9000,ce97575d2e738908258d02b050d043044651b8107b94bab9d1e2408e0e2c048d,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN011,PAIRED_NULL,664639931,4015310404,123,8863d877acbb8623840c922c3d7ebd4fca1b8f72cc5c29935c9663444d7c1fd7,424f712f256d8e25fc5734d5c422f032823ab18ac4acdc2e9081a4de45a8d84c,24ec16cbbda701d8f87c4949dba7f98bc4fdc857e64ee5643f1e1cbf9a09fb01,95c11e9f7681033fef797a65ff4eaca40c8c5249713b3c7afbd75e7f0eb01fe9,f1a1753006c906091beef86afebb6efd9810c01e8a72550a331a8ee9affbee28,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN012,STRONG,3789262575,26143644,156,bbbdc01e1ef6f0cebc0e450ac5e09862790a9539e660b2cb3f386f47d96c7f31,c6ece29c8db0e9b8fee106c8aff0779ee0f9e2c5a9e9eb11dce6e6711691330b,b55ee254cc5afe0e34aa87444c0a0393f6b098a0a48c208b27add2e36990264b,c19b2c32eed62f296f53258ef93b33b25cd2446490eb6400b13106fc9ce6c594,db6bfb7b7473c2262ed46dd3b0319b3c888714363472b9a8914053b6d936d0bd,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN012,PAIRED_NULL,3789262575,26143644,156,bbbdc01e1ef6f0cebc0e450ac5e09862790a9539e660b2cb3f386f47d96c7f31,d5875f2aa0d2aa07454ef314a3eab5840551fe40de333f792cb61701080739d1,b55ee254cc5afe0e34aa87444c0a0393f6b098a0a48c208b27add2e36990264b,dddce523361e8139f051b7ebdcf04591e662e325b7ae85287d01f8a417db8479,4195f36ba68c46eee3376123172fb5ace02fe6c62172ae275857e336579102c0,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN013,STRONG,1328287894,3080741132,127,bf9e57d42357e89d85319beaecc79b3f1276d9bfa298372f376650f65271471e,59b707b39ef8dd0db4ab588c8920918dbc9989be0e133ba1abc713dee2c2bbb4,a33e50c3e4c9307698e5e1a67f3ce5d623edea2ebbfb647e0f0f2caaedea9cde,07c495f3022b60a382959046ec152303ff4eda436f26362c72649d0e181f0c4a,c7f53b497c5f5b2bf8ca0eeffa4946a96e72535e5af561ac35bf21367999d28e,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN013,PAIRED_NULL,1328287894,3080741132,127,bf9e57d42357e89d85319beaecc79b3f1276d9bfa298372f376650f65271471e,2d860b952c5e6754296017a969c9e09af239816b6d838b9e37fdaa53ae80a28c,0b7a102916a105c7a43d954d9602546a95ab151e9fff6b5d57a7e7c34da4d3a2,d8d945b98ea5c441a782a6a7357612c0c4c670ecdae457d07733d088486e1d7b,1ef9cd77300c5b9f81ec834c556d76b5e97c347ea6bb86dfb7d20efd99a3086c,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN014,STRONG,1497504541,7768223,125,ffb63d5298481df04bf4a651fd8549c6af76f03ec4dcdfa674993e15f2ade07f,a4a4da4e8a1135f90b0f51571563550e8d0cfeaf584c3766e30a93f3733f836a,196bcaedb83153c1452b47e42f4e04dd61dc93c6327919bba76dbacda6e14cf8,be29cbe3d66920d72ac726fa7b46c8f41d1c48d8b04ae6f7983ee037d12da28c,849355235f0ab1eb2568f4a1e021ff7c9e6cb8d9499ebc356ae838158b1c7276,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN014,PAIRED_NULL,1497504541,7768223,125,ffb63d5298481df04bf4a651fd8549c6af76f03ec4dcdfa674993e15f2ade07f,e70cd7b161de13bed7a21c800e5b0c4fb65cc9e20d3ec1fffea2e3ab03acf7e4,196bcaedb83153c1452b47e42f4e04dd61dc93c6327919bba76dbacda6e14cf8,deec1fd9dadb31bbb803ed09d2839d38948805039f4b82a52d460c22a7a11991,40ab09496471c27191a608f59fdeb9939d5c5655cb60c5089dc7c88fd20ec000,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN015,STRONG,426538373,222614335,166,38eebe153dc0f2b5a82295eff43e2a87525fde7a6c7501ac8b9bf783570b0c60,023ce91e3f0bff0892c36b884f7b98bd1697f690fd47e677ca467da204363780,6b5d3ef25b6a034a9917b8e67205b40a128f0b496e0f91120033fa50bcd5c060,e98674b11f2fdf1a64c57539ee4f80b54fdaea970162dd105b5f217d9173295a,65ddd47f58b7bab9e45b19d68ab9262ac9c287407affefbd83e68b8d3caef383,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN015,PAIRED_NULL,426538373,222614335,166,38eebe153dc0f2b5a82295eff43e2a87525fde7a6c7501ac8b9bf783570b0c60,175eed1dcbcd282a6aa3dedbb22fd15968be9b30b9f501525c8c9c2fdfb4afc8,f7f8cd6b90e15d40bbc0d65f7d7026c7aae6491141257a3bbbd9810a8145bd41,daf0a432c1a95449b7d1fc07902f2f7194c7cde8d07dc57bdd917d1827d15c35,858832a0706ba72f7d9af44053dda27ed65dd9a7a57d236bba1047023bb82fa9,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN016,STRONG,3824942343,906215889,103,ba5d702a5d0f95b915227134c938845d0a18b90f5ae0336bc1013938a8be439c,5071003dd710369e3d7efd6a853ab3e9561003ffed3ddeb992cc401ced1d2c74,cbcc653c214a9235154e59842694991ff0da07d78b0ede49910f2ca232ed991d,132c3801684ba466a2832194c16a17440f1b2aa8a06772c0493c927ec9e59a36,7bbc25fede3a06eda2f3a1718c3f15c9be0aba8532d2c3c62bce17d006929af9,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN016,PAIRED_NULL,3824942343,906215889,103,ba5d702a5d0f95b915227134c938845d0a18b90f5ae0336bc1013938a8be439c,383329d9f4c656e657cb69d45b01d7faf0489f2068a7c8ab6bff092da46a6e9c,cbcc653c214a9235154e59842694991ff0da07d78b0ede49910f2ca232ed991d,f589b4e95540395b58e1640bfcba8dc68088484bec739a32a3a501199aff9604,95a6b4455dd8105d12d1075f20b64b0e06f7418ac3250c3c19b4b7c8f438c4d2,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN017,STRONG,858924639,82792281,168,e66532d4cb9266466cf70c6b03e43c3d06e157dcf45e322662b5bb9d9cd50331,31aea9a2cc875ad1ba2528c3850b7a26075f589beb3a0b505861d34ed64f3057,25e188701826cc989aeb0eb2634cd6599228fb05a4eba9c3dce552d6366815fc,949e37e1a5f9b9db73fa2296f21dc0d4bc0b9a515611f71c67270bec1e575283,c6c8a0324faf54fc985e67ce504f05d651d6a2fa2f0ddd06af260dd2038f7505,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN017,PAIRED_NULL,858924639,82792281,168,e66532d4cb9266466cf70c6b03e43c3d06e157dcf45e322662b5bb9d9cd50331,52a0d1cf28ac370fac91bc03c42685d871340085da0c2b607b0a9026cf6d89bb,25e188701826cc989aeb0eb2634cd6599228fb05a4eba9c3dce552d6366815fc,2264081a1e9c701f7a79b7e88c24b3b717d0d14edd0151dcddd25621388202a5,68166c2de736ffce8165caf8e86aab2063eb34a6e7b9e93ba47b07d59d367d28,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN018,STRONG,1136079,696785494,66,fdd735ad8b67ae47fe5cff3bf5b82e99d8821e9770496e929f799224c48a56bd,cd84d88717e8999e07da3c76d7d6c8ea5d2f5c5289e07945174a81c4cde7ebca,3062c71a146ce664b48eff8132ce9ceabc3da38bfb0b0a111750f5c8fce87d7d,fad2512b6f8689272b3cb229adca30ae4f4d7a1864035c65215bc26aeab4f6b7,199c225299b15fb88e630a795fc3131c463172a00d54dcbf7811eed74f4191c3,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN018,PAIRED_NULL,1136079,696785494,66,fdd735ad8b67ae47fe5cff3bf5b82e99d8821e9770496e929f799224c48a56bd,7d3b2af4f1c6938487ecedd08802dd8de5d40059f51cfbf90ff9c83db563249e,3062c71a146ce664b48eff8132ce9ceabc3da38bfb0b0a111750f5c8fce87d7d,405828467c54ee866fa35a418e11e22688f21cb87ed5f931d696169eba00298a,a5ddedf42d33643c157c1230d71270e25d1f363f1876aff318354c37cf06fd36,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN019,STRONG,695366608,2850632630,76,b6720496d7206b3587d9d8a6fb0be97920468bf68c11236aff0f2a388a280ffd,c00f8a05b1be8f11ad61b6c713930feeb5cb93844f9c6f4be27b42bd63471910,4c1368a01213701e0c902f023af0f0de83845b8666d22042348958b57a34a08b,d855de4f9c7e52945b54dde63117f888619e66dd40bab4f0263572d68b5ae535,39ab0e786df50474c62be561cbf618e353ca2ce170424f5c9b8be51c372c6ea0,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN019,PAIRED_NULL,695366608,2850632630,76,b6720496d7206b3587d9d8a6fb0be97920468bf68c11236aff0f2a388a280ffd,ba8dda9684e88a3a64ad3eff74173c80e5e7a1e8a3db8d1175dff1bf23814cec,4c1368a01213701e0c902f023af0f0de83845b8666d22042348958b57a34a08b,331e1e49664cf53f2a7f62ddfa018ca67d69f7fbef8594e5cd71aab26dffe308,2273438187852a3755df9c492ce763795ad201b9035a7d8ab8caf7ee8d248660,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN020,STRONG,147730591,4016356660,105,1369d7140e4c4b6c9a6b23228689ef2135218c4e90d5871187987f672818ad9d,6643e2d9b8e5758d44340c485aa12393b57663c803722e260453b3efd05ee92c,9aa24e494cff4d5db568d43d12f93babee2845e57d1c06068eadd03c4f21b441,39d41518bcd4a2bb4fe0c25892b31fb9613a9c348f6f85e6779b76896d63ab05,0565eaafef62a32eb16b17926ddda3f401def8dad90c1eafa7d4bf0621426809,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
SYN020,PAIRED_NULL,147730591,4016356660,105,1369d7140e4c4b6c9a6b23228689ef2135218c4e90d5871187987f672818ad9d,96799b5c3f4845542a18d695c578a020fe18b9922398df4684e9f25cd25f030e,07531db6dabd44da42c027ee665ad847e96de2a1fd1740adeee08ab49985113d,54f37e62b30a409c7f78b992b3c6c7016d5deb6aaaa4b05a568cc891e5de79e4,e4415fb3e6b76622cb669169878d329104c948f13c80ea4469c2f311ea539637,3,3,YES,YES,247ca84cdd33586aba416b68db7087222cd13038285007deb5682708e889f02d,D10A_PUBLISHED_LAYOUT_ORDER_PLUS_FROZEN_CODE_AND_SEEDS,PASS
