state_fips,state_abbr,candidate_id,repair_class,fold,selected_panels,component_evalid,effective_design_block_id,design_resolution,estimation_unit_or_merged_domain,source_estimation_units,source_parent_poststratum_count,source_parent_poststratum_ids,fold_sample_count,full_evaluation_sample_count_comparator,population_area_acres,fold_specific_ti_expansion_acres_per_plot,fold_weight_construction,full_evaluation_expns_reused_as_final_fold_weight,synthetic_constant_recovered_area_acres,calibration_relative_error,calibration_status,population_area_discarded_acres,variance_df_n_minus_1,within_block_variance_estimable_n_ge_2
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428944290487,PARENT_POSTSTRATUM,1543783751290487,2,1,1543428944290487,41,106,727093.6869087053,17733.99236362696,effective block population area / actual fold sample count,NO,727093.6869087054,1.6011048359102593e-16,PASS,0.0,40,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428945290487,PARENT_POSTSTRATUM,1543783751290487,2,1,1543428945290487,178,464,2762754.387091103,15521.092062309568,effective block population area / actual fold sample count,NO,2762754.387091103,0.0,PASS,0.0,177,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428946290487,PARENT_POSTSTRATUM,1543783752290487,3,1,1543428946290487,87,218,1258939.6274719276,14470.57043071181,effective block population area / actual fold sample count,NO,1258939.6274719276,0.0,PASS,0.0,86,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428947290487,PARENT_POSTSTRATUM,1543783752290487,3,1,1543428947290487,97,280,1711356.1243658252,17642.84664294665,effective block population area / actual fold sample count,NO,1711356.124365825,1.3605037568679595e-16,PASS,0.0,96,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428948290487,PARENT_POSTSTRATUM,1543783752290487,3,1,1543428948290487,119,281,1643945.8007891905,13814.670594867146,effective block population area / actual fold sample count,NO,1643945.8007891905,0.0,PASS,0.0,118,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428949290487,PARENT_POSTSTRATUM,1543783752290487,3,1,1543428949290487,304,739,4494987.8773730565,14786.144333464,effective block population area / actual fold sample count,NO,4494987.8773730565,0.0,PASS,0.0,303,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428954290487,PARENT_POSTSTRATUM,1543783753290487,5,1,1543428954290487,62,149,857807.1318938015,13835.598901512927,effective block population area / actual fold sample count,NO,857807.1318938015,0.0,PASS,0.0,61,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428955290487,PARENT_POSTSTRATUM,1543783753290487,5,1,1543428955290487,69,178,1104852.4349891662,16012.35413027777,effective block population area / actual fold sample count,NO,1104852.4349891662,0.0,PASS,0.0,68,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428956290487,PARENT_POSTSTRATUM,1543783753290487,5,1,1543428956290487,78,187,1118283.9711680114,14336.973989333479,effective block population area / actual fold sample count,NO,1118283.9711680114,0.0,PASS,0.0,77,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428957290487,PARENT_POSTSTRATUM,1543783753290487,5,1,1543428957290487,214,536,3229296.461949021,15090.17038293935,effective block population area / actual fold sample count,NO,3229296.461949021,0.0,PASS,0.0,213,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428962290487,PARENT_POSTSTRATUM,1543783754290487,801,1,1543428962290487,18,48,241383.32970425324,13410.184983569625,effective block population area / actual fold sample count,NO,241383.32970425324,0.0,PASS,0.0,17,1
01,AL,T2_AL_A3-4_B1-2-5,R0,A,3-4,12301,STRATUM:1543428963290487,PARENT_POSTSTRATUM,1543783754290487,801,1,1543428963290487,32,81,428696.0302957468,13396.750946742088,effective block population area / actual fold sample count,NO,428696.0302957468,0.0,PASS,0.0,31,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428938290487,PARENT_POSTSTRATUM,1543783748290487,1,1,1543428938290487,83,145,860238.5887326968,10364.32034617707,effective block population area / actual fold sample count,NO,860238.5887326968,0.0,PASS,0.0,82,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428939290487,PARENT_POSTSTRATUM,1543783748290487,1,1,1543428939290487,84,137,786068.352624583,9357.956578864085,effective block population area / actual fold sample count,NO,786068.3526245832,1.4809821746192773e-16,PASS,0.0,83,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428940290487,PARENT_POSTSTRATUM,1543783748290487,1,1,1543428940290487,69,132,767710.3257165528,11126.236604587722,effective block population area / actual fold sample count,NO,767710.3257165529,1.516396457456489e-16,PASS,0.0,68,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428941290487,PARENT_POSTSTRATUM,1543783748290487,1,1,1543428941290487,185,300,1826366.0329261674,9872.248826627932,effective block population area / actual fold sample count,NO,1826366.0329261676,1.274830124171949e-16,PASS,0.0,184,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428950290487,PARENT_POSTSTRATUM,1543783749290487,4,1,1543428950290487,44,69,373470.0944743829,8487.956692599611,effective block population area / actual fold sample count,NO,373470.09447438293,1.558562834740172e-16,PASS,0.0,43,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428951290487,PARENT_POSTSTRATUM,1543783749290487,4,1,1543428951290487,59,109,610846.3362298142,10353.327732708716,effective block population area / actual fold sample count,NO,610846.3362298142,0.0,PASS,0.0,58,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428952290487,PARENT_POSTSTRATUM,1543783749290487,4,1,1543428952290487,61,103,660958.7870254125,10835.389951236271,effective block population area / actual fold sample count,NO,660958.7870254125,0.0,PASS,0.0,60,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428953290487,PARENT_POSTSTRATUM,1543783749290487,4,1,1543428953290487,258,422,2629874.3122703903,10193.31128786973,effective block population area / actual fold sample count,NO,2629874.3122703903,0.0,PASS,0.0,257,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428958290487,PARENT_POSTSTRATUM,1543783750290487,6,1,1543428958290487,140,238,1434585.1042994708,10247.036459281933,effective block population area / actual fold sample count,NO,1434585.1042994705,1.6229824424920702e-16,PASS,0.0,139,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428959290487,PARENT_POSTSTRATUM,1543783750290487,6,1,1543428959290487,90,147,847812.9753774332,9420.144170860369,effective block population area / actual fold sample count,NO,847812.9753774332,0.0,PASS,0.0,89,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428960290487,PARENT_POSTSTRATUM,1543783750290487,6,1,1543428960290487,228,376,2268416.560323096,9949.195440013578,effective block population area / actual fold sample count,NO,2268416.560323096,0.0,PASS,0.0,227,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428942290487,PARENT_POSTSTRATUM,1543783751290487,2,1,1543428942290487,23,47,249989.36939355836,10869.103017111232,effective block population area / actual fold sample count,NO,249989.36939355836,0.0,PASS,0.0,22,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428943290487,PARENT_POSTSTRATUM,1543783751290487,2,1,1543428943290487,66,111,653112.4866066333,9895.64373646414,effective block population area / actual fold sample count,NO,653112.4866066333,0.0,PASS,0.0,65,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428944290487,PARENT_POSTSTRATUM,1543783751290487,2,1,1543428944290487,65,106,727093.6869087053,11186.056721672388,effective block population area / actual fold sample count,NO,727093.6869087053,0.0,PASS,0.0,64,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428945290487,PARENT_POSTSTRATUM,1543783751290487,2,1,1543428945290487,286,464,2762754.387091103,9659.980374444416,effective block population area / actual fold sample count,NO,2762754.387091103,0.0,PASS,0.0,285,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428946290487,PARENT_POSTSTRATUM,1543783752290487,3,1,1543428946290487,131,218,1258939.6274719276,9610.226163907844,effective block population area / actual fold sample count,NO,1258939.6274719276,0.0,PASS,0.0,130,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428947290487,PARENT_POSTSTRATUM,1543783752290487,3,1,1543428947290487,183,280,1711356.1243658252,9351.672810742215,effective block population area / actual fold sample count,NO,1711356.1243658254,1.3605037568679593e-16,PASS,0.0,182,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428948290487,PARENT_POSTSTRATUM,1543783752290487,3,1,1543428948290487,162,281,1643945.8007891905,10147.81358511846,effective block population area / actual fold sample count,NO,1643945.8007891905,0.0,PASS,0.0,161,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428949290487,PARENT_POSTSTRATUM,1543783752290487,3,1,1543428949290487,435,739,4494987.8773730565,10333.305465225418,effective block population area / actual fold sample count,NO,4494987.8773730565,0.0,PASS,0.0,434,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428954290487,PARENT_POSTSTRATUM,1543783753290487,5,1,1543428954290487,87,149,857807.1318938015,9859.852090733351,effective block population area / actual fold sample count,NO,857807.1318938016,1.3571269985820925e-16,PASS,0.0,86,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428955290487,PARENT_POSTSTRATUM,1543783753290487,5,1,1543428955290487,109,178,1104852.4349891662,10136.260871460241,effective block population area / actual fold sample count,NO,1104852.4349891662,0.0,PASS,0.0,108,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428956290487,PARENT_POSTSTRATUM,1543783753290487,5,1,1543428956290487,109,187,1118283.9711680114,10259.485974018453,effective block population area / actual fold sample count,NO,1118283.9711680114,0.0,PASS,0.0,108,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428957290487,PARENT_POSTSTRATUM,1543783753290487,5,1,1543428957290487,322,536,3229296.461949021,10028.87099984168,effective block population area / actual fold sample count,NO,3229296.461949021,0.0,PASS,0.0,321,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428962290487,PARENT_POSTSTRATUM,1543783754290487,801,1,1543428962290487,30,48,241383.32970425324,8046.110990141775,effective block population area / actual fold sample count,NO,241383.32970425324,0.0,PASS,0.0,29,1
01,AL,T2_AL_A3-4_B1-2-5,R0,B,1-2-5,12301,STRATUM:1543428963290487,PARENT_POSTSTRATUM,1543783754290487,801,1,1543428963290487,49,81,428696.0302957468,8748.89857746422,effective block population area / actual fold sample count,NO,428696.0302957468,0.0,PASS,0.0,48,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511848290487,PARENT_POSTSTRATUM,1882829891290487,3,1,1882511848290487,8,22,102193.02567665897,12774.128209582372,effective block population area / actual fold sample count,NO,102193.02567665897,0.0,PASS,0.0,7,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511851290487,PARENT_POSTSTRATUM,1882829891290487,3,1,1882511851290487,24,45,242520.06093473462,10105.002538947276,effective block population area / actual fold sample count,NO,242520.06093473462,0.0,PASS,0.0,23,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511852290487,PARENT_POSTSTRATUM,1882829891290487,3,1,1882511852290487,127,331,2050356.5151653418,16144.53948949088,effective block population area / actual fold sample count,NO,2050356.5151653418,0.0,PASS,0.0,126,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511849290487,PARENT_POSTSTRATUM,1882829891290487,3,1,1882511849290487,71,168,989843.2487045212,13941.454207105933,effective block population area / actual fold sample count,NO,989843.2487045212,0.0,PASS,0.0,70,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511850290487,PARENT_POSTSTRATUM,1882829891290487,3,1,1882511850290487,25,64,595084.1495187433,23803.36598074973,effective block population area / actual fold sample count,NO,595084.1495187433,0.0,PASS,0.0,24,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512255290487,PARENT_POSTSTRATUM,1882829892290487,13,1,1882512255290487,236,609,3634738.615691421,15401.434812251784,effective block population area / actual fold sample count,NO,3634738.615691421,0.0,PASS,0.0,235,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512256290487,PARENT_POSTSTRATUM,1882829892290487,13,1,1882512256290487,146,343,2010017.3404785225,13767.242058072072,effective block population area / actual fold sample count,NO,2010017.3404785225,0.0,PASS,0.0,145,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512254290487,PARENT_POSTSTRATUM,1882829892290487,13,1,1882512254290487,14,38,258751.04383005624,18482.217416432588,effective block population area / actual fold sample count,NO,258751.04383005624,0.0,PASS,0.0,13,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512264290487,PARENT_POSTSTRATUM,1882829893290487,17,1,1882512264290487,23,58,377613.0592422493,16417.9590974891,effective block population area / actual fold sample count,NO,377613.0592422493,0.0,PASS,0.0,22,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512265290487,PARENT_POSTSTRATUM,1882829893290487,17,1,1882512265290487,74,184,1092156.1713441487,14758.867180326333,effective block population area / actual fold sample count,NO,1092156.1713441487,0.0,PASS,0.0,73,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512266290487,PARENT_POSTSTRATUM,1882829893290487,17,1,1882512266290487,48,108,607176.0952575043,12649.501984531338,effective block population area / actual fold sample count,NO,607176.0952575043,0.0,PASS,0.0,47,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512263290487,PARENT_POSTSTRATUM,1882829893290487,17,1,1882512263290487,7,23,105138.01649469593,15019.716642099418,effective block population area / actual fold sample count,NO,105138.01649469593,0.0,PASS,0.0,6,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512267290487,PARENT_POSTSTRATUM,1882829893290487,17,1,1882512267290487,226,554,3298791.517534616,14596.422643958478,effective block population area / actual fold sample count,NO,3298791.517534616,0.0,PASS,0.0,225,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512268290487,PARENT_POSTSTRATUM,1882829893290487,17,1,1882512268290487,55,141,893175.140126786,16239.548002305199,effective block population area / actual fold sample count,NO,893175.140126786,0.0,PASS,0.0,54,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511846290487,PARENT_POSTSTRATUM,1882829894290487,27,1,1882511846290487,219,535,3145541.0,14363.20091324201,effective block population area / actual fold sample count,NO,3145541.0,0.0,PASS,0.0,218,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511847290487,PARENT_POSTSTRATUM,1882829894290487,27,1,1882511847290487,29,70,386579.0,13330.310344827587,effective block population area / actual fold sample count,NO,386579.0,0.0,PASS,0.0,28,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511854290487,PARENT_POSTSTRATUM,1882829895290487,5,1,1882511854290487,172,446,2553422.7862015055,14845.481315125031,effective block population area / actual fold sample count,NO,2553422.7862015055,0.0,PASS,0.0,171,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511853290487,PARENT_POSTSTRATUM,1882829895290487,5,1,1882511853290487,41,101,591446.9504780531,14425.53537751349,effective block population area / actual fold sample count,NO,591446.9504780531,0.0,PASS,0.0,40,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511855290487,PARENT_POSTSTRATUM,1882829895290487,5,1,1882511855290487,4,12,70739.99407692908,17684.99851923227,effective block population area / actual fold sample count,NO,70739.99407692908,0.0,PASS,0.0,3,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511856290487,PARENT_POSTSTRATUM,1882829895290487,5,1,1882511856290487,40,103,666135.9442243319,16653.398605608298,effective block population area / actual fold sample count,NO,666135.9442243319,0.0,PASS,0.0,39,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511857290487,PARENT_POSTSTRATUM,1882829895290487,5,1,1882511857290487,141,324,1988826.833475214,14105.154847341943,effective block population area / actual fold sample count,NO,1988826.833475214,0.0,PASS,0.0,140,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511858290487,PARENT_POSTSTRATUM,1882829895290487,5,1,1882511858290487,37,103,699771.9414079845,18912.75517318877,effective block population area / actual fold sample count,NO,699771.9414079845,0.0,PASS,0.0,36,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511859290487,PARENT_POSTSTRATUM,1882829895290487,5,1,1882511859290487,314,778,4696657.606748114,14957.508301745587,effective block population area / actual fold sample count,NO,4696657.606748114,0.0,PASS,0.0,313,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511860290487,PARENT_POSTSTRATUM,1882829895290487,5,1,1882511860290487,45,102,676125.9433878677,15025.020964174837,effective block population area / actual fold sample count,NO,676125.9433878677,0.0,PASS,0.0,44,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512272290487,PARENT_POSTSTRATUM,1882829896290487,19,1,1882512272290487,156,405,2394216.0,15347.538461538461,effective block population area / actual fold sample count,NO,2394216.0,0.0,PASS,0.0,155,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512269290487,PARENT_POSTSTRATUM,1882829896290487,19,1,1882512269290487,16,32,189384.0,11836.5,effective block population area / actual fold sample count,NO,189384.0,0.0,PASS,0.0,15,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512270290487,PARENT_POSTSTRATUM,1882829896290487,19,1,1882512270290487,143,361,2160253.0,15106.664335664336,effective block population area / actual fold sample count,NO,2160253.0,0.0,PASS,0.0,142,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512271290487,PARENT_POSTSTRATUM,1882829896290487,19,1,1882512271290487,18,44,1136975.0,63165.27777777778,effective block population area / actual fold sample count,NO,1136975.0,0.0,PASS,0.0,17,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512248290487,PARENT_POSTSTRATUM,1882829897290487,11,1,1882512248290487,5,15,85019.0,17003.8,effective block population area / actual fold sample count,NO,85019.0,0.0,PASS,0.0,4,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512250290487,PARENT_POSTSTRATUM,1882829897290487,11,1,1882512250290487,35,80,505074.0,14430.685714285713,effective block population area / actual fold sample count,NO,505073.99999999994,1.1524580737370644e-16,PASS,0.0,34,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512251290487,PARENT_POSTSTRATUM,1882829897290487,11,1,1882512251290487,5,12,85293.0,17058.6,effective block population area / actual fold sample count,NO,85293.0,0.0,PASS,0.0,4,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512249290487,PARENT_POSTSTRATUM,1882829897290487,11,1,1882512249290487,35,87,507596.0,14502.742857142857,effective block population area / actual fold sample count,NO,507596.0,0.0,PASS,0.0,34,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512292290487,PARENT_POSTSTRATUM,1882829898290487,25,1,1882512292290487,136,370,2235967.0,16440.933823529413,effective block population area / actual fold sample count,NO,2235967.0,0.0,PASS,0.0,135,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512289290487,PARENT_POSTSTRATUM,1882829898290487,25,1,1882512289290487,126,287,1642037.0,13032.039682539682,effective block population area / actual fold sample count,NO,1642037.0,0.0,PASS,0.0,125,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512290290487,PARENT_POSTSTRATUM,1882829898290487,25,1,1882512290290487,8,16,83801.0,10475.125,effective block population area / actual fold sample count,NO,83801.0,0.0,PASS,0.0,7,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512291290487,PARENT_POSTSTRATUM,1882829898290487,25,1,1882512291290487,15,37,382341.0,25489.4,effective block population area / actual fold sample count,NO,382341.0,0.0,PASS,0.0,14,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512293290487,PARENT_POSTSTRATUM,1882829898290487,25,1,1882512293290487,43,90,617481.0,14360.023255813954,effective block population area / actual fold sample count,NO,617481.0,0.0,PASS,0.0,42,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882511845290487,PARENT_POSTSTRATUM,1882829898290487,25,1,1882511845290487,4,19,240132.0,60033.0,effective block population area / actual fold sample count,NO,240132.0,0.0,PASS,0.0,3,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512258290487,PARENT_POSTSTRATUM,1882829899290487,15,1,1882512258290487,85,202,1241718.8559588138,14608.45712892722,effective block population area / actual fold sample count,NO,1241718.8559588138,0.0,PASS,0.0,84,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512257290487,PARENT_POSTSTRATUM,1882829899290487,15,1,1882512257290487,12,36,294151.9658779458,24512.66382316215,effective block population area / actual fold sample count,NO,294151.9658779458,0.0,PASS,0.0,11,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512259290487,PARENT_POSTSTRATUM,1882829899290487,15,1,1882512259290487,340,828,4786170.444797295,14076.971896462634,effective block population area / actual fold sample count,NO,4786170.444797295,0.0,PASS,0.0,339,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512260290487,PARENT_POSTSTRATUM,1882829899290487,15,1,1882512260290487,39,90,554917.9356287156,14228.66501612091,effective block population area / actual fold sample count,NO,554917.9356287156,0.0,PASS,0.0,38,1
04,AZ,T2_AZ_A1-3_B2-4-5,R0,A,1-3,42301,STRATUM:1882512261290487,PARENT_POSTSTRATUM,1882829899290487,15,1,1882512261290487,85,241,1506139.8252855984,17719.29206218351,effective block population area / actual fold sample count,NO,1506139.8252855984,0.0,PASS,0.0,84,1
